objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog,mag,ang_size,prior_O,posterior_O
592,149.8981645957594,14.07271893936614,SER,9.843356,20.695658,33.70633,1.2338855,LS_DR10,19.210301902594367,1.2338855,0.010216789705172528,2.5345555262768922e-11
702,149.9035310738724,14.07363703206411,REX,0.06776811,0.17719513,0.16382438,0.30923447,LS_DR10,24.378870545896557,0.30923447,8.811251440780335e-05,0.0
423,149.8896433381018,14.07693824664091,REX,0.24424382,0.21665335,0.28426644,0.1916131,LS_DR10,24.160586478260303,0.1916131,0.00010448549155702811,0.0
623,149.8994545368534,14.07721330656795,DEV,0.2977247,0.4607401,0.985809,0.53540766,LS_DR10,23.341359969417976,0.53540766,0.00020274409953821457,1.4846217487326752e-161
501,149.8936618371535,14.08248231779349,REX,0.2124792,0.37582928,0.7179214,0.50580394,LS_DR10,23.562523470068015,0.50580394,0.00016890698929889394,4.0735394215040745e-273
577,149.8974647696462,14.08330692493997,REX,0.1603852,0.33536142,0.6083196,0.31882638,LS_DR10,23.68621725030596,0.31882638,0.0001526886237866198,3.2237289792667036e-215
628,149.8996781768468,14.08467157421601,REX,0.12996572,0.029991698,0.5901339,0.2582768,LS_DR10,26.307497364181145,0.2582768,2.1845623184205857e-05,3.733913165053797e-89
684,149.9028331546898,14.08483055841106,EXP,0.39401993,0.58567923,2.0537484,0.60818326,LS_DR10,23.08085044281695,0.60818326,0.0002522696069768074,6.265637496605214e-07
793,149.9084468837906,14.07540304451851,DEV,0.8493827,1.5938146,2.8645587,1.1305193,LS_DR10,21.993905497939306,1.1305193,0.0006541284415626436,1.1686739385034016e-10
890,149.9133864521048,14.07213802744984,REX,1.1067961,2.2359147,3.5962179,2.7248,LS_DR10,21.626361921939367,2.7248,0.0009165127752823445,2.1387613124570713e-07
885,149.9128683169428,14.07594707853793,REX,0.89845765,1.940975,3.6951146,1.6958811,LS_DR10,21.77995014585672,1.6958811,0.0007952869154548128,1.912079545010867e-08
930,149.9151262358617,14.07382834670049,EXP,1.0088259,1.7535633,2.9416852,2.9344,LS_DR10,21.890196380922525,2.9344,0.0007188793949631711,4.942554147167765e-07
942,149.9158116003218,14.07308008927757,EXP,1.2862537,2.4439812,3.7211802,1.0569795,LS_DR10,21.52975534792279,1.0569795,0.0010027515210052108,2.2067887789754266e-16
947,149.9160640040394,14.07699684531654,EXP,2.8909893,6.82982,12.745986,13.8336,LS_DR10,20.41397685501171,13.8336,0.0029454526321835975,0.0005264353705180724
844,149.9109699737351,14.07648085389451,REX,0.8922229,1.6158419,3.3362653,2.312075,LS_DR10,21.97900283618785,2.312075,0.0006630362789750333,1.2507337507937778e-06
910,149.9141060135663,14.07718006916282,EXP,1.2319994,2.534666,4.1837983,2.9344,LS_DR10,21.490198151885433,2.9344,0.0010405232750154722,5.453695736933875e-06
883,149.9128227345607,14.07868241525732,DEV,0.5828255,1.4576745,6.8980446,1.0355105,LS_DR10,22.090848608830964,1.0355105,0.0005992166327545623,1.667412174896512e-10
904,149.91402091314,14.07941241415267,EXP,1.7222253,3.823629,5.6473246,6.9168,LS_DR10,21.043810632954596,6.9168,0.0015891521560034948,0.00029170249286770083
837,149.9104810600822,14.08037866302369,REX,1.1564044,2.394902,3.7499576,2.7883961,LS_DR10,21.55178063331667,2.7883961,0.0009823559332851482,7.330288144963396e-05
866,149.9118387427405,14.07952554371391,REX,0.14519495,0.37803796,0.47643894,0.54894775,LS_DR10,23.55616147268995,0.54894775,0.00016979011680913548,1.3451736027854955e-33
913,149.9142296700089,14.08206858704139,REX,0.70153844,0.6901877,2.442319,2.3056,LS_DR10,22.90258196160338,2.3056,0.00029360331981726287,3.4881305863668427e-06
875,149.9123110003824,14.08280975884378,EXP,4.9998255,10.772907,18.890501,12.3664,LS_DR10,19.91916772325328,12.3664,0.004860963208983469,0.0015697236238919599
901,149.9138701867702,14.08315965471376,REX,0.7752507,1.5803325,2.7476704,1.5519577,LS_DR10,22.003128821026806,1.5519577,0.0006486794901848331,9.739216354566564e-07
903,149.9139852739972,14.08471483614677,EXP,2.0233574,4.728242,8.324776,13.8336,LS_DR10,20.813250758946978,13.8336,0.0019865891686021557,0.0006471299536707861
812,149.9092864963289,14.08693300522718,EXP,1.8903167,2.8174913,4.9562016,7.336,LS_DR10,21.37534354079366,7.336,0.0011590389091549768,0.001657826930214397
931,149.9151918999896,14.07763245939182,REX,0.9443521,1.4805927,2.3901458,2.3056,LS_DR10,22.07391099054801,2.3056,0.0006084435335342958,4.1088105995904285e-07
998,149.9182168561608,14.07825988656853,REX,1.8571,2.7950895,3.7159388,0.60341465,LS_DR10,21.384010703134578,0.60341465,0.0011496124573609572,0.0
993,149.9180379942586,14.07972944740369,REX,1.4275991,3.1416447,4.32874,3.144,LS_DR10,21.25710733114474,3.144,0.0012961833319599621,5.7696904523421264e-06
940,149.9156539834728,14.08141098301487,REX,0.7998058,2.2398653,2.3165689,2.5152,LS_DR10,21.624445245711115,2.5152,0.0009181446783975921,6.06950170298656e-06
990,149.917965306347,14.08113464049528,REX,0.90443486,2.366679,5.543225,0.6075539,LS_DR10,21.5646516069543,0.6075539,0.0009706423504426747,7.069285517414503e-169
980,149.9175311120087,14.08226367746362,SER,3.6912322,12.048312,32.72658,6.9168,LS_DR10,19.797684486547865,6.9168,0.005509249337108548,0.0007672452854775029
1031,149.9193399490708,14.08206847960462,REX,0.82666063,2.1497674,2.869721,3.144,LS_DR10,21.66902131807284,3.144,0.0008809806702956548,4.017707223915436e-06
926,149.9148910688282,14.08273481352786,REX,0.5396811,0.96416706,1.9983815,1.5264876,LS_DR10,22.539619274811958,1.5264876,0.0004020778438870028,1.477108587470836e-07
