objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog,mag,ang_size,prior_O,posterior_O
4685,353.300973804381,-36.00478095944148,REX,0.058467586,0.08874949,0.11617114,0.31074786,LS_DR10,25.12958533486026,0.31074786,0.0005800080101834015,0.0
4745,353.3023212160366,-36.00260957853002,REX,0.027953412,0.071077205,0.11732335,0.35693473,LS_DR10,25.37067414620676,0.35693473,0.00048665078800113904,0.0
4627,353.2997762591307,-36.00004676256136,EXP,0.0843736,0.11974501,0.48766726,0.5273711,LS_DR10,24.804356438512478,0.5273711,0.0007385721876047675,0.0
4587,353.2990630686562,-35.99945385510465,REX,0.093393244,0.26422226,0.5898367,0.20872653,LS_DR10,23.945076492656018,0.20872653,0.001437636418642104,0.0
4599,353.2992202292233,-35.99699658069039,REX,0.10325508,0.16274579,0.28703126,0.35776004,LS_DR10,24.471225592973425,0.35776004,0.0009516295131959115,0.0
4855,353.3040779983662,-36.00438925436721,REX,0.06720652,0.08016114,0.19376862,0.32535672,LS_DR10,25.24009028794267,0.32535672,0.0005349732976986363,0.0
5123,353.3088640772484,-36.00352763070461,REX,1.8664237,3.8674405,6.0915394,0.9553993,LS_DR10,21.031440897833896,0.9553993,0.018652684666395632,2.9532349491466606e-13
4831,353.3036554787103,-35.99875238687568,REX,0.5864836,2.1075337,5.6076756,0.40274152,LS_DR10,21.69056368042113,0.40274152,0.010016603072378226,0.0
4904,353.3049128807124,-35.99890196602464,EXP,0.18354298,0.31378052,0.4899521,1.0930823,LS_DR10,23.758435054032592,1.0930823,0.0016702753663170177,2.297329235662897e-11
5005,353.3066019042689,-35.99883069882101,REX,0.19055627,0.3579975,0.51079184,0.28192028,LS_DR10,23.615300015373524,0.28192028,0.0018763154608290784,0.0
5108,353.3085488208657,-35.99922055143955,EXP,0.23420921,0.31863222,0.6425258,0.77199626,LS_DR10,23.741775776447852,0.77199626,0.0016929440875938719,4.682613362748796e-13
5326,353.3121135498407,-35.99852433108891,REX,0.059310004,0.14951763,0.3031872,0.26026663,LS_DR10,24.56326898891254,0.26026663,0.0008867350821326867,1.4410220206245173e-284
4571,353.2985990832144,-35.9914604675709,REX,0.03089966,0.08379887,0.13430658,0.36244285,LS_DR10,25.191904594118622,0.36244285,0.0005541194643855127,0.0
