objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog,mag,ang_size,prior_O,posterior_O
11003,52.15555476890532,-47.35003311411639,DEV,0.6467247,1.6297884,3.3096998,0.40792015,LS_DR10,21.96967194401728,0.40792015,0.012318218918191287,0.0
10511,52.14087793828777,-47.34930582175825,DEV,2.3187754,11.580416,29.402744,1.3334273,LS_DR10,19.840689598227108,1.3334273,0.0970805257380598,6.694393546390774e-10
10415,52.13831111592138,-47.34946414935751,REX,0.63555515,2.569417,5.30465,0.3135308,LS_DR10,21.475413516969006,0.3135308,0.019435401543209736,0.0
10454,52.13943417093106,-47.34911439798679,REX,0.2944764,0.5305791,0.4142873,0.24334218,LS_DR10,23.18812465319218,0.24334218,0.004245329135333276,0.0
10782,52.14825812330854,-47.34872030484599,REX,0.047365896,0.10427042,1.0855187,0.29675883,LS_DR10,24.954597192806517,0.29675883,0.0010483861930250932,0.0
10829,52.14942898912795,-47.34782754472178,REX,0.15905324,0.16274826,0.3333292,0.41571218,LS_DR10,24.471209114832423,0.41571218,0.0015114528667446309,0.0
10904,52.1523855580399,-47.3488206865388,REX,0.10641672,0.14890656,0.49479225,0.21795386,LS_DR10,24.56771542302981,0.21795386,0.001403583749373164,0.0
10975,52.15466999945495,-47.3466166468871,EXP,0.49959105,0.9382157,2.26931,0.5332064,LS_DR10,22.56924325972797,0.5332064,0.007217306108670634,0.0
10695,52.14608620976805,-47.34748564823255,REX,0.22007845,0.3286177,0.34256908,0.26929572,LS_DR10,23.70827262077562,0.26929572,0.002762853225560861,0.0
10618,52.14398599499766,-47.34782970983257,REX,0.059988126,0.22907868,0.27692828,0.2347492,LS_DR10,24.100038320121318,0.2347492,0.0020189097125846377,0.0
10515,52.14104674510357,-47.348133470821,SER,7.1970606,36.36889,85.44186,2.551854,LS_DR10,18.598174884167683,2.551854,0.3661410223911202,4.145044990751702e-05
10502,52.1405761977925,-47.34620589675416,REX,0.15761138,0.2272141,0.31583253,0.49208093,LS_DR10,24.108911803857332,0.49208093,0.0020048102547654614,2.921360955996642e-196
10794,52.14861962914414,-47.34616123064129,REX,0.40968186,0.59358376,0.48519596,0.32744104,LS_DR10,23.066294973832626,0.32744104,0.004704855824732755,0.0
10748,52.1473488083739,-47.34327885942175,REX,0.15511431,0.3022869,0.22581947,0.7082032,LS_DR10,23.798951682840993,0.7082032,0.002567427638139287,8.337351996096861e-14
10937,52.15339496262125,-47.34037951310437,EXP,0.16859244,0.2602149,0.69756544,0.98443794,LS_DR10,23.961669598005344,0.98443794,0.0022533014104775253,4.1027048701628666e-11
10849,52.14998919388785,-47.34019642097366,REX,0.11752994,0.3258897,0.45298612,0.32368505,LS_DR10,23.717323413840614,0.32368505,0.0027426415618894613,4.192033939708264e-131
10954,52.1539391543632,-47.3396540502938,REX,0.16073097,0.21592222,0.38738778,0.3600463,LS_DR10,24.16425665809632,0.3600463,0.0019192519266368366,3.374983060818521e-193
11007,52.1557175270759,-47.33680864065975,REX,0.10532714,0.14144751,0.145812,0.22384554,LS_DR10,24.62351173332727,0.22384554,0.0013450754891114005,0.0
11025,52.15631631537048,-47.33583077602575,REX,0.08163416,0.24240246,0.28234792,0.4543988,LS_DR10,24.038657442710292,0.4543988,0.002119443195584876,7.046842559648157e-105
