objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog,mag,ang_size,prior_O,posterior_O
1959,229.6949551400126,12.35980215186464,EXP,1.0923135,1.565398,3.0346844,0.54777807,LS_DR10,22.013438063458985,0.54777807,0.0023643818011327153,0.0
1870,229.6913685769446,12.36124275388685,EXP,0.4534067,1.1694229,2.6834714,0.8570749,LS_DR10,22.330071014817346,0.8570749,0.0017797146503254232,0.0
1928,229.6937508072961,12.36775511915606,SER,108.72988,240.97346,431.10632,3.131383,LS_DR10,16.5450769662833,3.131383,0.8041796882414036,0.00220164685019125
2195,229.7059626117689,12.36053035212012,REX,1.4906213,3.4895887,6.985787,0.7059259,LS_DR10,21.143064395243037,0.7059259,0.005316039436671086,4.328913150257861e-236
2269,229.7089549513506,12.36140322863695,REX,0.023627069,0.18873057,0.78774387,0.26287737,LS_DR10,24.310394371116292,0.26287737,0.00034188630435771656,0.0
2347,229.7130532346241,12.36092519645034,REX,0.14091417,0.23977815,0.6906504,0.43698925,LS_DR10,24.050475987275355,0.43698925,0.000419340607695481,0.0
2031,229.6982356248394,12.3657458437339,REX,0.14945747,0.3101726,0.84143364,0.21048771,LS_DR10,23.770991423739826,0.21048771,0.0005244652273432895,0.0
2168,229.7048225520386,12.37159290218048,REX,0.07651088,0.66311884,2.944742,0.25650892,LS_DR10,22.94602158271656,0.25650892,0.0010408267265077213,1.576216483174716e-21
2209,229.7067365700091,12.36282299632926,REX,0.29084995,0.7530722,0.7129304,0.54077536,LS_DR10,22.807908460698677,0.54077536,0.0011716958561376926,3.291638528334798e-289
2198,229.7060590228132,12.36666869278277,REX,0.81512594,1.7259127,3.111376,0.8578402,LS_DR10,21.90745293879874,0.8578402,0.0026035277921699226,8.786379778296586e-10
2289,229.709856698889,12.36435778734541,REX,0.09840005,0.2456592,1.6395799,0.344828,LS_DR10,24.024167416962364,0.344828,0.0004281862431021084,0.0
2239,229.7078788543001,12.37176663664044,REX,0.5368242,0.46179873,0.8070184,0.42871857,LS_DR10,23.33886816444333,0.42871857,0.0007474702718205797,1.4392617542191123e-09
1883,229.6917540689885,12.37091052951777,REX,0.12454735,0.25291634,0.20177844,0.21273881,LS_DR10,23.99255777892651,0.21273881,0.0004390833278397581,0.0
2012,229.6972198968624,12.37449705399886,REX,0.033860534,0.29433358,0.97255814,0.32552654,LS_DR10,23.827900467952116,0.32552654,0.0005009382672345614,4.862829894722276e-227
1913,229.6929512193311,12.3794955765082,REX,0.1819741,0.28828225,0.6989821,0.45458046,LS_DR10,23.850455242489144,0.45458046,0.0004919327229872721,0.0
1877,229.6913661896986,12.38016263009462,REX,0.21821553,0.4240975,1.728144,1.1340411,LS_DR10,23.431335719106592,1.1340411,0.0006922937475571436,2.7178133289530404e-12
1909,229.6928190932685,12.38281025154655,REX,-0.0023252238,0.10935137,1.139469,0.2015468,LS_DR10,24.902939428920384,0.2015468,0.0002175976126150158,0.0
1981,229.6958818385118,12.38482994263331,REX,0.17872554,0.39436504,0.9204407,0.57873136,LS_DR10,23.51025397930705,0.57873136,0.000648677956993039,8.20891919049521e-224
1841,229.6902753998408,12.38558995841846,REX,0.20229506,0.23852924,0.41048095,0.69449097,LS_DR10,24.056145938915197,0.69449097,0.0004174603538667165,0.0
