objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog,mag,ang_size,prior_O,posterior_O
5364,326.6878059713847,-39.50032210591814,DEV,1.4956053,6.976035,20.468708,0.7575501,LS_DR10,20.39097837284471,0.7575501,0.05010169872597441,6.184214573151574e-208
5277,326.683103290934,-39.49043752591946,REX,0.15065229,0.08591039,1.0742626,0.3172424,LS_DR10,25.16488577357684,0.3172424,0.0008100407555096581,0.0
5206,326.6793106761531,-39.48200441850753,REX,0.4171402,0.93861413,2.3555064,0.40304488,LS_DR10,22.56878228039394,0.40304488,0.006515473123838086,0.0
5282,326.6837075950376,-39.48220929066022,EXP,0.81693107,1.3291373,3.1096065,0.8020541,LS_DR10,22.191075385204424,0.8020541,0.009102972406951359,2.218540280904021e-08
5244,326.6810549686681,-39.47019486786446,REX,0.0,0.9542056,0.0,0.4265138,LS_DR10,22.550895097502988,0.4265138,0.0066182840419192705,0.0
5385,326.6889375268437,-39.49635787608418,REX,0.255474,0.39508516,0.5114994,0.45908827,LS_DR10,23.508273206935023,0.45908827,0.0029357335413885723,6.7841632351e-312
5485,326.6950507913599,-39.49589753018683,REX,0.18900678,0.3328143,0.4626913,0.2919121,LS_DR10,23.69449505422801,0.2919121,0.0025212235903795807,0.0
5350,326.6870379601365,-39.48901395017604,REX,0.5322215,0.8224028,1.1904329,1.8864,LS_DR10,22.71228854930561,1.8864,0.005750121000030941,0.0031895568212327217
5501,326.6956142367656,-39.49113615595399,SER,5.1964045,19.296957,42.337578,0.87845653,LS_DR10,19.286277927260794,0.87845653,0.15661973302512577,0.001713702947971573
5400,326.690144803719,-39.48468212454254,REX,0.7136524,2.5939488,7.6359024,0.3323443,LS_DR10,21.46509650094685,0.3323443,0.017708739551983505,4.1240109161325454e-08
5537,326.6973667955485,-39.49136710381057,REX,0.28750297,0.57529485,1.2515372,0.27779067,LS_DR10,23.10027378432871,0.27779067,0.004125315160074563,1.2513257745948598e-63
5590,326.7007111188831,-39.49203643619884,REX,0.13221093,0.4041377,0.4331665,0.742481,LS_DR10,23.483676586227762,0.742481,0.002995780817102963,5.219403227297783e-08
5517,326.6964767249292,-39.4890508395057,DEV,2.4727044,8.399416,15.829486,0.43143788,LS_DR10,20.189377271986494,0.43143788,0.0613570215403751,2.052753734385807e-05
5575,326.6998775623882,-39.49100608387988,DEV,0.448339,1.3312186,2.41113,0.2850872,LS_DR10,22.189376557446835,0.2850872,0.009116840446779968,1.6282968273967994e-70
5539,326.6975153979254,-39.48832803606724,REX,0.19772197,0.67149997,1.2098478,0.31024507,LS_DR10,22.93238500599462,0.31024507,0.004757912329354425,6.195272594984302e-08
5332,326.6862498194547,-39.47968416641519,REX,0.16056164,0.3550363,0.0,0.22616023,LS_DR10,23.624318102688036,0.22616023,0.00266947270459187,1.215378925e-315
5388,326.6892053024129,-39.48229042882664,REX,0.23961364,0.27574867,1.1718221,0.5448134,LS_DR10,23.89871643396516,0.5448134,0.002138299369678807,2.474510573771763e-07
5423,326.6918627952595,-39.48449410021129,REX,0.1039671,0.33538473,0.4151125,0.30863076,LS_DR10,23.686141786552813,0.30863076,0.0025383929643402223,2.4926164909945755e-06
5351,326.6870407654312,-39.47733295050492,REX,0.12741944,0.4688086,0.0,0.35815832,LS_DR10,23.3225110751419,0.35815832,0.003423627734860198,1.4522811440171473e-199
5361,326.6875774757577,-39.47665247047977,SER,16.778177,23.48644,0.0,0.7141288,LS_DR10,19.072957018031,0.7141288,0.19680638122441227,9.467283075312742e-09
5447,326.6932244841265,-39.48118589031836,EXP,0.14029793,0.47537315,11.688636,0.4780288,LS_DR10,23.307413379280142,0.4780288,0.003466966380886004,1.5912493450836788e-05
5443,326.6930532311868,-39.47995784406697,REX,0.1687012,0.2875118,0.0,0.29138032,LS_DR10,23.85336081596003,0.29138032,0.0022175409693103517,5.187996051892052e-14
5616,326.7019264349754,-39.48741333292229,EXP,5.4078436,8.843681,11.495296,1.389847,LS_DR10,20.133417328066397,1.389847,0.06493476577960992,0.12739245829176457
5613,326.7017449208024,-39.48625338527935,EXP,1.7347925,5.5599647,12.176146,1.3160143,LS_DR10,20.63731991431998,1.3160143,0.03923781688490695,0.13277883179825994
5601,326.7012904809134,-39.48564151420958,REX,0.7013292,1.2450066,3.1050098,0.5533709,LS_DR10,22.262070865725867,0.5533709,0.008543137441607144,0.00010395502543880837
5682,326.705521554934,-39.48669983780144,REX,0.23123585,0.5856386,0.7111826,0.22589275,LS_DR10,23.080925765604476,0.22589275,0.004193366193734245,1.4223546739398138e-190
5581,326.7000942057165,-39.48183084897843,REX,0.68770653,1.8847103,5.0961695,0.6886342,LS_DR10,21.811888490012144,0.6886342,0.012838373188767974,0.001281488800183837
5556,326.6986633341389,-39.48018454177599,REX,0.37102148,0.3876711,0.0,0.39373517,LS_DR10,23.528841433633275,0.39373517,0.002886519740232322,9.441236471535085e-09
5576,326.699915105345,-39.48133085348694,EXP,1.2469671,2.3073735,0.0,0.7429393,LS_DR10,21.592205248786446,0.7429393,0.015727004710150216,0.001684884660423351
5593,326.7009284884955,-39.48344457789611,DEV,0.8770912,4.132313,13.301782,0.6432467,LS_DR10,20.959516976215642,0.6432467,0.028653590681526758,0.0029199644923549807
5610,326.7015706340877,-39.48275201450024,REX,0.1839071,0.3399032,0.29068163,0.32564723,LS_DR10,23.67161186689039,0.32564723,0.002568560399166218,3.1098774308960126e-10
5444,326.6930730972603,-39.47730241776958,REX,0.019579662,0.5858149,0.0,0.21952969,LS_DR10,23.08059896595883,0.21952969,0.004194525955009008,7.801370379709635e-199
5505,326.6957582447263,-39.47442642866354,REX,-0.026508398,0.4102812,0.0,0.6700536,LS_DR10,23.467295957298294,0.6700536,0.003036506585788669,2.933555108265109e-11
5428,326.6922572948239,-39.47262501838368,REX,0.47525123,1.0220088,0.0,0.18212026,LS_DR10,22.47636341173862,0.18212026,0.007065795573615142,0.0
5619,326.702109923535,-39.47770263889505,REX,0.063574456,0.27597463,0.0,0.3915204,LS_DR10,23.897827100610762,0.3915204,0.0021398232677841064,8.741395997109279e-59
5658,326.7042746683837,-39.47789397246485,REX,0.2018834,0.25615755,0.0,0.23645815,LS_DR10,23.978732097956154,0.23645815,0.002005894807039833,0.0
5618,326.7020495367166,-39.47575552438876,EXP,1.5716422,2.9668229,0.0,1.0456045,LS_DR10,21.319270943652047,1.0456045,0.02031483644628742,1.984033149603788e-06
5737,326.7079625234162,-39.48768097376326,EXP,1.1327143,2.5584195,2.9939938,1.366981,LS_DR10,21.48007060859775,1.366981,0.01746203764716903,9.617702638676122e-05
5795,326.711196833525,-39.49019098034314,REX,-0.018598154,0.6475725,2.220644,0.6688271,LS_DR10,22.971779006003572,0.6688271,0.0046006256141293365,8.974444017996374e-55
5736,326.7078671865995,-39.48395959839576,EXP,0.35911828,0.9324278,1.4665633,0.44323254,LS_DR10,22.57596196656105,0.44323254,0.006474689416282266,3.371955276207234e-55
5806,326.7117717097035,-39.48685792031383,REX,0.92644376,1.9803901,3.076187,0.32228464,LS_DR10,21.75812313344949,0.32228464,0.013488700344423205,0.0
5690,326.7060157532101,-39.47984364784371,REX,-0.020865342,0.28324157,0.0,0.2271993,LS_DR10,23.869607517491634,0.2271993,0.0021887956990818626,0.0
5716,326.7070646428489,-39.47632167767736,REX,0.14711542,0.395305,0.0,0.40786517,LS_DR10,23.507669231163337,0.40786517,0.002937192328036746,0.0
5355,326.6873216724697,-39.46908552969038,REX,0.1294721,0.29306403,0.0,0.36277586,LS_DR10,23.832593706472597,0.36277586,0.0022548820498696468,0.0
5363,326.6877306741234,-39.46863448395625,REX,-0.00632649,0.33064842,0.0,0.4146624,LS_DR10,23.701583870566648,0.4146624,0.0025067518483804043,0.0
5407,326.6904087697333,-39.47021801715513,REX,0.6829237,1.233516,0.0,0.3944078,LS_DR10,22.272138032203664,0.3944078,0.008466785478384394,0.0
5545,326.6978172950134,-39.47126479825951,EXP,0.8536844,1.7655116,0.0,0.9534175,LS_DR10,21.882823561579823,0.9534175,0.012031116045438156,4.4759389736848996e-10
5626,326.7023533558403,-39.47415754381241,REX,0.68889964,1.2230626,0.0,0.5997436,LS_DR10,22.28137828476251,0.5997436,0.00839734804239217,4.372931883160116e-46
5653,326.7039864627108,-39.47319922012057,REX,1.0394038,2.191921,0.0,0.39036858,LS_DR10,21.647937756265637,0.39036858,0.014933901325934277,0.0
5630,326.7026686202918,-39.47193157824368,EXP,0.46735737,0.969585,0.0,0.8489167,LS_DR10,22.533535279735982,0.8489167,0.006719730213072598,7.315876125933086e-12
5783,326.7105789170463,-39.47560518274818,REX,0.9499026,1.811462,0.0,0.87754226,LS_DR10,21.85492692989946,0.87754226,0.01234192539865974,5.1306404168066176e-12
5812,326.711974974532,-39.47214175905611,REX,0.25186834,0.70135343,0.0,0.31491017,LS_DR10,22.885157686831622,0.31491017,0.004954143171552627,0.0
5798,326.7112455281244,-39.47102121030532,REX,0.06899298,0.72189534,0.0,0.27710924,LS_DR10,22.853814404120264,0.27710924,0.00508917251963736,0.0
5724,326.7074319666319,-39.46860182099837,REX,-0.024248602,0.33175015,0.0,0.65661687,LS_DR10,23.6979721802458,0.65661687,0.002514113797462399,0.0
