objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog,mag,ang_size,prior_O,posterior_O
360,136.3176740936802,-16.17673942683738,EXP,1.1250249,2.3824947,3.523002,0.9310609,LS_DR10,21.557420142005636,0.9310609,0.004416174300409311,2.8538821332327542e-18
596,136.3296664873695,-16.18153211603375,REX,0.09602698,0.32615465,0.69537014,0.36213088,LS_DR10,23.716441063358523,0.36213088,0.0006733028889509491,0.0
426,136.321321184627,-16.17532023773188,REX,0.21917759,0.4022294,1.110493,0.69856405,LS_DR10,23.48881547214578,0.69856405,0.0008109733859634498,2.861004460008395e-23
452,136.3224280551538,-16.17532407192995,REX,0.155105,0.3488061,0.6878714,0.42516318,LS_DR10,23.64353982158223,0.42516318,0.0007144174334149137,1.2222407271795715e-215
348,136.3172158559236,-16.16952951505435,EXP,1.6681608,3.0532908,4.6305304,1.0435276,LS_DR10,21.288079577182444,1.0435276,0.005688144651678625,1.1042384011549673e-10
375,136.318400615926,-16.16796786255638,REX,0.11717782,0.88330746,4.345328,0.30796748,LS_DR10,22.634720254250897,0.30796748,0.0016721808959317152,4.631871943711451e-291
398,136.320018210504,-16.17144449095387,DEV,0.6298779,1.1878533,3.7486243,2.1931255,LS_DR10,22.313092978636412,2.1931255,0.0022193099092138358,8.408870477105397e-06
414,136.320617009333,-16.1710429142925,REX,0.05271044,0.38145757,0.93160933,0.8573662,LS_DR10,23.546384405345258,0.8573662,0.0007734910271384049,3.8083693784505207e-11
600,136.3299136530159,-16.17779663767063,REX,0.11562764,0.2742474,1.4212779,0.49112797,LS_DR10,23.904643702646624,0.49112797,0.000578551255465776,5.333437094094796e-83
515,136.3257863871241,-16.1719602910285,REX,0.027001262,0.08093558,1.0053362,0.17147818,LS_DR10,25.229651291744762,0.17147818,0.00021003310871537965,8.03824417823709e-182
675,136.332830996972,-16.17842420578516,EXP,1.559052,3.4616199,5.0260983,0.8930489,LS_DR10,21.15180155287543,0.8930489,0.006475559995681949,6.669138365708715e-11
