ra,dec,objid,gmag,mag,imag,zmag,gKmag,rKmag,source_catalog,ang_size,prior_O,posterior_O
78.6686202,27.05829033,140470786686630553,24.072,22.2731,20.5678,19.5576,,21.4193,PS1,0.5,0.10507192464916017,0.0
78.65766595,27.04970343,140460786577110217,,21.8487,20.7382,20.0752,,21.7189,PS1,0.5,0.15416956222188133,3.606054090729964e-27
78.6668926,27.06292889,140470786668736103,,22.289,21.2796,20.943,,21.0758,PS1,0.5,0.10359393447479186,0.0
78.64219731,27.06205388,140470786422535068,,22.2207,21.3178,,,22.0441,PS1,0.5,0.1101047951320943,2.440711997337987e-11
78.64215964,27.07178616,140480786421386687,,21.6958,21.1187,20.3099,,21.3317,PS1,0.5,0.1774499923561694,1.0821960069167913e-206
78.65839051,27.06858184,140480786584012874,,21.3307,,20.2677,,21.2636,PS1,0.5,0.24960979116590293,2.113988574358081e-151
