objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog,mag,ang_size,prior_O,posterior_O
7679,327.7490477689912,-2.401110829148451,REX,0.68119574,1.1148454,1.703905,0.29512173,LS_DR10,22.381963384414224,0.29512173,0.02212791717131987,0.0
70,327.7500766038864,-2.401556734220013,REX,1.0787654,2.2849665,3.7465053,0.46364272,LS_DR10,21.602800406897575,0.46364272,0.04487062212595318,0.0
120,327.7518400753974,-2.400282580765822,REX,0.34622133,0.69394815,1.4319032,0.30021277,LS_DR10,22.896682444216303,0.30021277,0.014134309790948683,0.0
7343,327.7370780370231,-2.397393932759425,REX,0.199337,0.37349668,0.46399394,0.43169996,LS_DR10,23.569283135652835,0.43169996,0.008045667922750183,0.0
7316,327.7362077490111,-2.396348448955811,REX,0.13590308,0.26319277,0.6448795,0.40138528,LS_DR10,23.94931511279938,0.40138528,0.005916849473327268,0.0
7504,327.7431046329945,-2.399044427800818,DEV,0.4469737,2.773846,9.534611,0.6550792,LS_DR10,21.39229413501945,0.6550792,0.054636572371285407,4.0382297198620643e-227
7503,327.7429597456657,-2.397527287279053,REX,0.4566844,0.5479386,0.7890643,0.4566217,LS_DR10,23.153170260610075,0.4566217,0.011367657485809075,0.0
7412,327.7395997346333,-2.39684928857439,REX,0.22882992,0.38424984,0.65288204,0.38913748,LS_DR10,23.53846576166639,0.38913748,0.008251572355956988,0.0
7439,327.7406239037053,-2.396699351641615,REX,0.2472111,0.5045231,0.9410046,0.5221505,LS_DR10,23.242797361115436,0.5221505,0.010543555510382385,0.0
7278,327.7352400251128,-2.392866314618791,REX,0.16650094,0.2409481,0.58366674,0.3862329,LS_DR10,24.04519123496295,0.3862329,0.005482276326530649,0.0
7314,327.7361307807539,-2.391732572612817,REX,0.19432382,0.24593979,0.2040445,0.28296188,LS_DR10,24.02292800532413,0.28296188,0.005580003002383279,0.0
7300,327.7357688408754,-2.390278710654689,EXP,0.35666335,0.5039179,0.30214944,1.7459548,LS_DR10,23.244100536273933,1.7459548,0.01053205924287423,1.2977281327252917e-06
7456,327.7409773553651,-2.392399896627181,REX,0.14401454,0.14806378,0.21567918,0.28913698,LS_DR10,24.57387791868627,0.28913698,0.003632305246884846,0.0
7519,327.7434812352045,-2.392213403273634,EXP,0.9674867,2.1442091,3.688799,1.1251111,LS_DR10,21.671832162947062,1.1251111,0.04208780286690018,2.5981270444541233e-05
7502,327.7429231331479,-2.391105559016592,REX,0.27980325,0.31193325,0.49490738,0.4165354,LS_DR10,23.764845824714413,0.4165354,0.006861957874012661,5.170612381859205e-99
