objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog,mag,ang_size,prior_O,posterior_O
8964,8.766852017707272,-28.28668399146131,REX,0.2459231,0.5874801,1.1508862,0.2068427,LS_DR10,23.07751709968977,0.2068427,0.00011948408714561653,0.0
8894,8.764919772846596,-28.28141510891498,REX,0.16367586,0.1595371,0.13538785,0.25886083,LS_DR10,24.49284576660022,0.25886083,3.811152575504562e-05,0.0
9054,8.768771299387875,-28.27854298906611,EXP,0.37094533,0.7895704,1.1885635,0.65972286,LS_DR10,22.75652285296618,0.65972286,0.000157233332262037,2.4409223206714043e-36
8929,8.76590076563357,-28.27724402471809,REX,0.1756699,0.18216388,0.18595205,0.9571573,LS_DR10,24.348844330095094,0.9571573,4.2596363840692977e-05,3.2229775954980624e-14
8977,8.767132746140078,-28.27578166740085,REX,0.15388502,0.13730432,0.31033516,0.30441055,LS_DR10,24.655789495898517,0.30441055,3.3649059561885266e-05,0.0
9058,8.768944654350769,-28.27591547946645,REX,0.22327957,0.5883329,0.6720559,1.3638345,LS_DR10,23.075942162182237,1.3638345,0.00011964347019892495,4.884293798300601e-09
9138,8.771213698712124,-28.27570489010908,REX,0.22503941,0.5302949,0.7335362,0.46389243,LS_DR10,23.188706373993657,0.46389243,0.00010879008009164983,1.9882322358198835e-31
8897,8.765016296198207,-28.2739417257013,REX,0.22737382,0.25119025,0.27067184,0.27341822,LS_DR10,23.999993054588064,0.27341822,5.603405233921088e-05,0.0
8888,8.76460641472485,-28.2729272180633,REX,0.053552482,0.10554993,0.034948204,0.2683045,LS_DR10,24.941355125943485,0.2683045,2.7145063230545008e-05,0.0
9072,8.769506514828263,-28.27316627535548,REX,0.23447068,0.44011015,0.9421959,0.4881045,LS_DR10,23.391096538612175,0.4881045,9.188241023605388e-05,1.8181450911274407e-28
8875,8.764327139611977,-28.26899181404871,REX,0.10520998,0.21320577,0.45520824,0.31507322,LS_DR10,24.17800261537478,0.31507322,4.867758177829965e-05,0.0
