objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
658,17.58784832715551,-70.826946375121,PSF,0.63389856,2.6596403,15.551916,0.0,LS_DR10
667,17.59088240153233,-70.8258744864697,PSF,3.429567,13.24937,52.593704,0.0,LS_DR10
688,17.60009913069125,-70.82557790635468,PSF,4.383567,7.3529634,9.422343,0.0,LS_DR10
694,17.60298866627464,-70.82103632251808,PSF,146.90535,468.41437,882.4687,0.0,LS_DR10
638,17.57743353686242,-70.82027088265416,PSF,3.5606463,6.007416,7.614172,0.0,LS_DR10
633,17.57595319137072,-70.81855680391872,PSF,21.593538,42.36989,61.512566,0.0,LS_DR10
657,17.58693867024816,-70.81766463176415,PSF,12.666753,20.862698,26.728008,0.0,LS_DR10
703,17.60620248092613,-70.81269824406851,PSF,7.733626,13.64817,18.338947,0.0,LS_DR10
639,17.57805366976759,-70.8059376364312,PSF,21.095207,35.081036,44.570488,0.0,LS_DR10
668,17.59141518287388,-70.80208815208341,PSF,3.9806137,4.22876,3.8403876,0.0,LS_DR10
676,17.59645636593398,-70.79674532205094,PSF,13.726256,20.484327,24.682451,0.0,LS_DR10
693,17.60257508609373,-70.79627351778818,PSF,13.807162,21.965178,27.407557,0.0,LS_DR10
666,17.59057767639207,-70.79538248309532,PSF,15.831445,25.435892,32.045692,0.0,LS_DR10
685,17.59902233132477,-70.79487603101731,PSF,2.8225818,4.5443892,5.6160645,0.0,LS_DR10
