objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
1060,327.3337429407534,-52.98322678773145,PSF,0.050229613,0.051453758,-0.057144783,0.0,LS_DR10
1261,327.3394357515213,-52.98608853009126,REX,0.02116719,0.058559213,0.10651664,0.22621383,LS_DR10
1283,327.3399979906474,-52.9852652342426,EXP,0.34990183,0.5419214,0.82929164,0.79032356,LS_DR10
1595,327.3498877074634,-52.98759237016573,DEV,0.3935792,0.40804046,0.4144791,4.985046,LS_DR10
1043,327.3331623762222,-52.96390280950151,PSF,0.030200725,0.03460668,-0.029997585,0.0,LS_DR10
1087,327.3344273919248,-52.96475734029416,PSF,0.11848547,0.11927369,-0.0011362312,0.0,LS_DR10
1017,327.332384448089,-52.96151069351875,PSF,0.023841547,0.046841133,-0.0014071176,0.0,LS_DR10
1037,327.3329752233395,-52.96296392162589,PSF,0.061933238,0.07043083,0.1666301,0.0,LS_DR10
1108,327.3351910078765,-52.96245125647403,PSF,0.055146676,0.12017374,0.08925812,0.0,LS_DR10
1098,327.3347310848259,-52.95974229100567,PSF,0.047463648,0.04541056,-0.06451455,0.0,LS_DR10
1128,327.3355545045932,-52.9604694842303,REX,0.06408691,0.10816285,0.2844292,0.31659558,LS_DR10
1236,327.338840670049,-52.96183832531281,PSF,0.022784486,0.060357444,0.18846615,0.0,LS_DR10
1116,327.3354059993495,-52.95852560761926,REX,0.02171232,0.06474906,0.59301096,0.41713074,LS_DR10
1140,327.3358433835597,-52.95705400959545,REX,0.010755535,0.15954387,-0.046286087,0.4245296,LS_DR10
1169,327.3366080343214,-52.95735321947272,REX,0.028567351,0.08588249,0.06381908,0.21434017,LS_DR10
1406,327.3443634758142,-52.95683247267013,DEV,0.28174174,0.38031477,0.4079214,0.21613085,LS_DR10
1397,327.3440591325936,-52.95649105014792,PSF,0.006858486,0.04394494,0.13556556,0.0,LS_DR10
1411,327.3446232890624,-52.95606389260779,PSF,0.028433135,0.09769304,0.15802816,0.0,LS_DR10
1473,327.3462203974014,-52.95498547639478,REX,0.18747273,0.28932065,0.59926564,0.23084657,LS_DR10
1168,327.336557998798,-52.98005188771299,REX,0.13034712,0.32722265,1.2696807,0.17560121,LS_DR10
1112,327.3353457131656,-52.978063767192,PSF,0.040856924,0.04353422,0.048532013,0.0,LS_DR10
1033,327.3328978622245,-52.97372096955606,REX,0.057596136,0.18028203,0.08821768,0.39694926,LS_DR10
1126,327.3355446760673,-52.97675160615629,REX,0.11514474,0.14124121,0.03934525,0.46457425,LS_DR10
1146,327.3359573842949,-52.9744502513584,REX,0.10346298,0.058254395,0.34594333,0.49471515,LS_DR10
1237,327.3388630131128,-52.97575825707773,PSF,-0.0038819676,0.010562008,1.6655521,0.0,LS_DR10
1296,327.3406398108839,-52.97563180499541,REX,0.09704929,0.11102636,0.2082969,0.7022485,LS_DR10
1070,327.334010872382,-52.98261165522136,REX,0.18737611,0.20483105,0.2396205,0.8493929,LS_DR10
1118,327.3354265800322,-52.98281107981527,PSF,0.0070530237,0.06484129,0.029544428,0.0,LS_DR10
1290,327.3403859622447,-52.98382594500906,PSF,0.09602633,0.10408542,0.15789591,0.0,LS_DR10
1300,327.3406962940617,-52.98206045651856,PSF,0.09305748,0.10904156,0.1824908,0.0,LS_DR10
1338,327.3417142154635,-52.98244162303195,DEV,0.36566135,0.48633856,1.3688403,2.5349586,LS_DR10
1343,327.341910601327,-52.98295457474399,PSF,0.07439539,0.09866303,0.0357802,0.0,LS_DR10
1202,327.3376881892131,-52.98080522785054,REX,0.15684055,0.1410088,0.06808784,0.25233203,LS_DR10
1316,327.3411050136432,-52.98117060580273,PSF,0.06291425,0.13397218,0.07543941,0.0,LS_DR10
1484,327.3464906067433,-52.98476424284454,REX,0.21060424,0.28989476,0.452062,0.23326574,LS_DR10
1522,327.3475532477325,-52.98420403291688,REX,0.060482193,0.08957777,-0.10869499,0.5933231,LS_DR10
1587,327.3496568164031,-52.98625146490715,PSF,0.017144818,0.040009696,0.12654035,0.0,LS_DR10
1619,327.3507848567265,-52.98628245864145,EXP,0.71597683,1.5834061,2.3775961,1.5407338,LS_DR10
1636,327.3511820282023,-52.98546512780911,REX,0.08276082,0.18616468,0.25044277,0.45952702,LS_DR10
1496,327.3466753112931,-52.98183963020643,PSF,0.04053234,0.21154773,1.6208364,0.0,LS_DR10
1688,327.352749810401,-52.98314652660657,PSF,0.03942468,0.056554228,0.081598796,0.0,LS_DR10
1301,327.3407384317421,-52.97853956731739,REX,0.86894476,1.8380643,2.8738806,0.526798,LS_DR10
