objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
5639,294.696588691946,-60.30510822797722,PSF,6.7189827,13.118259,18.227234,0.0,LS_DR10
5589,294.6926802823394,-60.30825741511681,PSF,391.76486,707.13824,917.17487,0.0,LS_DR10
5587,294.6925762148168,-60.31122315571044,REX,0.21806157,0.23506603,0.19929066,0.34525746,LS_DR10
5663,294.698182914613,-60.30816967149592,REX,0.18324171,0.14296344,0.31543034,0.3048971,LS_DR10
5667,294.6984792250917,-60.3130878026891,PSF,0.12558961,0.27879554,0.37705058,0.0,LS_DR10
5741,294.7031522496933,-60.31261623046948,PSF,0.15414923,0.7102421,2.2724016,0.0,LS_DR10
5685,294.6999642195477,-60.28013931427974,PSF,15.677981,38.365807,60.716312,0.0,LS_DR10
5823,294.7088092633775,-60.28103683388479,PSF,0.050147116,0.3578109,0.85086876,0.0,LS_DR10
5878,294.7125040972109,-60.28048356078363,PSF,0.01851243,0.07869622,0.69101036,0.0,LS_DR10
5660,294.6978340483897,-60.29505036622941,REX,0.6246331,3.2394753,7.7823353,0.30570197,LS_DR10
5642,294.6967723311002,-60.28486904761314,PSF,-0.020895233,0.17206283,1.3431315,0.0,LS_DR10
5720,294.7020582785115,-60.28672115861383,PSF,10.101571,26.951395,45.016777,0.0,LS_DR10
5761,294.7044700364297,-60.28767835893826,REX,2.1825259,8.546679,19.993486,0.56595856,LS_DR10
5684,294.6998546810151,-60.28920711298286,PSF,544.8128,1403.5394,2213.6252,0.0,LS_DR10
5708,294.7013691622685,-60.29267291753681,REX,1.1011597,3.755294,8.821982,0.569571,LS_DR10
5726,294.7023597625685,-60.29348528605775,PSF,0.039757118,0.13121772,0.83027637,0.0,LS_DR10
5715,294.7018319735506,-60.29397254099274,SER,3.1079223,4.7894177,5.2223206,0.99989194,LS_DR10
5750,294.703824599194,-60.29165290064327,PSF,15.136634,28.915693,39.150776,0.0,LS_DR10
5815,294.708049027099,-60.29025302018086,REX,0.34628478,0.45616308,0.9625478,0.497809,LS_DR10
5858,294.7108040517445,-60.29275676471546,REX,0.5748358,2.310106,4.376614,0.8572299,LS_DR10
5621,294.6953948384611,-60.29829255502551,REX,0.21849225,0.23730654,0.45121133,0.52811843,LS_DR10
5608,294.6942079175703,-60.30054719509518,PSF,2.7497308,10.170517,39.752922,0.0,LS_DR10
5657,294.6977929687787,-60.29676426408714,PSF,11.431268,17.894297,21.008253,0.0,LS_DR10
5648,294.6970501574499,-60.2972841453702,REX,1.0842808,5.212981,12.014813,0.4189225,LS_DR10
5683,294.6997263170201,-60.29649261360528,PSF,1.7792001,4.7375193,8.012953,0.0,LS_DR10
5641,294.6966290785523,-60.30343356869349,PSF,-0.009005121,0.27271354,1.7839441,0.0,LS_DR10
5746,294.7035419448313,-60.30028302486226,REX,0.13984719,0.2845501,1.2150939,0.3325028,LS_DR10
5783,294.705758605932,-60.30120542458823,PSF,0.0061982097,0.4368365,2.1519427,0.0,LS_DR10
5809,294.7076136431618,-60.296269542674,PSF,2.113742,5.195142,8.895282,0.0,LS_DR10
5863,294.7111304101542,-60.29839411579719,PSF,0.2121354,0.38366348,3.077448,0.0,LS_DR10
5867,294.711475563673,-60.29347073759303,REX,0.62579405,3.7081063,9.656783,0.39701942,LS_DR10
5829,294.7092525743987,-60.29988904115213,REX,0.33318335,0.35689217,0.5322786,0.5595359,LS_DR10
5868,294.7115137679801,-60.30005854150846,PSF,30.766953,44.399265,51.50073,0.0,LS_DR10
5935,294.7164393198843,-60.30000875594954,PSF,0.10622606,0.39567402,0.6508659,0.0,LS_DR10
5929,294.7160073531237,-60.30153613227306,PSF,0.63272434,3.2131062,19.295553,0.0,LS_DR10
5766,294.7046684245355,-60.28270314905502,EXP,1.0551373,3.648847,8.486518,0.7483829,LS_DR10
5790,294.706406471685,-60.28681894819294,REX,0.049599875,0.41219723,1.1885691,0.5596241,LS_DR10
5810,294.7076861021324,-60.28648154210885,REX,0.026511744,0.346766,0.66136116,0.078971915,LS_DR10
5841,294.7099013065115,-60.28812767340612,PSF,-0.037437484,0.4986296,1.7729115,0.0,LS_DR10
5850,294.7103894530127,-60.28940769475785,PSF,0.3572975,0.3208271,0.4336226,0.0,LS_DR10
5901,294.7142728749881,-60.29010067319021,PSF,0.63415533,1.1238947,1.5281138,0.0,LS_DR10
5912,294.7151829773673,-60.28641244889641,REX,0.16319221,0.6793022,1.1974136,0.8282272,LS_DR10
5955,294.7183598954612,-60.29002034442912,REX,-0.10375263,0.21459562,1.2231519,0.24009399,LS_DR10
5991,294.7211679651377,-60.28477437653679,PSF,0.17626761,0.80425876,4.6267753,0.0,LS_DR10
6043,294.7250143962666,-60.28288112589986,PSF,124.01269,177.22598,209.51286,0.0,LS_DR10
6040,294.7248452733778,-60.2889563509903,PSF,17.918608,27.796518,32.836544,0.0,LS_DR10
5999,294.7218958285105,-60.29097707618272,PSF,0.4450904,1.60256,3.9383729,0.0,LS_DR10
6036,294.724626300044,-60.29520239608431,DEV,0.46953154,0.92370963,1.4558352,0.4253108,LS_DR10
5970,294.7198746116687,-60.29681905373828,PSF,0.9614059,1.7377789,2.1895554,0.0,LS_DR10
6044,294.7251426855939,-60.29909932330614,EXP,0.7369612,1.2526206,3.1155019,1.5189857,LS_DR10
6039,294.7248109299599,-60.30107585788103,PSF,-0.029783307,0.17056102,0.11576963,0.0,LS_DR10
