objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
8891,8.764848652497141,-28.28710912966843,PSF,0.11240373,0.11252606,0.12733096,0.0,LS_DR10
8964,8.766852017707272,-28.28668399146131,REX,0.2459231,0.5874801,1.1508862,0.2068427,LS_DR10
9016,8.767804132605999,-28.28395446836701,PSF,0.099708326,0.13753404,0.46407172,0.0,LS_DR10
8829,8.76309912710772,-28.28269161811281,PSF,0.07707851,0.12807006,-0.00081488065,0.0,LS_DR10
9017,8.767833415065533,-28.2826653769292,PSF,0.12784775,0.1810387,0.34577775,0.0,LS_DR10
8894,8.764919772846596,-28.28141510891498,REX,0.16367586,0.1595371,0.13538785,0.25886083,LS_DR10
9074,8.769548497695604,-28.28134797207997,PSF,0.08144863,0.1022061,0.0013338691,0.0,LS_DR10
8997,8.76755426343864,-28.27823749339972,PSF,0.12094235,0.1156924,0.21765319,0.0,LS_DR10
9054,8.768771299387875,-28.27854298906611,EXP,0.37094533,0.7895704,1.1885635,0.65972286,LS_DR10
9127,8.77103618452238,-28.27864603166092,PSF,0.061652113,0.07153105,-0.15123075,0.0,LS_DR10
8850,8.76356391880465,-28.27817157349683,PSF,0.045019943,0.09989536,0.2711135,0.0,LS_DR10
8929,8.76590076563357,-28.27724402471809,REX,0.1756699,0.18216388,0.18595205,0.9571573,LS_DR10
8977,8.767132746140078,-28.27578166740085,REX,0.15388502,0.13730432,0.31033516,0.30441055,LS_DR10
9058,8.768944654350769,-28.27591547946645,REX,0.22327957,0.5883329,0.6720559,1.3638345,LS_DR10
9138,8.771213698712124,-28.27570489010908,REX,0.22503941,0.5302949,0.7335362,0.46389243,LS_DR10
8897,8.765016296198207,-28.2739417257013,REX,0.22737382,0.25119025,0.27067184,0.27341822,LS_DR10
8888,8.76460641472485,-28.2729272180633,REX,0.053552482,0.10554993,0.034948204,0.2683045,LS_DR10
9072,8.769506514828263,-28.27316627535548,REX,0.23447068,0.44011015,0.9421959,0.4881045,LS_DR10
8875,8.764327139611977,-28.26899181404871,REX,0.10520998,0.21320577,0.45520824,0.31507322,LS_DR10
8930,8.76596700016681,-28.27033439267769,PSF,0.034684334,0.09309646,0.1676983,0.0,LS_DR10
8947,8.766294038159655,-28.26838999988467,PSF,176.62395,224.46516,248.24887,0.0,LS_DR10
8988,8.767334761468245,-28.26819767141917,PSF,0.081021346,0.23753045,0.5281222,0.0,LS_DR10
9069,8.769273868144822,-28.26877337418239,EXP,0.8131829,1.4011594,1.9374297,0.4913063,LS_DR10
8861,8.763820770509035,-28.26511392896682,PSF,0.073766515,0.08681414,0.0925133,0.0,LS_DR10
8893,8.764891174148628,-28.26580090941923,REX,0.18294694,0.27192748,0.53796494,0.25552505,LS_DR10
9022,8.767969143510893,-28.26531015164216,REX,0.13302082,0.1761257,0.44691724,0.25474676,LS_DR10
8892,8.76488124075286,-28.26416384142533,REX,0.06407166,0.15871894,0.29793733,0.3926757,LS_DR10
9087,8.770060584126748,-28.26423631680291,PSF,0.16777307,0.4362537,0.9636428,0.0,LS_DR10
9028,8.768146420224838,-28.26222552969711,REX,0.071678944,0.13306622,0.12926012,0.43843606,LS_DR10
8853,8.763631953598146,-28.25690026831401,PSF,0.12152555,0.19065201,0.30901742,0.0,LS_DR10
8965,8.766859082882352,-28.25921977777395,PSF,0.043393068,0.09434532,0.055876337,0.0,LS_DR10
9029,8.768217714884301,-28.25809385095388,REX,0.5957944,1.2954437,3.089979,0.3613145,LS_DR10
9064,8.769144588227183,-28.25658974601219,PSF,0.06306711,0.184793,0.12905757,0.0,LS_DR10
9121,8.77088957624898,-28.25760935981939,REX,0.04484568,0.11011153,-0.03513125,0.25767738,LS_DR10
8857,8.763717253766002,-28.25458278935186,PSF,0.11624037,0.13525999,0.26833543,0.0,LS_DR10
8960,8.766687404280434,-28.25666989652938,REX,0.14977708,0.18395826,0.38217497,0.314964,LS_DR10
8922,8.7657594743178,-28.25507950359225,PSF,0.0164855,0.10985264,0.09960435,0.0,LS_DR10
8974,8.767044015631708,-28.25465681829969,REX,0.13722508,0.2018448,0.17770416,0.5256244,LS_DR10
9146,8.771525640392284,-28.28342697121511,REX,0.06098619,0.12300366,0.44506317,0.53695625,LS_DR10
9416,8.778634269880483,-28.28700372797594,PSF,0.07996144,0.07327142,0.0865752,0.0,LS_DR10
9615,8.784187676838895,-28.28545975825794,PSF,0.05850632,0.08417314,0.03740591,0.0,LS_DR10
9427,8.778824756285568,-28.28526480470473,REX,0.16963163,0.19273634,0.3200279,0.3875073,LS_DR10
9723,8.78705180965978,-28.28609440592479,REX,0.13589045,0.71536034,1.9850342,0.52973497,LS_DR10
9733,8.787289816670034,-28.28441475082025,REX,0.06706059,0.11616994,-0.0730968,0.2930903,LS_DR10
133,8.787733916496094,-28.2832302907307,SER,0.8350526,1.7206753,2.3910196,0.9244057,LS_DR10
9718,8.786837624615023,-28.28234529353972,PSF,0.065189496,0.091060184,0.29545856,0.0,LS_DR10
204,8.78991491788671,-28.28270384491329,SER,0.5921466,2.9190898,7.882278,0.5785008,LS_DR10
241,8.790923044582078,-28.28274147115856,EXP,0.2568875,1.1137216,3.0181785,0.7327213,LS_DR10
233,8.790634800972894,-28.2822634591257,PSF,0.013837392,0.053427365,0.27017224,0.0,LS_DR10
405,8.795145726485607,-28.28529003507231,REX,0.06667347,0.14852655,0.4884451,0.3743641,LS_DR10
303,8.792608063724119,-28.28340590321301,PSF,0.03057491,0.048048865,0.078411765,0.0,LS_DR10
9264,8.774799199817236,-28.28204703057182,REX,0.49449936,0.96876764,2.3887956,0.59911317,LS_DR10
9168,8.772389285806577,-28.28135544115954,DEV,0.197911,1.0110924,4.656122,0.4632709,LS_DR10
9393,8.778120571809046,-28.28212780387971,REX,0.8429654,1.3158619,2.8725445,0.57980907,LS_DR10
9299,8.775739820207905,-28.28030802086509,REX,0.34012184,0.75433904,1.1590408,0.47362292,LS_DR10
9173,8.772606852513364,-28.27827320543172,REX,0.14308006,0.351654,0.52373505,0.80382425,LS_DR10
9255,8.774591581876727,-28.27822372964232,PSF,30.38857,108.59314,376.15314,0.0,LS_DR10
9151,8.771667479872521,-28.27697106544299,EXP,3.829779,9.578273,15.961721,8.449909,LS_DR10
9375,8.777635397657047,-28.27350003551771,REX,16.60447,25.127287,33.859684,4.8208,LS_DR10
9842,8.776839130055038,-28.27214836128075,DUP,0.0,0.0,0.0,0.0,LS_DR10
9464,8.779719758205584,-28.2771396773243,PSF,0.24609336,0.9629243,3.3024867,0.0,LS_DR10
9476,8.780118369503327,-28.27192390939371,SER,47.71484,67.433685,82.72286,5.3482814,LS_DR10
9621,8.784343360745405,-28.27346463971605,REX,0.07896324,0.14831774,0.20666344,0.6395634,LS_DR10
202,8.789868183508812,-28.28180345638125,EXP,0.18110582,0.2486309,0.357415,1.5989197,LS_DR10
9688,8.786104144595457,-28.2791262340066,REX,0.073257364,0.2070909,0.34511727,0.85322934,LS_DR10
119,8.787403037325248,-28.27887404140502,DEV,0.25702554,0.73984367,1.6830366,0.17662463,LS_DR10
145,8.788094184510442,-28.27837304935334,REX,0.054162115,0.21412283,0.37238994,0.19313179,LS_DR10
236,8.79084058860458,-28.27853433833346,PSF,0.080683805,0.07405215,0.32833868,0.0,LS_DR10
377,8.794450852498986,-28.28138136598775,EXP,0.25272268,0.31242335,0.83897436,1.0718416,LS_DR10
417,8.795378410635799,-28.28131839928506,EXP,0.21279767,0.34192827,0.5265255,0.6822674,LS_DR10
305,8.792671253584036,-28.27866455640712,REX,0.2660596,0.3408845,0.6328783,0.3484102,LS_DR10
332,8.79333805171291,-28.27746660819311,PSF,60.297234,130.48053,184.56468,0.0,LS_DR10
428,8.795701992001318,-28.27680417285932,PSF,0.07868004,0.033513337,0.03402101,0.0,LS_DR10
229,8.790545046666939,-28.27512919903112,EXP,0.22809277,0.30561027,0.4281927,1.2772448,LS_DR10
9727,8.787177932703024,-28.27351839995718,REX,0.039889954,0.089525834,0.21945737,0.2681439,LS_DR10
172,8.788916678525188,-28.27144855561992,REX,0.17136617,0.23708284,0.31736672,0.18351331,LS_DR10
408,8.795184391706169,-28.27596427185289,REX,0.07601551,0.063563965,0.073907405,0.27989358,LS_DR10
396,8.79491251798642,-28.27499154911367,REX,0.061073057,0.18592189,0.28482673,0.6793891,LS_DR10
386,8.794660097205355,-28.27439802794476,REX,1.8073281,3.8078115,6.775102,0.25684428,LS_DR10
382,8.794513368079103,-28.27384535991813,REX,0.04371441,0.21349387,0.22369716,0.639359,LS_DR10
322,8.793018470171328,-28.2725106613692,REX,0.07663904,0.13076489,0.19563636,0.49814633,LS_DR10
9347,8.776929807980265,-28.27199737790098,SER,763.6301,1102.5736,1446.5596,7.5142016,LS_DR10
9220,8.77345871636047,-28.26848741653225,REX,0.084490635,0.3032222,0.38340336,0.21493018,LS_DR10
9210,8.77317811280929,-28.26735714444752,REX,0.10699368,0.16899882,0.20587267,0.2544787,LS_DR10
9357,8.777210649334574,-28.26796968927973,DEV,0.34213388,0.70251936,1.3608195,1.9495536,LS_DR10
9382,8.777857444404566,-28.26721416378247,REX,0.16572016,0.21965012,0.57578725,0.54946005,LS_DR10
9463,8.779683167563437,-28.27106675724108,REX,7.64359,8.222831,7.616504,0.8847173,LS_DR10
9511,8.781052256859047,-28.26692857679777,PSF,0.79283905,3.070654,10.157962,0.0,LS_DR10
9633,8.784754784819421,-28.26875570667087,REX,0.18276869,0.29243684,0.26712567,1.1039796,LS_DR10
9646,8.785040371030941,-28.26742403465583,REX,0.22340651,0.44214046,0.7047241,2.3056,LS_DR10
