objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
5584,329.4122166825776,-80.35702857037123,REX,0.25260958,0.6763796,2.153111,2.3056,LS_DR10
5615,329.4192017275844,-80.35814797294535,REX,0.22675271,0.5581505,0.17150646,0.5515166,LS_DR10
5545,329.4008170955577,-80.35168720811356,PSF,0.16717507,0.29254425,0.600408,0.0,LS_DR10
5576,329.409465954372,-80.35336342437203,EXP,0.23275445,0.42236248,0.92998374,0.7104979,LS_DR10
5544,329.4007540458092,-80.34263237687975,PSF,0.04770032,0.2621277,1.3943845,0.0,LS_DR10
5598,329.4153331300305,-80.3502428595721,REX,0.17934676,0.16786641,1.0631195,0.40312055,LS_DR10
5624,329.4213885709603,-80.35069914754972,REX,0.42708668,0.76708907,1.4854875,0.48983568,LS_DR10
5652,329.427456363791,-80.37100035816344,PSF,1.1188188,4.1880617,11.117157,0.0,LS_DR10
5646,329.426028192406,-80.36764377990355,PSF,0.015623936,0.022034585,0.14692895,0.0,LS_DR10
5656,329.4292359260861,-80.36691502531838,REX,0.11001564,0.21422514,0.15539493,0.48381403,LS_DR10
5614,329.4190322286062,-80.35953133006672,REX,0.028690381,0.17002396,1.2030672,0.7711909,LS_DR10
5648,329.4264649495304,-80.35938258335214,PSF,24.835888,46.474083,62.48645,0.0,LS_DR10
5618,329.4198121095753,-80.34347878112105,REX,0.07189142,0.28339902,1.1568377,0.31175095,LS_DR10
