objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
5364,326.6878059713847,-39.50032210591814,DEV,1.4956053,6.976035,20.468708,0.7575501,LS_DR10
5406,326.6903844327346,-39.50123092168498,PSF,0.1688711,0.28029338,-0.011489112,0.0,LS_DR10
5291,326.6840907891693,-39.49139181276399,PSF,0.14562425,0.21719532,1.1527992,0.0,LS_DR10
5277,326.683103290934,-39.49043752591946,REX,0.15065229,0.08591039,1.0742626,0.3172424,LS_DR10
5211,326.6795570322708,-39.4874468928519,PSF,67.97761,105.16946,126.5096,0.0,LS_DR10
5205,326.6792681193263,-39.48554428879265,PSF,0.20122598,0.30406374,0.920701,0.0,LS_DR10
5209,326.6795259425897,-39.48307750548765,PSF,0.30120042,0.36489534,0.45103005,0.0,LS_DR10
5206,326.6793106761531,-39.48200441850753,REX,0.4171402,0.93861413,2.3555064,0.40304488,LS_DR10
5282,326.6837075950376,-39.48220929066022,EXP,0.81693107,1.3291373,3.1096065,0.8020541,LS_DR10
5239,326.680885333555,-39.47439513205581,PSF,0.0,6.3177195,0.0,0.0,LS_DR10
5244,326.6810549686681,-39.47019486786446,REX,0.0,0.9542056,0.0,0.4265138,LS_DR10
5405,326.6903556670793,-39.49768736767061,PSF,0.3486889,0.565095,0.8104289,0.0,LS_DR10
5385,326.6889375268437,-39.49635787608418,REX,0.255474,0.39508516,0.5114994,0.45908827,LS_DR10
5503,326.6956804897121,-39.49990250674286,PSF,0.3198661,0.46905044,-0.14350145,0.0,LS_DR10
5485,326.6950507913599,-39.49589753018683,REX,0.18900678,0.3328143,0.4626913,0.2919121,LS_DR10
5586,326.7004076081113,-39.499985207408,PSF,0.16639395,0.6995447,0.92265016,0.0,LS_DR10
5561,326.6988001727331,-39.4985506160368,PSF,0.200737,0.38861495,1.0061953,0.0,LS_DR10
5589,326.7006826170543,-39.50117054377183,PSF,0.20923564,0.52880627,0.9530205,0.0,LS_DR10
5544,326.6976727189345,-39.49500333078353,PSF,0.16660409,0.23698717,0.1170408,0.0,LS_DR10
5357,326.6873323194602,-39.48970018564179,PSF,0.20613372,0.9581095,2.0561624,0.0,LS_DR10
5350,326.6870379601365,-39.48901395017604,REX,0.5322215,0.8224028,1.1904329,1.8864,LS_DR10
5501,326.6956142367656,-39.49113615595399,SER,5.1964045,19.296957,42.337578,0.87845653,LS_DR10
5400,326.690144803719,-39.48468212454254,REX,0.7136524,2.5939488,7.6359024,0.3323443,LS_DR10
5478,326.6947375212278,-39.48595547677598,PSF,1.1715958,2.542587,3.462283,0.0,LS_DR10
5537,326.6973667955485,-39.49136710381057,REX,0.28750297,0.57529485,1.2515372,0.27779067,LS_DR10
5590,326.7007111188831,-39.49203643619884,REX,0.13221093,0.4041377,0.4331665,0.742481,LS_DR10
5517,326.6964767249292,-39.4890508395057,DEV,2.4727044,8.399416,15.829486,0.43143788,LS_DR10
5575,326.6998775623882,-39.49100608387988,DEV,0.448339,1.3312186,2.41113,0.2850872,LS_DR10
5539,326.6975153979254,-39.48832803606724,REX,0.19772197,0.67149997,1.2098478,0.31024507,LS_DR10
5643,326.7037097251639,-39.48967168659586,PSF,0.3907404,1.9451507,14.042858,0.0,LS_DR10
5670,326.7048593209249,-39.48951112139916,PSF,3.997083,15.678968,69.89402,0.0,LS_DR10
5787,326.7107622916302,-39.49855958253568,PSF,0.19221853,0.3216963,0.7864053,0.0,LS_DR10
5805,326.7117410005018,-39.49481138816083,PSF,0.10734096,0.32849583,0.85660774,0.0,LS_DR10
5332,326.6862498194547,-39.47968416641519,REX,0.16056164,0.3550363,0.0,0.22616023,LS_DR10
5388,326.6892053024129,-39.48229042882664,REX,0.23961364,0.27574867,1.1718221,0.5448134,LS_DR10
