objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
1959,229.6949551400126,12.35980215186464,EXP,1.0923135,1.565398,3.0346844,0.54777807,LS_DR10
1870,229.6913685769446,12.36124275388685,EXP,0.4534067,1.1694229,2.6834714,0.8570749,LS_DR10
1989,229.6961080203579,12.36128371567166,PSF,0.15810062,0.13644077,0.19885182,0.0,LS_DR10
1928,229.6937508072961,12.36775511915606,SER,108.72988,240.97346,431.10632,3.131383,LS_DR10
2013,229.6972303830247,12.36860679776083,PSF,1.1093129,3.8574336,12.284094,0.0,LS_DR10
2195,229.7059626117689,12.36053035212012,REX,1.4906213,3.4895887,6.985787,0.7059259,LS_DR10
2269,229.7089549513506,12.36140322863695,REX,0.023627069,0.18873057,0.78774387,0.26287737,LS_DR10
2347,229.7130532346241,12.36092519645034,REX,0.14091417,0.23977815,0.6906504,0.43698925,LS_DR10
2352,229.7134448742777,12.36144725119305,PSF,0.13656932,0.2983348,0.27288166,0.0,LS_DR10
2031,229.6982356248394,12.3657458437339,REX,0.14945747,0.3101726,0.84143364,0.21048771,LS_DR10
2168,229.7048225520386,12.37159290218048,REX,0.07651088,0.66311884,2.944742,0.25650892,LS_DR10
2209,229.7067365700091,12.36282299632926,REX,0.29084995,0.7530722,0.7129304,0.54077536,LS_DR10
2198,229.7060590228132,12.36666869278277,REX,0.81512594,1.7259127,3.111376,0.8578402,LS_DR10
2289,229.709856698889,12.36435778734541,REX,0.09840005,0.2456592,1.6395799,0.344828,LS_DR10
2342,229.7127551629781,12.36637274909046,PSF,0.4151321,1.5509669,3.605103,0.0,LS_DR10
2217,229.7070440365309,12.37068954320616,PSF,0.037858717,0.23743038,1.2144238,0.0,LS_DR10
2215,229.7070074766679,12.37183273997315,PSF,-0.017298523,0.16890799,0.76546395,0.0,LS_DR10
2239,229.7078788543001,12.37176663664044,REX,0.5368242,0.46179873,0.8070184,0.42871857,LS_DR10
1883,229.6917540689885,12.37091052951777,REX,0.12454735,0.25291634,0.20177844,0.21273881,LS_DR10
2012,229.6972198968624,12.37449705399886,REX,0.033860534,0.29433358,0.97255814,0.32552654,LS_DR10
1916,229.6930797232619,12.3770661456089,PSF,0.25570178,0.48234713,1.1232321,0.0,LS_DR10
1913,229.6929512193311,12.3794955765082,REX,0.1819741,0.28828225,0.6989821,0.45458046,LS_DR10
1877,229.6913661896986,12.38016263009462,REX,0.21821553,0.4240975,1.728144,1.1340411,LS_DR10
1909,229.6928190932685,12.38281025154655,REX,-0.0023252238,0.10935137,1.139469,0.2015468,LS_DR10
1879,229.6914557973332,12.38402843677651,PSF,0.33562064,0.3561491,0.7971464,0.0,LS_DR10
1930,229.6939523477861,12.38270974161326,PSF,0.001979766,0.06923983,0.8093103,0.0,LS_DR10
1970,229.6955515694063,12.38118545956862,PSF,0.8765568,3.3642287,15.458983,0.0,LS_DR10
1981,229.6958818385118,12.38482994263331,REX,0.17872554,0.39436504,0.9204407,0.57873136,LS_DR10
1841,229.6902753998408,12.38558995841846,REX,0.20229506,0.23852924,0.41048095,0.69449097,LS_DR10
1823,229.6899493528643,12.38666718570314,EXP,0.59800637,0.7702766,1.8472944,1.2936194,LS_DR10
1906,229.692720141203,12.38930003070444,PSF,0.3829086,1.637227,7.822097,0.0,LS_DR10
1951,229.6950095037772,12.38715591815165,PSF,0.12386241,0.12273882,-0.038291253,0.0,LS_DR10
2013,229.6971073156183,12.38881624148334,REX,0.24475513,0.7313736,1.2800664,0.32225332,LS_DR10
2120,229.7026794707201,12.37567661465661,REX,0.062193394,0.52189964,3.20282,0.31558877,LS_DR10
2104,229.7018792963243,12.3757483524332,PSF,0.15598574,0.20235048,0.98671174,0.0,LS_DR10
2018,229.6973143732333,12.38100320678512,PSF,0.22409931,0.3843094,0.47439373,0.0,LS_DR10
2060,229.699269332069,12.38042276940925,PSF,0.76489353,3.1483366,16.757414,0.0,LS_DR10
2097,229.7016006643875,12.38053738411718,PSF,0.050107278,0.12464229,1.4787409,0.0,LS_DR10
2164,229.7053632138871,12.38018650125573,REX,0.13105889,0.32435274,0.95866275,0.3108419,LS_DR10
2181,229.7063770513408,12.37660650001851,EXP,1.7269553,3.5041394,5.884783,0.5971506,LS_DR10
2225,229.7087524403444,12.37771318577119,PSF,0.08343686,0.21416233,0.41108438,0.0,LS_DR10
2275,229.7109458920577,12.3781632345962,REX,0.25966316,0.24622262,0.471827,0.3383215,LS_DR10
2254,229.7102211488894,12.37919801904568,PSF,0.20051008,0.50614727,0.9171045,0.0,LS_DR10
