objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
11245,159.2171894108964,-0.9692198083533757,REX,0.042825975,0.075707555,-0.036817618,0.45793352,LS_DR10
11315,159.2184844381298,-0.9685608652408566,REX,0.13286063,0.1808013,0.4418967,0.4609146,LS_DR10
11655,159.2246996551191,-0.9695565427913547,PSF,0.04751502,0.046951484,0.095942125,0.0,LS_DR10
11714,159.2258311371122,-0.9696694355764628,PSF,0.09069834,0.08910423,0.30412325,0.0,LS_DR10
11629,159.224212263543,-0.9688923439407578,PSF,0.029671207,0.10102889,0.29640245,0.0,LS_DR10
11948,159.2307553470073,-0.9683138793841496,EXP,0.16656066,0.53833044,1.0415406,0.8512042,LS_DR10
12053,159.2326375098822,-0.968952795374748,REX,1.8369762,3.725446,5.0844736,0.38417503,LS_DR10
12026,159.2321161039219,-0.9683981361789415,EXP,0.18798535,0.5617922,0.7251286,0.76019126,LS_DR10
12203,159.2350385512831,-0.9692847889328509,PSF,0.08399303,0.06132599,0.10393006,0.0,LS_DR10
12154,159.2343497539278,-0.968223493315632,PSF,0.06418249,0.10654827,0.2707184,0.0,LS_DR10
12259,159.2360632567598,-0.9697730228259253,PSF,0.0553199,0.064799085,0.015778664,0.0,LS_DR10
12303,159.2369161593588,-0.9688105306568261,PSF,0.012836169,0.05971069,0.12174176,0.0,LS_DR10
12493,159.2406941038757,-0.9693847358866831,SER,2.1248205,5.522942,10.708158,1.9488939,LS_DR10
12773,159.2451045273966,-0.9688771740050629,REX,0.2083257,0.2785367,0.6961687,0.25840607,LS_DR10
11027,159.2131859378733,-0.9671435390415877,PSF,0.046558473,0.04546147,0.25863138,0.0,LS_DR10
11039,159.2134011229474,-0.9644051615390359,DEV,0.81648445,4.4279103,13.366695,0.72847664,LS_DR10
11228,159.2168035624745,-0.9669765479512681,REX,0.07896214,0.17425047,0.1715948,0.22112957,LS_DR10
11149,159.2151627141199,-0.9650772090975761,PSF,0.021800917,0.050828174,0.15903129,0.0,LS_DR10
11203,159.2164189618445,-0.9651268978362846,EXP,0.0503764,0.19135077,0.36520633,0.53443867,LS_DR10
11078,159.21413103041,-0.9637650437146221,PSF,0.046742246,0.06950462,0.17367063,0.0,LS_DR10
11014,159.2130026712651,-0.9629962099897132,REX,0.027597519,0.11219937,0.0552026,0.30743864,LS_DR10
10991,159.2126503798458,-0.9626761159713806,REX,0.061566234,0.09452493,0.12759256,0.30475578,LS_DR10
11083,159.21420901226,-0.9611889496571521,REX,0.45859754,1.034089,1.6377463,0.2611871,LS_DR10
11216,159.2166722623959,-0.9619119201891141,PSF,0.15917899,0.3782372,0.52835035,0.0,LS_DR10
11326,159.2187100115627,-0.9676684551947277,DEV,0.30326816,0.49080586,0.63121915,0.19290622,LS_DR10
11414,159.220438115694,-0.9672280349173507,REX,0.61692804,1.015894,1.7143958,0.5859298,LS_DR10
11443,159.2209375497499,-0.9668107174439314,REX,0.09247109,0.07954115,0.23248775,0.28041622,LS_DR10
11476,159.2214650877951,-0.9659609066786056,PSF,0.047715213,0.027860915,0.18459415,0.0,LS_DR10
11575,159.2231560813211,-0.9653289167526482,REX,0.05432393,0.09466279,0.09836134,0.46373233,LS_DR10
11296,159.2181161455506,-0.963937327113678,REX,0.11704627,0.14496893,0.14871745,0.2723569,LS_DR10
11262,159.2174839924022,-0.9628969710829098,PSF,0.083029605,0.3921316,1.0097003,0.0,LS_DR10
11365,159.2194477339353,-0.9612764936770934,PSF,0.014429541,0.080841996,0.09105266,0.0,LS_DR10
11502,159.221929315764,-0.9643620943604672,PSF,0.019997645,0.08210035,0.2446594,0.0,LS_DR10
11539,159.2225387358347,-0.9642322231104198,EXP,0.37578982,0.51147354,0.8276524,0.6258403,LS_DR10
11040,159.2134658895949,-0.9602124642317189,EXP,0.22602525,0.30600515,0.43700668,0.7193007,LS_DR10
11049,159.2137760568129,-0.9593395190645406,SER,0.9351478,4.889458,14.902867,1.4809041,LS_DR10
11081,159.2141549107446,-0.9587342437230263,PSF,0.20172258,0.23352852,0.39099216,0.0,LS_DR10
11137,159.2150344704872,-0.9604857574982953,REX,-0.022737559,0.04153249,0.59581375,0.2512051,LS_DR10
11097,159.2144122223571,-0.9595117728211336,PSF,0.07937433,0.09144309,0.25702357,0.0,LS_DR10
11153,159.2151909575777,-0.9601651495794963,REX,0.71203923,1.1108788,2.8153944,0.57991236,LS_DR10
11189,159.2159986925816,-0.957987047156523,REX,0.08424091,0.47468337,1.2010252,0.36784744,LS_DR10
11253,159.2172815758236,-0.9580412091501992,PSF,0.049623974,0.051527128,0.007172075,0.0,LS_DR10
11054,159.2138049733335,-0.9560580674490269,SER,0.94952184,2.358744,3.7047787,0.9841064,LS_DR10
11075,159.2141155543438,-0.9556403501911024,PSF,0.009064628,0.08989636,0.21568899,0.0,LS_DR10
11115,159.2147222927628,-0.956400169959308,REX,0.053457413,0.0751415,-0.10111766,0.350401,LS_DR10
11334,159.2188666125209,-0.9601026432378369,REX,0.11317436,0.2625509,0.62451106,0.3506125,LS_DR10
11351,159.2192316088931,-0.9595631136292581,REX,0.19049068,0.23661038,0.360945,0.3153433,LS_DR10
11294,159.2181092512229,-0.9588139129965451,REX,0.11038842,0.21260759,0.34788477,0.25043452,LS_DR10
11371,159.2196072179661,-0.9589841594484201,REX,0.07466197,0.16239208,0.37887275,0.90896225,LS_DR10
11570,159.2230706897797,-0.9594234848131106,PSF,0.03493405,0.05433868,0.17317751,0.0,LS_DR10
11276,159.2177743657049,-0.9565309499115711,PSF,12.463759,23.517496,32.945805,0.0,LS_DR10
11279,159.2178100444078,-0.9563597535133265,EXP,0.03134607,0.68106925,-0.06576832,2.450591,LS_DR10
11274,159.2177525843764,-0.9546645381497093,REX,0.16644011,0.21097524,0.25057358,0.6723079,LS_DR10
11429,159.2207117645874,-0.9561381683583149,REX,0.19303142,0.305622,0.56694347,0.29344383,LS_DR10
11436,159.220795849353,-0.9548091351145649,EXP,0.2638196,0.5729667,1.1770499,0.501769,LS_DR10
11513,159.222043625466,-0.9560930909118961,REX,0.07139511,0.16033353,0.26732153,0.59121907,LS_DR10
11091,159.2143068741078,-0.9528773278187209,REX,0.21768425,0.38223034,0.4837837,0.58653253,LS_DR10
11238,159.2169786482111,-0.9534053814720193,REX,0.028076867,0.08895032,0.03621684,0.50206816,LS_DR10
11192,159.2160532614448,-0.9516813448922199,REX,0.02418578,0.08997441,0.15474208,0.44212762,LS_DR10
11215,159.2166583176478,-0.9519521530494902,REX,0.042816933,0.13073851,0.36142063,0.88125926,LS_DR10
11258,159.2173797549457,-0.9516957881326039,PSF,0.05358432,0.053301618,0.12798859,0.0,LS_DR10
11052,159.2137999264839,-0.9509309825614599,SER,0.62399006,1.1349449,2.1486695,0.7585411,LS_DR10
11240,159.2170161393828,-0.9504583973096133,PSF,0.09117995,0.22028911,0.31469384,0.0,LS_DR10
11384,159.2198868005437,-0.9530871219449464,REX,0.1226142,0.18829274,0.55439186,0.25403106,LS_DR10
11303,159.2182464062577,-0.9515392390962553,REX,0.07330363,0.12682891,0.20370072,0.96674544,LS_DR10
11353,159.2192421039888,-0.95174720792959,REX,0.04803544,0.07234145,0.05303831,0.3786669,LS_DR10
11395,159.2201180186304,-0.9517672198393096,EXP,0.006603568,0.14693636,0.9396499,0.722287,LS_DR10
11358,159.2193915938958,-0.9505397852640558,REX,0.1378279,0.16501907,0.45071065,0.24740066,LS_DR10
11267,159.2176173017288,-0.9489754078395783,PSF,0.065192334,0.07918719,0.12885484,0.0,LS_DR10
11448,159.2210174601151,-0.9487877532274216,REX,0.015553463,0.096706845,0.5177829,0.32798603,LS_DR10
11546,159.2227067874797,-0.948157202668432,PSF,0.005122543,0.053793464,0.1125933,0.0,LS_DR10
11162,159.2153996586805,-0.9472839198523233,PSF,0.052250735,0.09171114,0.20539828,0.0,LS_DR10
11053,159.2138018469379,-0.9426505596277885,PSF,0.12629637,0.57980955,1.2045465,0.0,LS_DR10
11045,159.2137225627319,-0.9420898183348598,PSF,0.040124107,0.07639492,0.1083292,0.0,LS_DR10
11210,159.216524339278,-0.9443895363284206,PSF,0.21369292,0.81238973,3.8800485,0.0,LS_DR10
