objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
5666,155.3540046258122,6.096217286648351,REX,0.17501146,0.2397517,0.08221857,0.4929599,LS_DR10
5629,155.3524563626768,6.097578893673746,REX,1.0707008,2.4879475,3.7585602,0.5528418,LS_DR10
5677,155.3544099541384,6.095911111080132,REX,0.16230033,0.24708611,0.45800233,0.35271356,LS_DR10
5749,155.356679204198,6.097067286142432,EXP,7.645004,12.636077,18.049025,1.7868818,LS_DR10
5567,155.3496078788547,6.102660926389363,REX,-0.046496682,-0.027810846,1.3808105,1.4629138,LS_DR10
5546,155.3486558100394,6.103628044430203,REX,0.26395032,0.46953508,0.4814836,0.46316457,LS_DR10
5617,155.3520448233517,6.100315835401537,PSF,0.2592252,0.23275559,0.7544983,0.0,LS_DR10
5673,155.3543059781543,6.103804892995992,REX,0.14361462,0.41386688,1.2391708,0.29587767,LS_DR10
5761,155.3570254748969,6.104498879851216,PSF,0.15493432,0.1606766,-0.053500757,0.0,LS_DR10
5782,155.3579112867262,6.094789571857717,REX,1.1199528,1.9921137,2.0853386,0.24982063,LS_DR10
5860,155.3609948027207,6.094135371164202,PSF,0.2625744,0.49497813,0.69157827,0.0,LS_DR10
5856,155.3605688083974,6.095782509670464,REX,0.12907916,0.13772371,0.24512014,0.57519555,LS_DR10
5908,155.3623227738303,6.094695139208604,PSF,0.165288,0.1959453,0.36305594,0.0,LS_DR10
5967,155.3645858441732,6.09579640228625,PSF,0.0754764,0.10581159,0.056375463,0.0,LS_DR10
6017,155.3664838610333,6.094221176171758,REX,0.22008012,0.7326804,1.2561389,0.25661558,LS_DR10
6060,155.3680643732242,6.094590618664915,REX,0.15699036,0.22545996,0.54299116,0.6797269,LS_DR10
5955,155.3639705439968,6.096125441604466,REX,0.50685406,0.9919317,1.4330264,0.23764522,LS_DR10
5937,155.363297970715,6.096905249990107,PSF,27.506258,35.920906,37.84722,0.0,LS_DR10
6004,155.3657061733021,6.098033848692412,REX,0.17402828,0.28933173,0.35823715,0.40791965,LS_DR10
