objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
3951,344.4170039526057,-29.60778220561466,PSF,-3.806973,1.5694449,26.242956,0.0,LS_DR10
3890,344.4149746622743,-29.5908261071798,PSF,5.022562,15.609375,24.955502,0.0,LS_DR10
4348,344.4327515985025,-29.59577280783036,PSF,0.10505354,1.2915273,7.5812025,0.0,LS_DR10
4656,344.4447801625299,-29.59706985444151,PSF,19.899668,15.979233,12.022717,0.0,LS_DR10
4079,344.4222212719068,-29.59106119675693,PSF,1.9385601,3.6178074,12.971899,0.0,LS_DR10
4240,344.4282833562986,-29.5915538128602,PSF,-0.5850202,3.5068092,9.895819,0.0,LS_DR10
4134,344.4240957556021,-29.58869314978811,PSF,6.8325286,9.956684,10.374391,0.0,LS_DR10
4142,344.4243473613823,-29.58670791143985,PSF,6.5613656,11.548998,20.277573,0.0,LS_DR10
4587,344.4425062578462,-29.59526897582658,PSF,6.961415,6.046384,11.749845,0.0,LS_DR10
4671,344.4455812942426,-29.59435581150988,PSF,3.1103938,15.032723,35.746826,0.0,LS_DR10
3908,344.4155563734089,-29.58250927831045,PSF,2.0987625,2.547664,-0.32316625,0.0,LS_DR10
3984,344.4182047151907,-29.57748867588921,PSF,8.519299,0.0,0.0,0.0,LS_DR10
4081,344.422246500171,-29.58233414622343,PSF,0.14500237,6.0199184,0.7715006,0.0,LS_DR10
4222,344.4275420579932,-29.58079438856302,PSF,3.7015972,8.849015,26.644695,0.0,LS_DR10
4286,344.4300837226022,-29.58323965239606,PSF,2.9631178,3.4223895,0.38383138,0.0,LS_DR10
4257,344.4290455356186,-29.58212195621606,PSF,16.298862,5.9804835,1.0326643,0.0,LS_DR10
4173,344.4256597012784,-29.5791172938933,PSF,2.8777752,8.473905,0.0,0.0,LS_DR10
4519,344.439282527201,-29.58227200880404,PSF,0.6146,1.2901069,4.5344667,0.0,LS_DR10
4698,344.4467737204991,-29.5845282219342,PSF,3.0213757,2.1573544,7.2179027,0.0,LS_DR10
