objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
11003,52.15555476890532,-47.35003311411639,DEV,0.6467247,1.6297884,3.3096998,0.40792015,LS_DR10
10511,52.14087793828777,-47.34930582175825,DEV,2.3187754,11.580416,29.402744,1.3334273,LS_DR10
10415,52.13831111592138,-47.34946414935751,REX,0.63555515,2.569417,5.30465,0.3135308,LS_DR10
10454,52.13943417093106,-47.34911439798679,REX,0.2944764,0.5305791,0.4142873,0.24334218,LS_DR10
10782,52.14825812330854,-47.34872030484599,REX,0.047365896,0.10427042,1.0855187,0.29675883,LS_DR10
10829,52.14942898912795,-47.34782754472178,REX,0.15905324,0.16274826,0.3333292,0.41571218,LS_DR10
10904,52.1523855580399,-47.3488206865388,REX,0.10641672,0.14890656,0.49479225,0.21795386,LS_DR10
10975,52.15466999945495,-47.3466166468871,EXP,0.49959105,0.9382157,2.26931,0.5332064,LS_DR10
10695,52.14608620976805,-47.34748564823255,REX,0.22007845,0.3286177,0.34256908,0.26929572,LS_DR10
10618,52.14398599499766,-47.34782970983257,REX,0.059988126,0.22907868,0.27692828,0.2347492,LS_DR10
10608,52.14360968616065,-47.34713438351221,PSF,0.10452092,0.21516976,0.41138572,0.0,LS_DR10
10515,52.14104674510357,-47.348133470821,SER,7.1970606,36.36889,85.44186,2.551854,LS_DR10
10536,52.14178260125322,-47.34635743876724,PSF,0.046601705,0.14893779,0.24399115,0.0,LS_DR10
10502,52.1405761977925,-47.34620589675416,REX,0.15761138,0.2272141,0.31583253,0.49208093,LS_DR10
10794,52.14861962914414,-47.34616123064129,REX,0.40968186,0.59358376,0.48519596,0.32744104,LS_DR10
10614,52.1438057118355,-47.34355516112948,PSF,0.041429043,0.09874183,0.13063556,0.0,LS_DR10
10748,52.1473488083739,-47.34327885942175,REX,0.15511431,0.3022869,0.22581947,0.7082032,LS_DR10
10986,52.15498203243085,-47.34494990082245,PSF,0.06260734,0.048715882,0.14886324,0.0,LS_DR10
10968,52.1542834525492,-47.34325678370395,PSF,0.06481965,0.07681875,0.09591246,0.0,LS_DR10
