objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
3544,208.7876558796819,22.45080275864239,PSF,0.084745005,0.23148943,0.29030874,0.0,LS_DR10
3562,208.7885822430457,22.45018629120223,REX,0.14395176,0.13055411,0.6907399,0.37049526,LS_DR10
3576,208.7889191811758,22.45100901818456,PSF,3.9546566,5.5990953,6.532772,0.0,LS_DR10
3563,208.7885849996948,22.45550056368263,REX,0.07076463,0.22229917,0.836916,0.62801325,LS_DR10
3644,208.7913302525461,22.45516207185558,REX,0.32829115,1.1766392,5.8663635,0.4358312,LS_DR10
3633,208.790972424004,22.45669227283122,PSF,0.11387302,0.05655601,0.30603477,0.0,LS_DR10
3683,208.7925753417346,22.45155826928945,PSF,0.05097021,0.22323337,0.31899276,0.0,LS_DR10
3673,208.792165926059,22.45220288971585,PSF,0.04797225,0.19544943,0.25980055,0.0,LS_DR10
3699,208.7930741539291,22.45245628850389,EXP,0.8760542,2.1001725,3.1917927,0.8147763,LS_DR10
3754,208.795277928133,22.45046443005613,REX,0.51679826,1.1665653,1.5426841,0.2917114,LS_DR10
3844,208.7989383096772,22.45005796971855,REX,0.31578046,1.4490943,4.141931,0.25967467,LS_DR10
3689,208.792737627404,22.45787226718316,REX,0.15022843,0.14317898,0.38661036,0.2311279,LS_DR10
3910,208.8014312057745,22.45333763219735,EXP,0.37341586,0.9360527,1.2861799,0.81147736,LS_DR10
3930,208.8021471458411,22.4528272168546,REX,0.13324758,0.20274729,0.27608696,0.3586797,LS_DR10
3911,208.8014336214179,22.45612052474743,REX,0.10097401,0.30489564,1.5601561,0.5449581,LS_DR10
4107,208.8082739815424,22.44965207191915,PSF,0.061858755,0.2413894,0.24368785,0.0,LS_DR10
3948,208.802926483955,22.45252917949211,PSF,0.12726066,0.13215731,0.12468504,0.0,LS_DR10
3939,208.8025008634368,22.45389080252449,PSF,0.12033983,0.1640132,0.2878213,0.0,LS_DR10
3934,208.8022765723222,22.45507335891116,REX,0.12910889,0.13266627,0.16146114,0.32502976,LS_DR10
4116,208.8087090319284,22.45222633196702,REX,0.22132532,0.06058293,0.1956668,0.7382136,LS_DR10
4303,208.815571264197,22.45103050401834,PSF,0.07924504,0.21456257,0.25952867,0.0,LS_DR10
4349,208.8171016787607,22.44995696369399,PSF,0.10439806,0.15142378,0.4483307,0.0,LS_DR10
4250,208.8138234201,22.4541286112178,PSF,0.1856557,0.6365329,1.0599271,0.0,LS_DR10
3534,208.787224415917,22.46121059587711,REX,0.16276918,0.25877902,0.72942024,0.71730244,LS_DR10
3558,208.7884230547318,22.46076929535568,REX,0.21857168,0.43765065,0.6585966,0.5490099,LS_DR10
3542,208.7876215524516,22.46341340865941,REX,0.11598831,0.2280115,0.67098385,0.35284817,LS_DR10
3612,208.790010716753,22.46369406637006,PSF,0.10519253,0.2694657,0.18621384,0.0,LS_DR10
3627,208.7904865099051,22.46396655024313,DEV,1.7229173,3.9575837,6.1041822,0.7037501,LS_DR10
3639,208.7911353532152,22.46584647722319,PSF,0.16403186,0.381902,0.47717327,0.0,LS_DR10
3521,208.7869731319809,22.46874695295709,PSF,0.10521305,0.13736649,1.3756226,0.0,LS_DR10
3647,208.7913939105286,22.46803315099417,REX,0.20110309,0.36714923,0.89041644,0.6315035,LS_DR10
3654,208.7915694387991,22.46042107237923,EXP,1.3584332,2.171247,2.5722127,0.99951917,LS_DR10
3715,208.7934902866871,22.46017688420769,PSF,0.11826779,0.10875082,0.20835127,0.0,LS_DR10
3672,208.7921324018609,22.4636459765104,PSF,0.17643519,0.42856848,0.87117577,0.0,LS_DR10
3724,208.7937998133264,22.46322519086998,PSF,0.025739396,0.26852426,1.7421228,0.0,LS_DR10
3755,208.7952913289734,22.46136929234935,PSF,0.082285635,0.21746306,0.29516923,0.0,LS_DR10
3771,208.7959823253542,22.46292373303133,EXP,0.2446538,0.74141973,4.2611217,0.9666484,LS_DR10
3848,208.7990502108554,22.45866524012565,DEV,0.085579626,0.42707992,3.2197826,1.5992253,LS_DR10
3888,208.8004155734295,22.45908498632459,PSF,-0.017487878,0.075203374,0.6028587,0.0,LS_DR10
