objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
4618,353.2996728415216,-36.00659272171012,PSF,0.021739956,0.09926994,0.17491907,0.0,LS_DR10
4577,353.2987195250587,-36.00382673275323,PSF,0.057484705,0.088050514,0.27833065,0.0,LS_DR10
4685,353.300973804381,-36.00478095944148,REX,0.058467586,0.08874949,0.11617114,0.31074786,LS_DR10
4745,353.3023212160366,-36.00260957853002,REX,0.027953412,0.071077205,0.11732335,0.35693473,LS_DR10
4627,353.2997762591307,-36.00004676256136,EXP,0.0843736,0.11974501,0.48766726,0.5273711,LS_DR10
4587,353.2990630686562,-35.99945385510465,REX,0.093393244,0.26422226,0.5898367,0.20872653,LS_DR10
4599,353.2992202292233,-35.99699658069039,REX,0.10325508,0.16274579,0.28703126,0.35776004,LS_DR10
4855,353.3040779983662,-36.00438925436721,REX,0.06720652,0.08016114,0.19376862,0.32535672,LS_DR10
4832,353.3036768394757,-36.00323469431414,PSF,0.04951913,0.09861404,0.17693642,0.0,LS_DR10
4863,353.3042529898081,-36.00245770145609,PSF,0.08933932,0.19255519,0.42876837,0.0,LS_DR10
4941,353.3054996201053,-36.00258425943071,PSF,0.05670313,0.08213188,0.11252297,0.0,LS_DR10
5123,353.3088640772484,-36.00352763070461,REX,1.8664237,3.8674405,6.0915394,0.9553993,LS_DR10
5156,353.3095193461485,-36.00535587667051,PSF,0.02203963,0.1044687,0.20088278,0.0,LS_DR10
5332,353.3122435616654,-36.00604557033996,PSF,0.0083700195,0.062114626,0.10549749,0.0,LS_DR10
5149,353.3093985863981,-36.00174428031458,PSF,0.037375934,0.04014413,0.12910506,0.0,LS_DR10
5196,353.3099249884823,-36.0018462899544,PSF,0.06033164,0.08155131,0.10874343,0.0,LS_DR10
4893,353.3047057473309,-36.00007881805956,PSF,0.055506896,0.046315074,0.18966676,0.0,LS_DR10
5044,353.3073926083453,-36.0014348222109,PSF,0.046064258,0.04829614,0.12510407,0.0,LS_DR10
5011,353.3067806844307,-36.00032980848331,PSF,0.11996482,0.24623483,0.32176787,0.0,LS_DR10
4831,353.3036554787103,-35.99875238687568,REX,0.5864836,2.1075337,5.6076756,0.40274152,LS_DR10
4904,353.3049128807124,-35.99890196602464,EXP,0.18354298,0.31378052,0.4899521,1.0930823,LS_DR10
4845,353.3039039777868,-35.99709224307483,PSF,1.5237796,7.414981,104.41979,0.0,LS_DR10
5005,353.3066019042689,-35.99883069882101,REX,0.19055627,0.3579975,0.51079184,0.28192028,LS_DR10
5108,353.3085488208657,-35.99922055143955,EXP,0.23420921,0.31863222,0.6425258,0.77199626,LS_DR10
5018,353.3068777533158,-35.99775849842487,PSF,0.061024617,0.07337975,0.11762463,0.0,LS_DR10
5267,353.3112429060913,-36.00048422397189,PSF,0.14019829,0.16304934,0.28304118,0.0,LS_DR10
5383,353.3131166740261,-36.00100992873875,PSF,0.013619807,-0.00978907,0.0017771354,0.0,LS_DR10
5326,353.3121135498407,-35.99852433108891,REX,0.059310004,0.14951763,0.3031872,0.26026663,LS_DR10
5278,353.3113641389486,-35.99740593174862,PSF,0.021910558,0.064918905,0.087496206,0.0,LS_DR10
4571,353.2985990832144,-35.9914604675709,REX,0.03089966,0.08379887,0.13430658,0.36244285,LS_DR10
4572,353.2986011359603,-35.99039611142744,REX,0.095559776,0.20519762,0.24764426,0.2991814,LS_DR10
4678,353.3008345034851,-35.99190086716317,REX,0.16315082,0.31102225,0.3942168,0.90261245,LS_DR10
4668,353.3005124383735,-35.9890641517232,REX,0.06546787,0.11859472,0.14591984,0.551594,LS_DR10
4702,353.3014040251806,-35.98967029965454,REX,0.46022943,1.028105,1.7279521,0.518006,LS_DR10
4692,353.3012073102444,-35.98879637009525,REX,0.11596538,0.31822675,1.1977516,0.30548608,LS_DR10
4748,353.3024195123043,-35.99621528695056,REX,0.0630044,0.07976006,0.1797733,0.7935553,LS_DR10
4931,353.3053116700304,-35.99663112330621,DEV,0.32515678,0.306764,0.6100451,2.1349962,LS_DR10
4803,353.3031536454267,-35.99549141674472,PSF,0.036071897,0.09976438,0.17925435,0.0,LS_DR10
4887,353.304565064505,-35.99519636728077,REX,0.04743768,0.061054908,0.12107996,0.24938637,LS_DR10
4776,353.3028201349934,-35.99379258156119,REX,0.040169746,0.06984637,0.15348552,0.52910477,LS_DR10
4917,353.3051317556586,-35.99376789124076,PSF,0.097829826,0.12380914,0.14101818,0.0,LS_DR10
4872,353.3043294557169,-35.99269343150196,PSF,0.6198969,2.4555218,16.091022,0.0,LS_DR10
5027,353.3070749850281,-35.99444775628778,SER,2.4469914,4.7480106,7.9634023,0.72945327,LS_DR10
4975,353.3059601979403,-35.9931759729044,PSF,0.024343908,0.058183014,0.08284664,0.0,LS_DR10
5056,353.3076068335142,-35.99312257276824,PSF,17.314611,42.25723,71.01376,0.0,LS_DR10
5137,353.3091923711761,-35.99299231233955,DEV,0.20530736,0.29579592,0.59439516,0.7454495,LS_DR10
5177,353.3096907953936,-35.9969192927673,PSF,0.034686327,0.10349476,0.0824359,0.0,LS_DR10
5188,353.3098177239931,-35.99524691148246,REX,0.05448582,0.09738074,0.15981773,0.31208435,LS_DR10
5407,353.313592518412,-35.9971207404655,EXP,0.34391835,0.65508616,1.288144,0.67894673,LS_DR10
