objid,ra,dec,type,flux_g,flux_r,flux_z,shape_r,source_catalog
642,350.7834447152671,-30.41521086699174,PSF,0.7468877,3.4118993,12.902493,0.0,LS_DR10
562,350.7779017284755,-30.41031390014413,PSF,0.13755502,0.4549819,0.8804034,0.0,LS_DR10
641,350.7834301126941,-30.4122101511855,PSF,0.44814995,0.5193802,1.0378677,0.0,LS_DR10
661,350.7845632383214,-30.4123495415151,PSF,0.289351,0.26153558,0.7703842,0.0,LS_DR10
619,350.7823212933631,-30.4100299296279,PSF,0.22295754,0.3720998,0.4806499,0.0,LS_DR10
677,350.7866625360735,-30.41158808782704,REX,0.9120376,2.0767465,5.7407928,0.99272317,LS_DR10
718,350.790275871442,-30.41152431481812,EXP,1.0405,1.2462525,2.8730438,1.29933,LS_DR10
578,350.7789755376804,-30.40843065664861,REX,0.28453505,0.291205,0.72938746,0.38270152,LS_DR10
593,350.780466067678,-30.40828718980151,PSF,0.24903713,0.33412564,0.2543203,0.0,LS_DR10
640,350.7834081963157,-30.40949107251095,REX,0.11116464,0.47988155,1.4763547,0.22454846,LS_DR10
672,350.7862973871462,-30.40960697887338,PSF,0.13454536,0.1904308,0.82179147,0.0,LS_DR10
573,350.7787219941972,-30.40186588336904,PSF,0.28707644,0.3497834,0.92495996,0.0,LS_DR10
630,350.7829493022635,-30.4031610184819,DEV,0.62565666,4.018208,9.649347,4.9324894,LS_DR10
722,350.7906359579545,-30.40270733034063,PSF,0.033642445,0.40352216,4.483765,0.0,LS_DR10
649,350.7836844633148,-30.39756676915506,PSF,0.03671868,0.43029648,4.340861,0.0,LS_DR10
611,350.7818649224638,-30.39442588047883,PSF,0.2696106,0.29669374,0.59735906,0.0,LS_DR10
648,350.7836115847502,-30.39512272315259,PSF,0.31667688,0.3394543,0.11196566,0.0,LS_DR10
715,350.7900891668542,-30.39717319597183,REX,0.35520774,0.41004428,0.4587027,0.30455974,LS_DR10
561,350.7778779740976,-30.39368392802183,PSF,0.20546632,0.3220369,0.73043096,0.0,LS_DR10
723,350.7907255134643,-30.39405454912926,REX,0.51029104,1.0173136,1.3827237,0.24621941,LS_DR10
733,350.7915282370419,-30.39255980489972,EXP,0.44271773,1.0965648,3.7276866,0.7863795,LS_DR10
705,350.7889327976632,-30.39225098587955,REX,0.4280347,0.5429723,1.434947,0.4283024,LS_DR10
906,350.8031929741688,-30.42169221332314,PSF,0.17613341,0.2550754,-0.2539593,0.0,LS_DR10
920,350.8043425204482,-30.42202652229778,PSF,0.1839167,0.28508073,0.79282165,0.0,LS_DR10
838,350.7984725031747,-30.4197289555632,PSF,0.26598063,0.25782433,0.70796263,0.0,LS_DR10
962,350.80715985652,-30.41842256753597,REX,0.84962755,3.7659712,10.843922,0.30845162,LS_DR10
1010,350.8101096444026,-30.41898612346241,REX,0.34644842,0.6705594,0.10197225,0.79843384,LS_DR10
743,350.7921090495814,-30.41531000355673,PSF,0.22257425,0.2723466,0.43114296,0.0,LS_DR10
818,350.7970261407536,-30.41116725781484,REX,0.43983173,0.89604586,1.7038839,0.46975794,LS_DR10
878,350.8014965901778,-30.41442875525767,REX,0.418605,1.019018,0.72420496,0.24841902,LS_DR10
911,350.8035264090958,-30.41481443044883,PSF,0.08987618,0.16677867,0.73738736,0.0,LS_DR10
859,350.8002302018438,-30.41325565198668,PSF,0.21387261,0.26254478,0.47256088,0.0,LS_DR10
853,350.7995816557732,-30.41107687426743,PSF,0.16236284,0.30479243,0.17609037,0.0,LS_DR10
935,350.805359685042,-30.41374403314762,PSF,0.095966086,0.16085304,0.46914616,0.0,LS_DR10
797,350.795780778844,-30.41009342009631,REX,1.5754566,3.645595,6.428673,0.3048938,LS_DR10
827,350.7973132104039,-30.40983314890233,EXP,0.7059654,2.8997235,5.7980967,0.480761,LS_DR10
750,350.792670743142,-30.39805701049917,PSF,0.23582484,0.19934547,0.29200274,0.0,LS_DR10
765,350.793488488846,-30.39743150576826,REX,0.19491549,0.48699704,0.33706948,0.37659055,LS_DR10
745,350.7922885352939,-30.3955593073882,EXP,0.67879075,2.1516562,3.9988916,1.0805023,LS_DR10
857,350.7999375973596,-30.39864285665769,EXP,0.9780563,1.275088,1.5394381,0.5400109,LS_DR10
855,350.7998082966837,-30.39784304112601,REX,0.45765463,0.6623917,0.832431,0.37596324,LS_DR10
944,350.8056376309747,-30.40587846148118,DEV,1.0453217,5.283338,11.436131,0.7649068,LS_DR10
977,350.8078042672479,-30.40435753740213,REX,0.21295105,0.3179594,0.44999555,0.3900378,LS_DR10
996,350.8092721645058,-30.40456980209332,REX,0.20019451,0.7143199,0.8226517,0.5621849,LS_DR10
832,350.7980681733238,-30.39379493726272,REX,0.77161306,0.9067895,-0.17149268,2.203994,LS_DR10
775,350.7944102717099,-30.39121159149161,EXP,0.73463994,1.5263914,2.2251995,0.96622,LS_DR10
798,350.7957925548983,-30.39214568343872,REX,0.5384078,0.79006255,1.3514876,0.7434955,LS_DR10
846,350.7989829497795,-30.39300587141682,SER,6.586867,9.494793,10.973568,1.6993053,LS_DR10
849,350.7990487920042,-30.39229341960596,DEV,1.8583369,6.2394643,18.398695,1.0171211,LS_DR10
824,350.7971807058344,-30.3893147573898,EXP,0.7948829,1.3595129,4.2158513,1.1205243,LS_DR10
