metric,value
catalog_n,457190.0
finite_lnl_frac,0.8668759159211706
pool_n_mag_lt_21.0,27409.0
pool_lnl_violations,0.0
pool_mean_cosi,0.5641178870044213
pool_median_cosi,0.5793963938788744
