N,ks_statistic,ks_pvalue,ap_cosi_mean,gf_cosi_mean,ap_cosi_median,gf_cosi_median
23,0.17391304347826086,0.8880369085652451,0.5738075488769863,0.5313890522323659,0.6163602060483635,0.6097301315609499
