n_statmorph_rows,max_concentration,median_concentration,n_concentration_gt_5,n_concentration_gt_4,max_abs_asymmetry,max_smoothness,min_smoothness
23,3.946886368524001,2.439416514465888,0,0,0.5961829745791931,0.0746452889025266,-0.0423582465958941
