sample,n,mean,median,std,min,q10,q25,q75,q90,max
SDSS,132556,0.5491487437053201,0.5601127575972014,0.2349439725928366,0.000204124170708743,0.22213561610671573,0.3695426958275133,0.7329826133952431,0.8570375325524815,0.9999998958333332
Legacy_no_REX,41899,0.661129464081004,0.6466267440780094,0.2912740806668972,0.0012846373761892383,0.26230495230070594,0.41884457839994205,1.0,1.0,1.0
