sample,n,mean,median,std,min,q10,q25,q75,q90,max
SDSS,155459,0.4682453950598061,0.49850939376237774,0.29146069542936903,0.0,0.0,0.24286002968766518,0.7009975380849645,0.8413323187750645,0.9999998958333332
Legacy_no_REX,29522,0.4779372473250452,0.48838793217853144,0.22794223152344817,0.0,0.17166761127754832,0.3163964307387568,0.6461962856748499,0.7709240242975465,0.9959832497518085
