sample,n,mean,median,std,min,q10,q25,q75,q90,max
SDSS,155459,0.4682453950598061,0.49850939376237774,0.29146069542936903,0.0,0.0,0.24286002968766518,0.7009975380849645,0.8413323187750645,0.9999998958333332
Legacy_no_REX,43113,0.6425130103572005,0.6333082389238208,0.3072672077773036,0.0,0.22581806111528485,0.3989132789968923,1.0,1.0,1.0
