sample,n,mean,median,std,min,q10,q25,q75,q90,max
SDSS,132556,0.5491487437053201,0.5601127575972014,0.2349439725928366,0.000204124170708743,0.22213561610671573,0.3695426958275133,0.7329826133952431,0.8570375325524815,0.9999998958333332
Legacy_no_REX,28308,0.49843377898579855,0.5007933933368354,0.20968891301055595,0.0012846373761892383,0.2154303804735388,0.34018347721208064,0.6531269419393098,0.7754808104391758,0.9959832497518085
