stage_tag,stage_label,n,median_cosi,mean_cosi,cdf_at_cosi_0.5_y,x_at_cdf_0.5,median_expAB_r
00_strict_ba_gt_0p2,Strict pool: expAB_r > 0.2 (Hubble-valid),1212324,0.4885608647277697,0.4972497657620203,0.5161004813894635,0.49,0.51879095
01_ur_lt_2p3,+ u-r < 2.3,658630,0.47660655683010933,0.4874006314296206,0.5333054977756859,0.48,0.5080036
02_lnl_exp_wins,+ lnLExp_r > lnLDeV_r,434962,0.4949020122421775,0.500681178497578,0.506600576602094,0.495,0.5245291999999999
03_mag_lt_21,+ modelMag_r <= 21,159144,0.5843006118148399,0.5674690928294412,0.38092545116372595,0.585,0.6064247
