DE_ICRS,petroMag_r,rPrad,rdVrad,rdVell,umag,gmag,rmag,imag,zmag,<zph>,u_r,expAB_r
1.898537,18.673,3.231,1.425,0.492,22.936,20.208,18.608,17.992,17.565,0.3049,4.33,0.508
1.889931,21.791,2.12,0.435,0.05,23.196,22.318,21.639,21.09,20.856,0.5767,1.56,0.95
1.890783,21.619,2.59,0.842,0.256,23.633,22.592,21.588,21.029,20.361,0.4982,2.04,0.744
1.893463,21.39,1.77,0.294,0.812,25.236,23.024,21.228,20.926,20.628,0.3757,4.01,0.18799999999999994
1.874696,20.309,2.674,1.919,0.45,21.084,20.706,20.196,20.164,19.63,0.3228,0.89,0.55
1.879682,19.989,11.306,2.749,0.339,21.569,20.466,19.988,19.81,19.935,0.1898,1.58,0.661
1.893292,19.862,3.765,3.297,0.843,21.335,20.512,19.751,19.482,19.611,0.2108,1.58,0.15700000000000003
1.911188,18.313,4.243,2.787,0.229,21.65,19.402,18.162,17.603,17.164,0.1838,3.49,0.771
1.912793,20.191,2.752,2.0,0.387,22.337,20.846,20.073,19.689,19.48,0.2198,2.26,0.613
1.912434,19.743,3.337,1.331,0.991,21.431,20.228,19.759,19.536,19.405,0.1262,1.67,0.009000000000000008
1.911308,21.655,2.842,1.188,0.086,22.967,22.025,21.327,20.689,20.753,0.5282,1.64,0.914
1.908537,21.949,2.97,1.01,0.05,24.954,22.169,21.893,21.398,21.159,0.2788,3.06,0.95
1.889119,21.803,2.835,0.976,0.6,25.367,22.827,21.724,20.783,20.144,0.5885,3.64,0.4
1.899375,19.096,5.75,5.232,0.373,21.077,19.831,19.138,18.757,18.553,0.146,1.94,0.627
1.897408,20.552,3.035,1.409,0.538,24.716,21.529,20.567,20.258,19.898,0.3068,4.15,0.46199999999999997
1.904229,20.063,2.471,0.85,0.583,22.558,21.177,20.091,19.632,19.232,0.3379,2.47,0.41700000000000004
1.915088,21.193,2.087,0.934,0.159,24.33,21.909,21.056,20.857,20.528,0.3251,3.27,0.841
1.930357,21.765,2.97,0.848,0.05,23.86,22.598,22.011,22.519,21.161,0.3675,1.85,0.95
1.819741,21.747,1.671,0.882,0.342,22.589,22.573,21.668,21.251,21.153,0.4938,0.92,0.6579999999999999
1.815902,20.173,1.975,0.859,0.417,25.369,21.535,20.148,19.557,19.305,0.3258,5.22,0.583
1.810917,21.306,1.654,0.605,0.641,22.315,22.208,21.197,20.706,20.275,0.4912,1.12,0.359
1.815885,21.907,2.309,3.017,0.05,23.137,23.318,21.38,21.076,21.863,0.3375,1.76,0.95
1.827186,21.952,2.971,1.149,0.05,22.062,22.037,21.816,21.346,21.723,0.3521,0.25,0.95
1.829641,20.469,2.365,0.732,0.357,22.447,21.282,20.383,20.161,19.728,0.3179,2.06,0.643
1.833048,20.173,2.637,0.769,0.667,21.712,20.984,20.127,19.724,19.365,0.334,1.59,0.33299999999999996
1.841343,20.52,2.967,1.024,0.529,25.285,22.216,20.477,19.487,18.893,0.5374,4.81,0.471
1.851066,21.304,11.308,1.314,0.05,22.444,21.563,21.577,21.566,20.833,0.37,0.87,0.95
1.847267,20.874,2.888,1.302,0.265,25.489,22.349,20.875,20.303,19.649,0.416,4.61,0.735
1.839211,20.871,2.622,1.71,0.2,22.511,21.251,20.673,20.195,19.875,0.3244,1.84,0.8
1.859792,21.777,2.327,1.371,0.05,22.402,22.864,21.44,20.989,20.562,0.4384,0.96,0.95
1.83133,21.887,2.175,0.743,0.05,23.992,22.995,21.74,21.623,21.943,0.3058,2.25,0.95
1.851038,19.445,2.616,0.643,1.0,22.387,20.919,19.408,18.824,18.497,0.3129,2.98,0.0
1.848678,21.967,1.944,1.125,0.05,22.818,21.859,21.501,21.24,20.87,0.2399,1.32,0.95
1.853503,20.668,2.43,0.614,0.612,24.843,22.464,20.657,19.717,19.203,0.5211,4.19,0.388
1.855576,20.945,2.971,2.549,0.148,24.167,23.385,20.925,20.21,19.699,0.4556,3.24,0.852
1.855307,20.547,4.31,2.047,0.158,23.744,22.186,20.635,19.91,19.634,0.4437,3.11,0.842
1.846552,21.768,2.971,0.708,0.869,22.803,23.058,21.839,20.793,20.677,0.6172,0.96,0.131
1.872957,18.463,5.702,7.492,0.109,20.485,19.036,18.332,17.908,17.573,0.1157,2.15,0.891
1.876315,20.983,2.743,0.883,0.366,21.653,21.266,20.892,20.869,20.911,0.2545,0.76,0.634
1.859302,20.161,7.361,1.217,0.163,26.284,22.0,20.189,19.595,18.94,0.4096,6.09,0.837
1.874052,21.407,3.126,0.708,0.572,25.453,22.301,21.53,24.041,22.678,0.3036,3.92,0.42800000000000005
1.86515,20.394,2.635,0.612,0.736,24.744,22.022,20.392,19.816,19.439,0.3593,4.35,0.264
1.866094,21.371,2.045,0.904,0.126,23.503,22.9,21.25,20.792,20.439,0.3741,2.25,0.874
1.863069,21.579,2.249,0.456,0.506,25.269,23.109,21.32,20.712,20.078,0.4066,3.95,0.494
1.865282,21.371,2.971,0.653,0.05,24.063,22.259,21.58,21.215,21.164,0.2809,2.48,0.95
1.862815,20.754,7.361,0.994,0.829,23.326,21.631,20.748,20.057,19.504,0.5197,2.58,0.17100000000000004
1.864027,21.885,2.971,0.944,0.05,23.886,22.631,21.918,21.671,21.631,0.3029,1.97,0.95
1.879369,21.003,2.221,0.63,0.35,22.577,21.699,20.857,20.548,20.329,0.3509,1.72,0.65
1.85765,21.201,2.899,1.705,0.256,23.551,22.085,21.056,20.301,19.654,0.5444,2.49,0.744
1.864642,21.757,2.056,0.455,0.987,24.799,24.444,21.485,20.544,20.062,0.5062,3.31,0.013000000000000012
1.873696,19.328,3.459,1.985,0.337,20.791,19.768,19.32,19.06,18.73,0.1309,1.47,0.663
1.856145,20.962,11.308,1.081,0.669,22.81,22.175,21.345,21.245,21.2,0.3588,1.46,0.33099999999999996
1.842681,21.46,2.556,1.574,0.2,22.709,22.453,21.193,20.151,19.558,0.6085,1.52,0.8
1.860283,19.888,3.802,1.596,0.535,21.245,20.479,19.771,19.539,19.64,0.2289,1.47,0.46499999999999997
1.865029,21.384,2.374,0.89,0.109,23.75,22.318,21.636,21.07,20.751,0.5337,2.11,0.891
1.871215,21.777,2.181,0.456,0.102,23.406,22.548,21.586,21.223,20.792,0.4181,1.82,0.898
1.858965,21.886,2.971,1.368,0.097,22.464,22.906,21.883,21.917,21.806,0.4106,0.58,0.903
1.85889,18.292,3.096,1.041,0.889,20.764,19.309,18.261,17.799,17.493,0.1994,2.5,0.11099999999999999
1.870653,20.599,2.662,0.883,0.511,21.851,20.955,20.518,20.325,20.028,0.2054,1.33,0.489
1.872496,17.746,7.753,7.937,0.852,19.268,18.132,17.805,17.577,17.395,0.045,1.46,0.14800000000000002
1.874843,21.82,2.474,0.866,0.335,23.857,22.729,21.615,20.953,20.766,0.5035,2.24,0.665
1.881866,21.673,2.971,2.155,0.163,23.419,23.614,21.483,20.889,22.96,0.3406,1.94,0.837
1.886471,21.943,2.428,1.158,0.35,22.958,22.985,21.777,21.187,21.301,0.5103,1.18,0.65
1.897643,21.65,1.983,0.478,0.05,24.914,23.787,21.61,20.724,20.479,0.4964,3.3,0.95
1.891527,20.597,2.749,2.015,0.165,22.375,21.677,20.518,20.019,19.553,0.4273,1.86,0.835
1.892869,20.931,2.131,0.401,0.253,23.237,22.328,20.849,20.003,19.764,0.502,2.39,0.747
1.883965,21.731,2.76,2.357,0.179,23.759,22.522,21.182,20.324,19.833,0.536,2.58,0.821
1.899754,19.93,2.987,1.022,0.7,25.542,21.158,19.827,19.162,18.874,0.4025,5.72,0.30000000000000004
1.910858,20.801,2.756,0.791,0.316,23.89,22.341,20.847,20.142,19.548,0.4693,3.04,0.6839999999999999
1.893386,19.09,4.355,2.451,0.652,21.369,20.323,18.924,18.43,17.931,0.3404,2.45,0.348
1.906004,21.125,3.402,2.003,0.219,22.223,22.207,21.089,20.932,20.099,0.416,1.13,0.781
1.890947,21.024,2.559,1.706,0.494,22.31,21.907,20.988,19.962,19.607,0.6794,1.32,0.506
1.913039,21.537,7.361,0.799,0.05,23.479,23.311,21.804,20.824,20.386,0.56,1.68,0.95
1.91482,21.763,1.732,0.569,0.081,23.927,22.221,21.459,20.521,20.969,0.367,2.47,0.919
1.925944,20.254,3.693,3.298,0.772,25.272,20.906,20.185,19.896,19.962,0.1925,5.09,0.22799999999999998
1.929032,20.326,2.492,0.708,0.742,23.321,22.071,20.27,19.568,19.132,0.426,3.05,0.258
1.928343,21.667,2.408,0.567,0.355,24.992,23.019,21.644,21.096,20.681,0.3831,3.35,0.645
1.926386,21.958,2.614,1.801,0.1,22.903,22.656,21.607,21.675,20.786,0.3966,1.3,0.9
1.890725,21.651,2.205,0.958,0.05,22.436,21.821,21.276,21.009,20.228,0.4195,1.16,0.95
1.888721,21.327,7.361,0.528,0.05,24.323,22.444,21.495,21.346,22.123,0.1514,2.83,0.95
1.882816,19.72,3.387,2.124,0.272,21.387,20.26,19.707,19.418,19.163,0.1528,1.68,0.728
1.883341,19.935,4.407,1.378,0.759,24.283,21.577,19.798,19.082,18.637,0.4189,4.49,0.241
1.885122,21.61,2.249,1.028,0.3,24.517,24.151,21.337,20.338,19.611,0.536,3.18,0.7
1.896367,21.31,2.191,1.124,0.3,23.184,22.051,21.054,20.662,20.02,0.4191,2.13,0.7
1.907522,21.456,2.773,0.883,0.547,22.735,22.638,21.408,21.238,20.982,0.423,1.33,0.45299999999999996
1.904316,20.935,2.971,2.241,0.411,22.232,21.751,21.182,20.722,20.581,0.5046,1.05,0.589
1.899099,21.133,2.205,0.624,0.05,22.826,22.36,21.18,20.68,20.968,0.4363,1.65,0.95
1.895343,21.38,3.077,1.402,0.174,23.946,22.92,21.364,20.425,19.966,0.5326,2.58,0.8260000000000001
1.935523,20.617,3.948,1.752,0.654,25.493,22.423,20.606,19.58,19.004,0.5555,4.89,0.346
1.924057,20.358,2.463,0.793,0.58,21.404,21.072,20.295,20.007,19.601,0.358,1.11,0.42000000000000004
1.919954,18.542,6.3,5.375,0.758,19.731,18.905,18.559,18.32,18.226,0.1027,1.17,0.242
1.92782,20.991,2.055,0.485,0.05,23.499,22.711,20.934,20.056,19.731,0.5018,2.56,0.95
1.907709,20.851,3.136,2.533,0.055,23.569,21.495,20.712,20.553,20.16,0.2868,2.86,0.945
1.91263,19.99,2.981,2.125,0.05,23.415,21.239,19.919,19.12,18.536,0.4838,3.5,0.95
1.910606,20.175,2.56,0.774,0.582,24.213,21.431,20.115,19.681,19.388,0.2488,4.1,0.41800000000000004
1.915529,19.515,2.641,1.197,0.155,22.535,20.543,19.482,18.96,18.563,0.2143,3.05,0.845
1.935647,20.6,3.697,0.905,0.379,25.05,21.747,20.556,20.18,20.21,0.304,4.49,0.621
1.922823,21.366,1.878,0.563,0.05,22.678,22.163,21.046,20.568,20.228,0.4302,1.63,0.95
1.929871,18.063,4.267,2.647,0.963,19.259,18.351,18.058,17.757,17.677,0.0869,1.2,0.03700000000000003
1.952488,21.432,7.361,0.823,0.05,24.834,24.415,21.518,20.664,20.026,0.5075,3.32,0.95
1.942956,20.566,2.248,0.735,0.415,22.037,20.862,20.513,20.216,20.009,0.1293,1.52,0.585
1.942038,21.364,2.971,2.812,0.07,24.542,22.171,21.019,20.491,20.594,0.3545,3.52,0.9299999999999999
1.936707,20.566,2.116,0.685,0.309,22.758,21.593,20.477,20.093,19.778,0.3798,2.28,0.6910000000000001
1.94862,21.726,2.956,1.977,0.264,23.815,22.51,21.452,20.634,20.209,0.5784,2.36,0.736
1.939159,21.902,1.654,0.456,0.05,22.091,21.735,21.534,21.138,20.812,0.6148,0.56,0.95
1.939212,20.467,2.196,0.425,0.667,22.504,21.594,20.401,20.03,19.576,0.3866,2.1,0.33299999999999996
1.935926,21.822,1.894,0.922,0.05,23.119,22.336,21.485,21.271,21.463,0.3245,1.63,0.95
1.935862,21.929,2.971,1.179,0.05,24.741,22.405,21.936,21.661,21.795,0.1706,2.8,0.95
1.930255,20.496,3.004,1.873,0.766,24.824,22.128,20.451,19.406,18.885,0.552,4.37,0.23399999999999999
1.969934,21.383,2.681,1.496,0.437,22.149,21.654,21.159,20.709,20.216,0.6239,0.99,0.563
1.945292,20.192,3.643,1.479,0.462,22.364,21.493,20.105,19.351,18.98,0.481,2.26,0.538
1.921037,21.831,2.134,0.478,0.05,22.857,22.334,21.669,21.333,21.081,0.4259,1.19,0.95
1.904391,21.813,2.14,0.867,0.197,22.636,22.492,21.83,21.121,20.843,0.6674,0.81,0.8029999999999999
1.95435,21.427,7.361,0.932,0.395,21.885,21.808,21.502,20.879,21.434,0.2777,0.38,0.605
1.938735,19.603,3.225,0.98,0.677,23.232,21.068,19.613,19.041,18.783,0.289,3.62,0.32299999999999995
1.943407,19.834,2.646,1.131,0.569,22.279,21.077,19.813,19.251,18.945,0.318,2.47,0.43100000000000005
1.945315,20.394,5.021,1.664,0.2,23.02,21.834,20.425,19.865,19.313,0.4034,2.59,0.8
1.935436,20.891,2.498,1.14,0.455,22.035,21.399,20.7,20.551,20.97,0.1718,1.34,0.5449999999999999
1.947773,21.821,1.637,0.294,0.536,25.517,22.747,21.508,20.798,20.182,0.502,4.01,0.46399999999999997
1.936128,21.882,2.218,0.517,0.264,24.385,22.361,21.645,20.856,22.04,0.3099,2.74,0.736
1.946067,19.518,3.396,2.139,0.447,22.055,20.532,19.567,19.034,18.893,0.2136,2.49,0.5529999999999999
1.936115,21.299,2.327,0.643,0.489,22.76,22.538,21.113,20.494,20.807,0.4399,1.65,0.511
1.948857,19.911,2.456,1.099,0.248,22.669,21.305,19.921,19.288,18.957,0.3377,2.75,0.752
1.941309,21.32,2.382,0.719,0.45,24.563,22.519,21.128,20.404,20.225,0.454,3.43,0.55
1.939722,19.769,2.673,1.647,0.197,21.797,20.754,19.727,19.308,18.974,0.2997,2.07,0.8029999999999999
1.958238,17.484,6.79,6.92,0.294,20.005,18.254,17.191,16.634,16.194,0.1181,2.81,0.706
1.958354,21.889,2.318,0.456,0.701,22.718,22.145,21.505,21.081,20.677,0.507,1.21,0.29900000000000004
1.955063,21.367,2.655,0.694,0.3,24.999,22.348,21.243,20.488,20.222,0.5134,3.76,0.7
1.954351,21.997,2.168,0.357,0.729,22.67,22.218,21.576,20.757,20.432,0.6888,1.09,0.271
1.94731,20.927,2.794,2.39,0.27,23.796,21.97,20.788,20.222,20.55,0.3323,3.01,0.73
1.963607,20.29,2.262,0.553,0.526,21.64,20.92,20.199,19.946,19.671,0.3075,1.44,0.474
1.968995,20.427,5.602,7.081,0.08,21.28,20.725,20.201,19.889,19.87,0.2256,1.08,0.92
1.957715,21.22,2.971,3.182,0.174,23.791,22.389,21.391,21.035,22.149,0.2078,2.4,0.8260000000000001
1.983701,18.72,2.678,0.866,0.484,21.295,19.597,18.657,18.281,18.05,0.1513,2.64,0.516
1.982071,20.584,2.742,0.372,0.771,22.851,21.506,20.582,20.185,19.903,0.3446,2.27,0.22899999999999998
1.980803,21.813,2.061,1.065,0.054,24.32,22.524,21.644,21.081,21.946,0.2676,2.68,0.946
1.969162,19.741,2.661,0.558,0.869,23.384,21.309,19.718,19.18,18.811,0.3242,3.67,0.131
1.973878,21.977,2.058,0.456,0.05,24.092,24.391,21.81,21.365,20.663,0.4292,2.28,0.95
1.97537,17.268,5.591,4.889,0.839,19.308,18.203,17.273,16.837,16.608,0.1958,2.04,0.16100000000000003
1.968861,20.469,3.875,1.262,0.506,21.962,20.962,20.573,20.42,20.514,0.1938,1.39,0.494
1.970936,20.004,2.509,0.734,0.565,22.526,21.263,20.007,19.486,19.396,0.3474,2.52,0.43500000000000005
1.984029,20.089,2.421,0.542,0.877,23.839,21.74,20.093,19.513,19.02,0.3725,3.75,0.123
1.885849,21.07,7.359,1.598,0.23,23.638,21.966,21.095,20.319,19.931,0.5892,2.54,0.77
1.872165,20.978,2.354,0.541,0.634,22.468,21.717,20.907,20.291,20.465,0.5129,1.56,0.366
1.900791,20.984,2.97,0.906,0.332,24.933,22.431,21.06,20.587,19.836,0.428,3.87,0.6679999999999999
1.898564,20.93,4.177,1.948,0.617,23.599,22.38,20.909,20.061,19.383,0.5304,2.69,0.383
1.888181,20.976,2.97,5.555,0.214,25.268,22.528,21.091,20.016,19.462,0.5681,4.18,0.786
1.902514,20.885,2.96,1.718,0.306,22.246,21.489,20.899,20.508,20.565,0.3079,1.35,0.694
1.907221,20.512,2.97,3.021,0.821,22.739,21.603,20.127,19.294,18.67,0.493,2.61,0.17900000000000005
1.901532,21.84,2.35,1.288,0.475,22.261,22.504,21.822,21.21,21.705,0.3649,0.44,0.525
1.900189,21.443,2.082,0.98,0.05,22.801,22.013,21.361,20.885,20.597,0.5031,1.44,0.95
1.914362,21.097,7.359,0.744,0.635,23.007,21.752,21.159,20.359,20.183,0.6492,1.85,0.365
1.910175,21.923,2.698,1.011,0.4,22.743,22.386,21.722,20.819,19.914,0.6719,1.02,0.6
1.915808,18.192,4.276,4.187,0.35,19.551,18.475,18.15,17.942,17.753,0.0496,1.4,0.65
1.906653,21.77,2.353,0.708,0.05,24.76,22.682,21.887,20.938,20.008,0.6044,2.87,0.95
1.903291,19.212,2.992,1.065,0.707,22.195,20.213,19.14,18.563,18.244,0.2017,3.06,0.29300000000000004
1.909266,21.94,2.232,1.536,0.05,22.992,22.266,21.712,20.891,20.525,0.6906,1.28,0.95
1.903136,20.781,7.359,1.015,0.508,22.931,21.246,20.789,20.641,20.69,0.1435,2.14,0.492
1.926849,21.309,1.749,0.392,0.35,23.986,22.393,21.157,20.672,20.873,0.3726,2.83,0.65
1.918617,15.132,20.14,15.345,0.862,16.516,15.355,14.843,14.572,14.411,0.0242,1.67,0.138
1.919878,20.628,2.942,0.403,1.0,20.258,20.172,20.755,20.538,20.544,0.319,-0.5,0.0
1.920819,21.349,1.648,0.317,0.707,21.237,21.05,21.178,21.189,21.528,0.2194,0.06,0.29300000000000004
1.922648,21.972,1.792,0.405,0.435,22.123,21.631,21.842,22.067,23.16,0.1221,0.28,0.565
1.922663,21.884,1.748,0.467,0.389,21.872,22.018,21.705,21.844,23.34,0.1359,0.17,0.611
1.914023,21.959,1.676,0.555,0.182,22.656,22.224,21.763,21.654,22.322,0.1734,0.89,0.8180000000000001
1.919954,19.899,2.725,1.121,0.85,22.786,21.097,19.882,19.417,18.965,0.3028,2.9,0.15000000000000002
1.927598,20.746,2.23,0.996,0.376,22.297,21.083,20.584,20.264,20.117,0.1638,1.71,0.624
1.924643,21.055,2.97,13.51,0.27,24.313,21.004,19.994,19.661,19.052,0.3197,4.32,0.73
1.925423,21.453,7.359,1.528,0.366,24.242,22.507,21.398,20.895,21.373,0.3294,2.84,0.634
1.919794,21.665,3.607,0.985,0.05,23.239,22.382,21.538,21.76,22.245,0.1693,1.7,0.95
1.937442,19.703,2.935,1.814,0.224,21.173,20.052,19.619,19.324,19.376,0.1295,1.55,0.776
1.92511,20.309,2.7,0.935,0.64,26.272,21.722,20.237,19.506,19.049,0.4515,6.04,0.36
1.937033,19.164,2.629,0.539,0.228,22.32,20.373,19.208,18.673,18.417,0.218,3.11,0.772
1.912901,21.315,1.958,0.525,0.4,24.903,22.713,21.229,20.59,20.082,0.4195,3.67,0.6
1.95057,20.632,3.027,3.459,0.066,23.002,21.349,20.473,19.997,19.927,0.323,2.53,0.9339999999999999
1.942611,21.881,2.579,1.497,0.05,22.415,23.008,21.589,20.86,20.289,0.5217,0.83,0.95
1.927164,21.758,2.623,1.617,0.1,22.162,22.747,21.624,20.783,20.314,0.6112,0.54,0.9
1.944534,21.447,2.408,2.081,0.085,22.036,22.11,20.993,20.445,20.363,0.4972,1.04,0.915
1.93142,20.565,3.293,2.333,0.598,21.969,21.476,20.312,19.801,19.727,0.4528,1.66,0.402
1.955776,19.808,3.141,1.687,0.206,24.705,21.309,19.711,19.063,18.614,0.3804,4.99,0.794
1.929334,21.636,2.57,0.899,0.322,24.423,22.98,21.478,20.598,20.19,0.5128,2.94,0.6779999999999999
1.963017,20.918,7.361,0.725,0.625,25.651,22.186,20.988,19.59,18.9,0.6735,4.66,0.375
1.966043,20.658,3.248,3.058,0.552,22.304,21.473,20.504,20.219,19.612,0.3904,1.8,0.44799999999999995
1.96615,21.638,2.437,1.667,0.068,23.969,21.814,21.325,20.942,23.589,0.1837,2.64,0.9319999999999999
1.942905,21.273,2.596,0.901,0.25,22.256,21.665,21.254,21.059,20.569,0.3966,1.0,0.75
1.954125,21.941,2.971,0.729,0.35,22.897,23.468,22.056,21.392,21.457,0.5166,0.84,0.65
1.92108,18.266,3.408,1.445,0.969,21.853,19.488,18.129,17.55,17.224,0.2365,3.72,0.031000000000000028
1.915918,18.847,3.275,1.284,0.783,22.221,20.381,18.764,18.11,17.723,0.3345,3.46,0.21699999999999997
1.917364,19.964,2.492,0.676,0.646,23.625,21.492,19.91,19.265,18.825,0.3832,3.72,0.354
1.913679,20.892,2.804,1.397,0.399,24.747,22.176,20.839,20.556,20.055,0.3529,3.91,0.601
1.925291,20.203,2.33,0.759,0.35,20.837,20.375,20.094,19.818,19.924,0.1954,0.74,0.65
1.924136,19.963,2.706,1.85,0.25,21.75,20.845,19.844,19.426,19.172,0.3319,1.91,0.75
1.925261,21.277,2.569,0.392,1.0,23.704,22.763,21.164,20.574,19.847,0.4435,2.54,0.0
1.924248,21.377,1.925,1.149,0.069,24.094,22.072,21.19,20.817,21.987,0.2079,2.9,0.931
1.918525,21.994,2.97,8.062,0.05,25.749,22.681,21.729,21.11,20.623,0.4814,4.02,0.95
1.927404,20.57,2.151,0.456,0.782,22.69,21.246,20.538,20.087,19.739,0.3035,2.15,0.21799999999999997
1.913189,21.909,2.693,1.725,0.239,23.543,22.378,21.625,21.544,20.872,0.3583,1.92,0.761
1.944188,21.418,1.612,0.294,0.877,22.591,21.98,21.22,20.973,20.433,0.3692,1.37,0.123
1.931759,21.294,2.452,0.595,0.709,25.43,22.325,21.183,20.164,20.052,0.5711,4.25,0.29100000000000004
1.942601,20.074,2.769,0.848,0.744,23.576,21.765,20.031,19.285,18.987,0.4386,3.55,0.256
1.948967,21.585,2.97,3.842,0.269,24.039,22.334,21.252,20.845,23.376,0.2163,2.79,0.731
1.925757,20.965,2.427,0.681,0.283,23.035,23.17,20.99,19.935,19.47,0.5568,2.05,0.7170000000000001
1.937961,21.406,1.673,0.366,0.286,24.069,22.462,21.262,20.658,20.772,0.414,2.81,0.714
1.937978,21.615,2.287,0.387,0.681,22.476,22.238,21.407,21.037,20.975,0.4867,1.07,0.31899999999999995
1.942288,19.283,4.966,1.73,0.658,22.253,20.772,19.327,18.707,18.451,0.3051,2.93,0.34199999999999997
1.953026,21.002,1.642,0.34,0.65,23.6,22.262,20.822,20.12,19.849,0.4333,2.78,0.35
1.94726,20.844,2.97,1.038,0.05,22.18,21.71,20.923,20.593,20.577,0.4148,1.26,0.95
1.931109,21.761,2.97,0.712,0.629,22.71,22.368,21.745,21.748,21.006,0.3759,0.96,0.371
1.94807,21.466,1.929,0.617,0.05,23.365,22.051,21.261,21.146,20.907,0.2919,2.1,0.95
1.935006,20.928,3.067,1.705,0.266,22.892,21.45,20.912,20.407,20.686,0.2582,1.98,0.734
1.950803,20.655,7.359,2.708,0.191,23.466,21.975,20.449,19.928,19.482,0.3514,3.02,0.8089999999999999
1.967961,18.564,2.262,0.4,0.995,19.789,18.988,18.555,18.007,17.986,0.1307,1.23,0.0050000000000000044
1.962683,17.612,3.919,1.721,0.575,20.635,18.638,17.57,17.072,16.704,0.1425,3.07,0.42500000000000004
1.96452,19.013,2.92,1.148,0.818,21.921,19.829,18.927,18.253,17.974,0.2191,2.99,0.18200000000000005
1.961587,21.566,1.469,0.322,0.061,23.395,21.776,21.321,20.806,20.555,0.3452,2.07,0.9390000000000001
1.967827,19.447,2.374,0.509,0.722,21.137,20.148,19.408,18.93,18.686,0.2003,1.73,0.278
1.964054,21.234,2.293,0.529,0.65,22.995,22.004,21.058,20.583,20.396,0.4214,1.94,0.35
1.954609,20.523,2.711,1.1,0.325,22.839,21.84,20.509,20.089,19.988,0.3896,2.33,0.675
1.946465,20.409,1.903,0.515,0.163,23.721,21.772,20.298,19.515,19.186,0.4571,3.42,0.837
1.947495,21.401,7.359,2.023,0.308,25.073,23.649,21.332,23.409,21.766,0.3519,3.74,0.692
1.953735,21.116,2.098,0.568,0.514,22.244,21.927,21.004,20.455,20.063,0.528,1.24,0.486
1.960162,21.616,2.97,2.096,0.15,23.341,22.394,21.4,20.912,22.799,0.238,1.94,0.85
1.958047,20.498,7.359,2.659,0.63,22.363,21.64,20.441,19.961,20.092,0.4218,1.92,0.37
1.970727,21.353,2.565,0.884,0.05,23.73,22.234,21.412,21.121,21.026,0.305,2.32,0.95
1.953463,21.477,7.359,0.969,0.061,22.783,21.969,21.57,21.064,21.142,0.4117,1.21,0.9390000000000001
1.955862,21.101,7.359,2.46,0.486,21.647,21.997,20.865,20.424,19.852,0.4736,0.78,0.514
1.959802,20.025,3.166,0.723,1.0,25.346,21.572,20.048,19.328,18.882,0.4403,5.3,0.0
1.986874,21.027,2.447,0.721,0.58,22.58,21.834,20.953,20.416,20.573,0.4577,1.63,0.42000000000000004
1.980175,20.988,2.97,1.16,0.15,21.981,21.849,21.175,21.382,21.162,0.3439,0.81,0.85
1.966493,21.596,2.701,0.887,0.174,23.691,22.253,21.413,21.066,21.855,0.2007,2.28,0.8260000000000001
1.972025,21.044,2.511,0.594,0.668,26.153,22.643,21.056,20.171,19.67,0.5015,5.1,0.33199999999999996
1.96663,21.16,2.183,1.034,0.2,24.169,22.521,20.949,20.146,19.78,0.4738,3.22,0.8
1.992807,21.853,2.585,0.456,0.094,24.576,22.858,21.836,21.054,20.928,0.5425,2.74,0.906
1.970017,21.158,1.847,0.456,0.1,22.847,22.226,21.054,20.65,20.31,0.4226,1.79,0.9
1.972076,21.647,2.15,0.456,0.096,22.927,22.232,21.513,21.476,21.352,0.3275,1.41,0.904
1.975674,20.209,3.054,1.21,0.4,21.74,20.72,20.234,20.037,19.812,0.1972,1.51,0.6
1.965772,21.675,1.793,0.708,0.064,23.508,22.868,21.509,20.653,20.37,0.5409,2.0,0.9359999999999999
1.980137,20.497,2.617,0.588,0.979,23.664,22.162,20.514,19.976,19.716,0.3768,3.15,0.02100000000000002
1.985635,20.495,2.102,0.512,0.3,23.643,21.91,20.364,19.786,19.47,0.3652,3.28,0.7
1.980489,20.169,2.861,0.65,1.0,23.347,21.531,20.151,19.558,19.246,0.3201,3.2,0.0
1.970138,21.687,2.425,2.165,0.051,23.643,22.655,21.477,21.609,22.529,0.1483,2.17,0.949
1.990731,20.322,3.77,1.142,0.515,24.049,21.806,20.281,19.803,19.574,0.3419,3.77,0.485
1.996159,21.277,2.483,1.33,0.435,24.581,22.386,21.076,20.144,19.699,0.5404,3.5,0.565
1.988718,19.308,2.799,0.764,0.994,22.943,20.908,19.279,18.675,18.199,0.351,3.66,0.006000000000000005
2.001512,20.046,3.219,2.125,0.634,22.11,21.159,19.965,19.597,19.221,0.3573,2.14,0.366
1.995048,20.862,2.556,0.665,0.498,25.996,21.909,20.687,19.952,19.558,0.469,5.31,0.502
2.002654,21.553,1.716,0.387,0.05,25.999,22.742,21.311,20.612,20.126,0.4623,4.69,0.95
1.996829,20.151,2.876,1.28,0.399,23.771,21.728,20.13,19.567,19.378,0.3517,3.64,0.601
1.999463,19.654,3.978,1.294,0.65,23.819,21.299,19.599,18.904,18.549,0.3995,4.22,0.35
1.998901,19.94,2.392,0.572,0.9,25.015,21.637,19.914,19.427,19.014,0.3505,5.1,0.09999999999999998
1.954196,21.278,2.337,0.652,0.05,23.347,22.491,21.243,20.859,21.539,0.2852,2.1,0.95
1.962891,21.932,2.971,2.055,0.199,22.573,22.507,21.638,20.739,20.967,0.5747,0.93,0.8009999999999999
