DE_ICRS,petroMag_r,rPrad,rdVrad,rdVell,umag,gmag,rmag,imag,zmag,<zph>,u_r,expAB_r
2.261459,19.918,2.407,0.872,0.939,26.033,21.537,19.977,19.425,19.058,0.3189,6.06,0.061000000000000054
2.275264,21.589,2.445,0.977,0.05,24.061,22.265,21.396,20.976,20.561,0.4108,2.66,0.95
2.265322,20.779,2.006,0.375,0.843,25.532,22.469,20.773,20.072,19.709,0.4358,4.76,0.15700000000000003
2.277027,20.559,1.991,0.353,0.364,23.608,21.741,20.554,20.081,19.869,0.3081,3.05,0.636
2.286137,21.077,2.97,2.393,0.224,25.016,22.185,20.917,20.305,19.951,0.3841,4.1,0.776
2.27458,21.219,3.255,2.15,0.4,22.789,22.498,21.14,20.631,20.3,0.4119,1.65,0.6
2.266998,20.381,2.486,0.854,0.756,25.368,21.787,20.352,19.744,19.323,0.3635,5.02,0.244
2.286358,20.786,3.174,4.293,0.307,21.856,21.556,20.59,20.243,20.155,0.4247,1.27,0.6930000000000001
2.275357,20.011,1.894,0.438,0.384,24.827,21.232,19.983,19.434,19.132,0.2823,4.84,0.616
2.277191,20.645,2.515,1.068,0.473,23.421,21.522,20.574,20.257,20.444,0.252,2.85,0.527
2.289668,19.626,3.58,1.14,0.908,23.972,21.057,19.492,18.843,18.503,0.3481,4.48,0.09199999999999997
2.293209,20.263,3.16,0.934,0.681,25.015,21.959,20.231,19.555,19.097,0.4134,4.78,0.31899999999999995
2.300579,18.432,4.654,1.733,0.822,22.005,19.881,18.411,17.896,17.647,0.2677,3.59,0.17800000000000005
2.303393,20.55,3.679,0.763,0.743,23.862,22.307,20.634,19.76,19.355,0.5,3.23,0.257
2.287372,20.344,3.262,1.249,0.755,25.086,21.755,20.234,19.57,19.356,0.406,4.85,0.245
2.30093,21.864,1.487,0.819,0.05,22.173,22.311,21.418,21.61,22.454,0.1476,0.75,0.95
2.306803,21.722,2.136,0.497,0.85,22.771,22.236,21.43,21.09,21.156,0.395,1.34,0.15000000000000002
2.290235,21.84,2.789,2.102,0.15,25.875,22.454,21.542,20.734,20.105,0.5821,4.33,0.85
2.301774,20.28,7.36,2.42,0.244,21.857,21.076,20.321,20.024,19.53,0.3233,1.54,0.756
2.302195,21.195,1.901,0.439,0.53,25.327,22.661,21.156,20.68,20.238,0.3574,4.17,0.47
2.18294,20.587,3.313,3.948,0.55,21.804,20.976,20.144,19.791,19.499,0.3408,1.66,0.44999999999999996
2.187575,19.821,7.361,1.706,0.486,22.044,20.95,19.926,19.466,19.079,0.339,2.12,0.514
2.183482,20.941,7.361,2.558,0.306,22.511,21.794,20.694,19.898,19.966,0.5485,1.82,0.694
2.208131,18.375,3.174,1.575,0.417,21.359,19.56,18.341,17.896,17.581,0.1957,3.02,0.583
2.201147,21.004,2.971,3.718,0.7,22.074,21.975,20.91,21.209,20.793,0.3555,1.16,0.30000000000000004
2.19029,20.924,1.618,0.295,0.499,22.94,21.976,20.862,20.507,20.194,0.395,2.08,0.501
2.20525,21.234,2.412,1.896,0.7,23.529,22.128,20.883,20.176,20.167,0.4979,2.65,0.30000000000000004
2.204092,20.828,2.126,0.524,0.142,23.721,22.838,20.908,20.509,20.211,0.3699,2.81,0.858
2.198772,19.923,2.656,3.297,0.235,21.386,20.497,19.857,19.707,19.557,0.2503,1.53,0.765
2.201551,19.846,2.533,1.812,0.692,21.144,20.777,19.83,19.588,19.587,0.3681,1.31,0.30800000000000005
2.192112,20.198,2.279,1.104,0.461,23.556,21.333,20.157,19.761,19.331,0.26,3.4,0.5389999999999999
2.208955,21.324,7.361,15.353,0.05,26.297,22.499,20.369,19.774,18.833,0.4696,5.93,0.95
2.206802,20.093,2.122,0.883,0.357,21.706,20.886,20.01,19.685,19.269,0.3171,1.7,0.643
2.215859,19.836,2.99,2.125,0.437,20.897,20.312,19.839,19.567,19.338,0.2222,1.06,0.563
2.218266,21.991,2.132,0.9,0.2,21.847,22.509,21.853,22.402,21.859,0.4049,-0.01,0.8
2.194849,19.297,2.789,1.144,0.609,22.797,21.013,19.267,18.674,18.148,0.3693,3.53,0.391
2.192559,20.185,7.361,3.155,0.372,22.54,21.17,20.195,20.037,19.426,0.3408,2.34,0.628
2.189984,21.181,1.749,0.646,0.149,24.617,23.177,21.127,20.636,20.725,0.39,3.49,0.851
2.213017,21.928,3.163,1.873,0.201,22.889,22.673,21.718,21.636,20.265,0.4218,1.17,0.7989999999999999
2.220412,21.148,1.787,0.456,0.088,26.336,22.654,21.066,20.46,20.37,0.4051,5.27,0.912
2.220125,20.428,2.349,0.917,0.892,23.957,22.035,20.286,19.692,18.939,0.4273,3.67,0.10799999999999998
2.222009,21.368,1.54,0.302,0.1,22.521,21.734,21.264,20.822,20.062,0.5456,1.26,0.9
2.207017,21.206,1.848,0.567,0.18,21.916,22.033,21.085,20.82,20.32,0.4284,0.83,0.8200000000000001
2.225677,20.776,1.907,0.808,0.767,22.411,21.728,20.602,20.265,19.792,0.4156,1.81,0.23299999999999998
2.227486,20.883,2.034,0.882,0.644,22.1,21.737,20.772,20.504,20.24,0.3758,1.33,0.356
2.219647,19.715,3.796,2.798,0.644,21.067,20.613,19.451,19.168,18.858,0.3769,1.62,0.356
2.218642,21.16,2.767,0.669,0.85,22.161,21.858,21.15,20.937,19.893,0.4311,1.01,0.15000000000000002
2.215351,20.741,1.779,0.562,0.427,21.562,21.324,20.72,20.42,20.283,0.4077,0.84,0.573
2.229594,20.221,2.969,1.631,0.65,21.428,21.068,20.034,19.82,19.277,0.3688,1.39,0.35
2.230949,20.86,2.57,1.877,0.232,22.571,21.271,20.591,20.344,21.834,0.1536,1.98,0.768
2.236835,20.359,3.922,0.503,0.813,23.24,22.222,20.441,19.764,19.179,0.4329,2.8,0.18700000000000006
2.23154,21.366,2.423,1.132,0.472,22.156,22.113,21.36,21.307,21.821,0.2041,0.8,0.528
2.220969,20.565,3.55,0.885,0.668,22.772,21.579,20.575,20.167,20.028,0.3798,2.2,0.33199999999999996
2.224133,21.7,1.838,0.423,0.05,22.795,23.545,21.734,21.088,21.184,0.4704,1.06,0.95
2.253154,20.075,2.096,0.917,0.688,24.895,21.947,19.944,19.27,18.748,0.3977,4.95,0.31200000000000006
2.230652,18.94,2.398,1.091,0.738,20.459,19.266,18.814,18.559,18.415,0.1034,1.64,0.262
2.237297,19.195,3.903,1.658,0.8,25.366,20.768,19.165,18.558,18.104,0.3367,6.2,0.19999999999999996
2.225907,21.045,1.933,0.534,0.05,25.742,22.561,21.062,20.371,20.142,0.4174,4.68,0.95
2.244635,19.175,3.558,1.931,0.523,21.805,19.848,19.097,18.726,18.662,0.1481,2.71,0.477
2.246855,21.255,2.311,1.374,0.425,24.506,22.137,21.017,20.585,20.062,0.3926,3.49,0.575
2.246931,21.169,2.009,0.988,0.1,22.761,21.714,21.192,21.091,21.583,0.1556,1.57,0.9
2.233815,21.525,1.968,1.359,0.2,24.083,22.59,21.277,21.058,20.573,0.3773,2.81,0.8
2.234845,20.971,2.679,0.403,0.958,26.083,22.245,21.004,20.168,19.545,0.5075,5.08,0.04200000000000004
2.245342,21.46,3.2,4.553,0.338,23.324,22.376,21.293,21.05,21.384,0.2734,2.03,0.6619999999999999
2.248337,21.41,2.357,0.885,0.055,25.116,22.368,21.627,21.587,22.999,0.1468,3.49,0.945
2.253836,20.131,2.815,1.008,0.705,22.433,21.478,20.01,19.335,18.784,0.4334,2.42,0.29500000000000004
2.249634,21.522,7.361,3.297,0.05,22.261,22.421,21.374,21.128,21.399,0.3803,0.89,0.95
2.243087,20.924,1.703,0.745,0.594,25.388,22.034,20.903,20.507,20.879,0.2788,4.49,0.406
2.263908,18.787,4.618,5.223,0.728,20.629,19.473,18.684,18.343,18.084,0.1917,1.95,0.272
2.254993,20.516,2.316,0.765,0.05,22.425,20.994,20.377,20.077,19.745,0.1951,2.05,0.95
2.26046,20.535,2.375,1.124,0.257,21.828,20.939,20.365,20.015,20.119,0.2103,1.46,0.743
2.262908,21.519,2.97,3.835,0.122,23.829,22.098,21.149,21.122,23.669,0.1722,2.68,0.878
2.253257,21.893,2.97,2.909,0.25,25.842,22.508,21.38,21.233,21.992,0.2088,4.46,0.75
2.215483,21.193,2.971,1.665,0.623,26.351,22.066,21.114,20.686,20.105,0.3706,5.24,0.377
2.212846,21.652,2.435,0.569,0.648,22.935,22.593,21.498,21.2,20.675,0.4231,1.44,0.352
2.229373,20.473,2.837,3.126,0.222,22.433,21.163,20.396,20.092,19.437,0.3256,2.04,0.778
2.222222,20.594,11.31,3.317,0.531,21.319,21.838,20.64,21.232,19.88,0.3941,0.68,0.469
2.218707,21.29,2.054,0.366,0.054,23.091,22.531,21.289,21.046,20.55,0.4268,1.8,0.946
2.205439,19.907,27.93,10.288,0.237,27.255,22.312,20.48,19.993,20.631,0.3247,6.77,0.763
2.207836,19.415,43.783,13.843,0.785,19.824,22.672,19.453,19.221,19.578,0.3355,0.37,0.21499999999999997
2.218244,21.278,2.971,3.919,0.197,23.106,22.206,21.235,20.514,19.839,0.555,1.87,0.8029999999999999
2.235715,18.46,3.458,3.322,0.563,20.103,19.171,18.456,18.089,17.883,0.1958,1.65,0.43700000000000006
2.233434,20.915,2.1,1.156,0.28,22.164,21.725,20.965,20.764,20.415,0.3585,1.2,0.72
2.230324,19.29,3.393,3.063,0.37,21.558,20.29,19.271,18.793,18.549,0.2399,2.29,0.63
2.23935,21.294,2.971,1.342,0.457,22.22,22.471,21.288,20.842,23.658,0.2075,0.93,0.5429999999999999
2.245333,19.847,2.949,2.51,0.705,21.807,20.725,19.769,19.467,19.23,0.3038,2.04,0.29500000000000004
2.238271,21.741,2.545,1.077,0.308,26.2,22.461,21.563,21.345,23.624,0.2054,4.64,0.692
2.273099,19.996,2.184,0.423,0.929,21.545,20.654,19.912,19.53,19.54,0.2333,1.63,0.07099999999999995
2.259363,20.2,2.516,0.627,0.76,23.522,21.93,20.191,19.377,19.311,0.4508,3.33,0.24
2.25923,21.893,2.046,0.858,0.05,23.874,24.217,21.858,20.937,20.338,0.5292,2.02,0.95
2.260584,19.676,3.329,0.901,1.0,22.692,21.161,19.591,19.019,18.654,0.3383,3.1,0.0
2.265748,20.939,11.309,1.552,0.31,22.953,21.668,21.301,21.321,20.996,0.1974,1.65,0.69
2.254296,20.794,3.989,1.246,0.422,22.86,21.389,20.736,20.459,20.149,0.2412,2.12,0.5780000000000001
2.256265,21.732,1.761,0.756,0.05,24.876,22.213,21.62,21.088,22.696,0.2174,3.26,0.95
2.258001,20.668,3.985,1.598,0.598,21.813,21.566,20.681,20.323,20.154,0.446,1.13,0.402
2.263664,21.853,2.348,0.628,0.172,21.951,21.982,21.601,20.955,20.56,0.7164,0.35,0.8280000000000001
2.273016,19.931,2.877,1.395,0.499,21.731,21.002,19.907,19.543,19.15,0.3825,1.82,0.501
2.27629,21.567,3.23,1.447,0.268,24.886,22.232,21.432,20.982,20.946,0.3116,3.45,0.732
2.264559,21.377,3.111,2.047,0.35,25.24,23.018,21.239,20.437,19.785,0.4915,4.0,0.65
2.285074,21.561,2.353,0.512,0.1,24.953,22.779,21.355,20.848,20.064,0.4333,3.6,0.9
2.264898,21.125,7.36,1.687,0.517,22.14,21.984,21.195,20.283,20.177,0.6666,0.95,0.483
2.276728,21.339,3.013,0.57,0.463,24.917,22.955,21.371,20.434,19.973,0.5276,3.55,0.5369999999999999
2.274401,20.805,3.609,2.087,0.4,26.206,22.7,20.524,19.566,19.214,0.503,5.68,0.6
2.274709,19.149,2.724,1.718,0.75,20.598,19.495,19.085,18.739,18.561,0.1053,1.51,0.25
2.2778,21.38,7.361,1.922,0.082,24.339,22.144,21.332,20.788,20.984,0.3155,3.01,0.918
2.286423,20.535,2.086,0.585,0.617,24.128,21.706,20.507,19.984,19.429,0.3708,3.62,0.383
2.272669,21.246,2.726,2.047,0.2,23.328,22.176,21.018,20.594,21.053,0.3045,2.31,0.8
2.282334,21.349,7.36,3.138,0.165,22.225,21.926,21.33,21.352,21.43,0.2872,0.9,0.835
2.269605,21.839,1.862,0.456,0.186,24.665,23.61,21.601,20.323,19.864,0.6286,3.06,0.8140000000000001
2.268621,21.373,11.308,1.008,0.05,26.196,25.417,21.947,21.032,20.372,0.5029,4.25,0.95
2.273695,21.447,3.516,1.729,0.7,24.242,23.419,21.265,20.072,19.325,0.6244,2.98,0.30000000000000004
2.302769,21.723,1.775,0.456,0.05,24.462,23.324,21.574,20.621,19.857,0.5498,2.89,0.95
2.297732,20.113,4.041,2.125,0.724,21.872,20.574,20.064,19.819,19.498,0.1678,1.81,0.276
2.297472,21.708,2.488,1.289,0.115,23.238,22.6,21.591,21.103,21.368,0.4446,1.65,0.885
2.307488,19.971,2.647,1.099,0.65,21.904,20.908,19.911,19.532,19.636,0.3112,1.99,0.35
2.297613,19.989,2.435,1.298,0.204,23.421,21.175,19.914,19.377,18.917,0.3197,3.51,0.796
2.294002,21.517,7.36,1.293,0.788,24.045,22.073,21.427,20.378,19.912,0.6775,2.62,0.21199999999999997
2.295176,21.667,1.853,0.909,0.05,24.832,22.946,21.265,20.979,19.917,0.4227,3.57,0.95
2.294498,21.588,2.97,1.427,0.201,25.616,23.064,21.669,20.707,20.233,0.547,3.95,0.7989999999999999
2.249805,20.754,1.943,0.837,0.577,23.144,22.107,20.669,20.143,19.84,0.3675,2.47,0.42300000000000004
2.244992,21.94,1.332,3.346,0.05,22.482,23.085,21.189,21.058,21.072,0.3837,1.29,0.95
2.254837,20.681,18.021,1.452,0.645,24.485,21.749,21.086,22.4,21.815,0.2701,3.4,0.355
2.261438,19.618,3.525,3.347,0.296,22.023,20.713,19.512,19.101,18.663,0.3153,2.51,0.704
2.26921,21.376,7.36,1.576,0.05,23.122,23.557,21.539,21.068,21.069,0.4194,1.58,0.95
2.285964,20.299,2.005,0.485,0.641,21.692,21.163,20.244,19.615,19.306,0.5639,1.45,0.359
2.276488,21.339,2.169,0.786,0.25,23.106,22.339,21.34,21.271,20.833,0.3838,1.77,0.75
2.281401,18.112,4.119,1.342,0.873,21.511,19.551,18.114,17.615,17.292,0.2435,3.4,0.127
2.271992,19.283,3.725,1.028,0.724,22.024,20.811,19.32,18.792,18.432,0.3081,2.7,0.276
2.276314,21.983,1.767,0.391,0.05,24.287,22.502,21.72,21.354,21.905,0.2236,2.57,0.95
2.28068,21.701,1.551,0.525,0.05,22.73,22.456,21.336,21.058,20.716,0.4336,1.39,0.95
2.273057,20.78,2.072,0.373,0.544,23.024,22.172,20.707,20.372,19.934,0.3635,2.32,0.45599999999999996
2.285729,21.876,3.354,1.44,0.2,23.219,22.341,21.536,21.818,21.735,0.3028,1.68,0.8
2.269833,21.832,1.629,0.508,0.509,23.596,22.53,21.583,21.497,21.429,0.3494,2.01,0.491
2.296869,21.373,11.308,1.918,0.154,22.215,22.054,21.42,21.656,21.62,0.2954,0.79,0.846
2.29752,20.206,3.107,2.73,0.388,23.045,21.541,20.065,19.54,19.025,0.3715,2.98,0.612
2.30381,21.266,7.36,4.163,0.278,21.785,21.645,20.783,20.79,22.63,0.1303,1.0,0.722
2.293311,21.703,1.942,0.815,0.05,25.601,22.787,21.445,20.781,20.45,0.4237,4.16,0.95
2.299471,19.816,2.97,6.374,0.915,21.518,20.319,19.768,19.562,19.181,0.2101,1.75,0.08499999999999996
2.29965,21.268,2.112,0.708,0.232,23.859,22.04,21.151,20.753,21.451,0.2157,2.71,0.768
2.295811,21.54,2.074,0.978,0.182,24.528,22.493,21.416,20.759,20.946,0.4181,3.11,0.8180000000000001
2.285161,21.519,2.542,2.212,0.21,23.315,21.797,21.369,20.969,21.863,0.1811,1.95,0.79
2.289418,20.696,3.192,1.137,0.542,26.433,21.999,20.625,19.95,19.585,0.4275,5.81,0.45799999999999996
2.288939,21.287,3.526,1.823,0.66,23.009,22.004,21.228,20.308,19.715,0.6927,1.78,0.33999999999999997
2.306989,21.576,2.97,2.12,0.238,25.984,22.145,21.517,20.803,20.257,0.5059,4.47,0.762
2.305277,19.457,4.138,3.234,0.595,20.719,20.279,19.393,19.103,18.849,0.3464,1.33,0.405
2.307893,21.658,2.406,1.132,0.05,23.417,22.736,21.508,20.905,21.053,0.4799,1.91,0.95
2.311058,20.064,3.483,1.199,0.627,22.035,20.502,19.985,19.727,19.758,0.1306,2.05,0.373
2.319779,20.531,2.343,0.656,0.9,24.087,22.075,20.491,19.832,19.457,0.4006,3.6,0.09999999999999998
2.317497,20.777,2.243,0.694,0.401,24.758,22.349,20.711,20.112,19.621,0.3963,4.05,0.599
2.318159,21.095,11.308,0.74,0.159,24.772,22.786,21.466,20.987,21.795,0.3328,3.31,0.841
2.313189,21.042,1.794,0.401,0.354,24.828,22.522,20.973,20.325,19.893,0.4223,3.86,0.646
2.303714,21.752,2.97,1.309,0.15,23.633,22.906,21.488,20.994,21.459,0.353,2.14,0.85
2.312807,20.117,2.627,1.063,0.353,22.312,21.481,20.001,19.465,18.975,0.3957,2.31,0.647
2.317249,21.484,2.262,0.569,0.582,22.843,22.369,21.172,20.43,19.942,0.5353,1.67,0.41800000000000004
2.3084,20.738,2.186,0.353,0.694,23.207,22.278,20.558,19.882,19.504,0.4144,2.65,0.30600000000000005
2.326677,19.112,11.308,1.08,0.785,23.027,20.871,19.242,18.738,18.319,0.3136,3.78,0.21499999999999997
2.298182,21.866,2.377,2.125,0.11,22.985,22.501,21.557,21.17,22.362,0.2121,1.43,0.89
2.321724,20.723,2.97,0.862,0.571,23.884,22.721,20.871,19.885,19.429,0.5332,3.01,0.42900000000000005
2.301333,21.714,2.321,1.491,0.55,23.11,22.047,21.372,20.547,20.395,0.6661,1.74,0.44999999999999996
2.316485,21.446,1.859,0.57,0.05,24.94,23.148,21.377,20.89,21.088,0.3689,3.56,0.95
2.318196,21.279,2.825,1.704,0.25,24.538,22.938,21.246,20.175,19.732,0.5663,3.29,0.75
2.319338,21.841,2.29,0.766,0.28,25.803,24.504,21.645,20.432,20.153,0.5347,4.16,0.72
2.312525,20.991,1.959,0.411,0.05,23.037,22.259,20.904,20.414,20.006,0.3976,2.13,0.95
2.310787,20.675,2.97,5.066,0.1,22.19,21.673,20.492,19.873,19.499,0.4848,1.7,0.9
2.345769,21.712,2.865,0.633,0.05,22.86,21.959,21.63,21.244,22.771,0.1745,1.23,0.95
2.343654,21.226,2.507,1.194,0.456,23.607,22.368,21.31,20.858,20.998,0.3815,2.3,0.544
2.342419,21.722,2.97,2.199,0.15,23.046,22.089,21.443,21.469,22.099,0.145,1.6,0.85
2.348741,21.011,2.746,0.909,0.92,23.872,22.269,20.902,20.247,19.954,0.4367,2.97,0.07999999999999996
2.339409,21.104,7.36,2.56,0.2,23.822,22.811,21.311,20.213,19.676,0.5846,2.51,0.8
2.286045,21.848,1.73,0.497,0.05,24.546,22.808,21.702,21.235,21.369,0.3521,2.84,0.95
2.303721,18.198,4.036,1.416,0.825,22.187,19.484,18.167,17.666,17.326,0.2134,4.02,0.17500000000000004
2.30554,19.661,2.736,0.663,0.85,22.242,20.921,19.662,19.141,18.704,0.3202,2.58,0.15000000000000002
2.298329,21.475,2.672,1.702,0.675,22.237,22.159,21.425,20.762,22.966,0.2342,0.81,0.32499999999999996
2.282638,21.34,2.344,1.369,0.624,25.504,22.539,21.048,20.667,20.843,0.3245,4.46,0.376
2.296377,19.202,3.72,3.18,0.109,21.802,20.242,19.197,18.729,18.427,0.2102,2.61,0.891
2.296329,21.186,7.36,3.777,0.318,23.294,21.13,20.876,20.892,21.741,0.1028,2.42,0.6819999999999999
2.31581,20.23,5.288,5.118,0.693,21.586,22.234,20.197,20.03,19.924,0.3538,1.39,0.30700000000000005
2.32667,21.186,2.381,1.1,0.574,22.729,21.783,21.033,20.753,20.231,0.3643,1.7,0.42600000000000005
2.30438,19.915,3.176,0.95,0.877,23.692,21.514,19.922,19.463,19.217,0.351,3.77,0.123
2.307058,19.923,3.271,1.981,0.106,23.535,21.222,19.75,19.174,18.674,0.3557,3.78,0.894
2.319167,21.023,2.627,0.608,0.556,22.745,22.746,21.05,20.454,20.133,0.4223,1.7,0.44399999999999995
2.30991,21.42,2.432,1.034,0.254,23.164,22.59,21.288,20.727,20.864,0.4674,1.88,0.746
2.30553,19.775,2.97,1.237,0.76,25.469,21.302,19.747,19.169,18.685,0.3567,5.72,0.24
2.33483,18.033,5.577,4.523,0.2,20.717,18.975,17.831,17.358,16.967,0.1582,2.89,0.8
2.333548,20.634,2.305,1.011,0.779,22.732,21.187,20.6,20.363,20.795,0.1288,2.13,0.22099999999999997
2.334027,21.335,7.36,2.615,0.35,25.691,21.821,21.0,19.857,19.291,0.6294,4.69,0.65
2.335767,21.675,1.997,0.791,0.279,24.349,22.618,21.448,21.165,20.722,0.3791,2.9,0.721
2.328819,20.901,2.524,0.714,0.792,23.778,21.941,20.836,20.552,20.306,0.3304,2.94,0.20799999999999996
2.32079,21.112,11.308,0.936,0.118,23.018,23.051,21.726,20.958,20.576,0.5326,1.29,0.882
2.318433,18.911,2.183,0.41,0.54,19.555,19.448,18.877,18.661,18.072,0.3267,0.68,0.45999999999999996
2.316517,21.599,2.402,0.534,0.05,24.294,23.088,21.701,21.354,21.967,0.3049,2.59,0.95
2.338789,19.463,3.52,1.749,0.622,24.763,20.965,19.34,18.756,18.357,0.3383,5.42,0.378
2.33037,19.353,3.643,3.561,0.211,20.958,20.008,19.252,18.884,18.573,0.2382,1.71,0.789
2.328663,19.91,2.617,1.031,0.502,21.596,21.012,19.912,19.531,19.095,0.3725,1.68,0.498
2.334976,21.844,2.19,2.46,0.05,23.051,22.096,21.619,21.439,22.298,0.162,1.43,0.95
2.331744,21.318,1.541,0.456,0.05,23.229,21.835,20.922,20.509,19.881,0.4121,2.31,0.95
2.338319,20.119,2.623,0.833,0.517,24.052,21.484,20.0,19.508,19.112,0.3055,4.05,0.483
2.339899,21.3,1.64,0.456,0.348,24.439,22.526,21.091,20.769,20.323,0.3609,3.35,0.652
2.336825,20.81,2.243,0.458,0.25,22.506,21.503,20.813,20.444,19.786,0.4048,1.69,0.75
2.352974,20.512,2.709,0.715,0.395,24.31,22.314,20.518,19.856,19.626,0.3942,3.79,0.605
2.343167,19.974,5.052,5.314,0.534,22.062,20.706,20.032,19.748,19.606,0.2012,2.03,0.46599999999999997
2.344576,21.893,1.663,0.961,0.05,22.764,22.2,21.475,21.259,22.512,0.1598,1.29,0.95
2.364812,20.955,2.97,3.018,0.375,23.352,22.281,20.722,20.286,20.447,0.3798,2.63,0.625
2.363817,21.771,2.97,2.524,0.263,23.458,22.348,21.527,20.946,20.079,0.5445,1.93,0.737
2.344193,21.756,2.97,5.766,0.2,22.779,21.836,21.068,20.681,21.789,0.1781,1.71,0.8
2.345684,18.734,3.079,1.247,0.739,22.422,20.139,18.631,18.17,17.814,0.2646,3.79,0.261
2.343658,19.921,1.756,0.487,0.508,21.533,20.922,19.815,19.433,19.085,0.3916,1.72,0.492
2.351774,20.243,2.775,1.093,0.604,22.23,21.645,20.189,19.708,19.259,0.3916,2.04,0.396
2.360961,21.045,1.946,0.475,0.05,22.575,21.412,20.882,20.611,19.922,0.3508,1.69,0.95
2.349762,21.749,2.97,1.459,0.746,23.593,22.857,21.703,21.495,23.732,0.184,1.89,0.254
2.340063,21.019,2.789,1.885,0.05,22.794,21.856,20.748,20.504,20.318,0.3664,2.05,0.95
2.342949,20.545,5.227,0.8,0.326,21.964,21.925,20.846,20.647,20.24,0.4178,1.12,0.6739999999999999
2.377364,19.208,2.717,1.369,0.5,21.224,20.003,19.14,18.662,18.437,0.1974,2.08,0.5
2.37137,20.035,2.164,0.4,0.718,21.439,20.429,20.009,19.716,19.833,0.161,1.43,0.28200000000000003
2.358758,21.729,2.801,1.777,0.309,21.93,22.021,21.44,20.744,21.341,0.3408,0.49,0.6910000000000001
2.364793,21.01,2.911,1.805,0.05,26.251,22.422,20.809,20.432,20.222,0.3383,5.44,0.95
2.36609,21.745,1.99,0.375,0.156,24.901,23.154,21.552,20.776,20.222,0.4935,3.35,0.844
2.105854,21.736,1.386,0.311,0.293,22.87,21.987,21.612,21.59,21.888,0.2069,1.26,0.7070000000000001
2.106413,20.505,2.335,2.059,0.551,22.163,21.519,20.485,20.134,19.644,0.3977,1.68,0.44899999999999995
2.113406,20.433,4.124,1.263,0.205,25.554,21.693,20.733,20.159,20.218,0.3537,4.82,0.795
2.102994,21.504,2.189,1.792,0.05,23.877,23.255,21.451,20.479,19.623,0.5725,2.43,0.95
2.103752,21.88,1.874,1.158,0.372,25.572,23.71,21.919,21.351,22.374,0.3676,3.65,0.628
2.118969,21.879,2.418,2.03,0.229,22.588,22.902,21.713,21.37,20.774,0.4479,0.88,0.771
2.131,19.573,3.398,3.019,0.339,21.085,20.043,19.559,19.241,19.235,0.1474,1.53,0.661
2.12703,21.904,2.156,0.92,0.417,24.529,23.019,21.628,20.69,20.48,0.5357,2.9,0.583
2.120157,20.996,2.971,2.574,0.44,26.048,22.328,20.992,19.956,20.03,0.5314,5.06,0.56
2.12297,17.958,3.934,3.671,0.75,19.881,18.569,17.972,17.576,17.315,0.0854,1.91,0.25
2.139323,18.636,2.447,1.065,0.692,21.691,19.878,18.527,18.023,17.706,0.2319,3.16,0.30800000000000005
2.116929,19.457,2.096,0.914,0.901,21.527,20.344,19.488,19.02,18.64,0.222,2.04,0.09899999999999998
2.120386,21.933,1.439,0.544,0.05,23.49,22.442,21.768,21.325,21.168,0.4259,1.72,0.95
2.136544,21.289,1.469,0.501,0.279,23.04,21.769,21.212,21.21,20.544,0.3187,1.83,0.721
2.13022,21.309,1.487,0.282,0.286,24.45,22.39,21.363,21.062,20.431,0.3846,3.09,0.714
2.138665,20.63,1.893,1.333,0.05,22.754,21.4,20.515,20.021,19.554,0.395,2.24,0.95
2.123822,19.56,3.893,3.973,0.818,21.45,20.186,19.576,19.273,19.27,0.1534,1.87,0.18200000000000005
2.141885,21.377,2.379,2.147,0.351,22.377,22.377,21.354,20.443,20.039,0.6616,1.02,0.649
2.136616,20.923,18.024,2.422,0.05,23.241,24.263,22.001,20.965,21.029,0.5175,1.24,0.95
2.149855,21.68,1.435,1.178,0.652,22.367,21.748,21.516,21.298,22.965,0.1504,0.85,0.348
2.153468,20.231,2.985,2.616,0.777,21.9,20.777,20.325,19.988,20.073,0.1591,1.57,0.22299999999999998
2.144676,20.443,1.853,0.463,1.0,22.749,21.641,20.444,19.836,19.323,0.4248,2.3,0.0
2.155878,18.14,3.312,3.518,0.7,19.61,18.572,18.087,17.753,17.692,0.1125,1.52,0.30000000000000004
2.156122,20.869,2.004,1.28,0.464,22.12,21.561,20.829,20.461,20.279,0.4016,1.29,0.536
2.138317,21.95,2.044,1.468,0.05,22.988,22.008,21.697,21.271,22.335,0.1868,1.29,0.95
2.160559,20.373,2.14,0.884,0.712,22.265,21.7,20.339,19.709,19.382,0.4331,1.93,0.28800000000000003
2.165938,20.144,2.129,1.705,0.41,21.954,20.906,20.095,19.656,19.365,0.2738,1.86,0.5900000000000001
2.168628,19.246,2.002,0.621,0.72,22.35,20.694,19.215,18.742,18.282,0.3088,3.14,0.28
2.175004,20.315,3.093,3.516,0.21,26.185,21.498,20.382,20.058,19.933,0.2743,5.8,0.79
2.155321,21.49,11.307,1.852,0.172,21.999,25.334,22.195,20.419,20.51,0.547,-0.2,0.8280000000000001
2.154443,20.916,3.164,2.248,0.723,21.467,21.313,20.602,20.318,19.962,0.4156,0.86,0.277
2.158798,20.852,2.97,3.018,0.664,22.215,22.201,21.024,19.834,19.322,0.6618,1.19,0.33599999999999997
2.166209,21.938,1.592,0.904,0.05,23.554,23.512,21.757,20.78,20.233,0.5592,1.8,0.95
2.180615,20.503,2.01,0.765,0.559,23.659,21.289,20.53,20.133,19.93,0.2642,3.13,0.44099999999999995
