sample,n,mean,median,std,min,q10,q25,q75,q90,max
SDSS,25017,0.5648367767244389,0.5812633476775769,0.22944467899447088,0.000204124170708743,0.23806663827465566,0.39229290050977855,0.7451680759119884,0.8599531512550656,0.9999996874999981
Legacy_no_REX,4374,0.4593612093288918,0.467390448133556,0.1816682230271695,0.00705375322588793,0.20918725395315652,0.32053566886247903,0.6043043025878133,0.6947163104677583,0.9448773350793725
