source_file,row_id,column,value
nonparam_parametric_outliers.csv,17,n,0.7377368867622283
nonparam_parametric_outliers.csv,17,outlier_score_galfit,0.952204144960443
nonparam_parametric_outliers.csv,17,outlier_score_astrophot,0.9934616549228612
nonparam_parametric_outliers.csv,18,frb_name,20220310F
nonparam_parametric_outliers.csv,18,concentration,2.493049737347885
nonparam_parametric_outliers.csv,18,gini,0.4296306185790459
nonparam_parametric_outliers.csv,18,m20,-1.657674943365005
nonparam_parametric_outliers.csv,18,n_psf,1.0
nonparam_parametric_outliers.csv,18,n,0.8145682442782544
nonparam_parametric_outliers.csv,18,outlier_score_galfit,0.9521402794858458
nonparam_parametric_outliers.csv,18,outlier_score_astrophot,1.0294505832202638
nonparam_parametric_outliers.csv,19,frb_name,20211203C
nonparam_parametric_outliers.csv,19,concentration,2.7241089016334152
nonparam_parametric_outliers.csv,19,gini,0.4681885111736827
nonparam_parametric_outliers.csv,19,m20,-1.811439111928176
nonparam_parametric_outliers.csv,19,n_psf,1.0
nonparam_parametric_outliers.csv,19,n,0.9689844855596724
nonparam_parametric_outliers.csv,19,outlier_score_galfit,0.9353890280814569
nonparam_parametric_outliers.csv,19,outlier_score_astrophot,1.6988034723260992
nonparam_parametric_outliers.csv,20,frb_name,20210807D
nonparam_parametric_outliers.csv,20,concentration,2.5534158442195194
nonparam_parametric_outliers.csv,20,gini,0.4673574869792674
nonparam_parametric_outliers.csv,20,m20,-1.801945488645444
nonparam_parametric_outliers.csv,20,n_psf,1.0
nonparam_parametric_outliers.csv,20,n,1.4947490306281064
nonparam_parametric_outliers.csv,20,outlier_score_galfit,0.540991493902803
nonparam_parametric_outliers.csv,20,outlier_score_astrophot,1.0073468801019585
nonparam_parametric_outliers.csv,21,frb_name,20220920A
nonparam_parametric_outliers.csv,21,concentration,2.447707470146679
nonparam_parametric_outliers.csv,21,gini,0.4664582994889464
nonparam_parametric_outliers.csv,21,m20,-1.6951434765124882
nonparam_parametric_outliers.csv,21,n_psf,1.0
nonparam_parametric_outliers.csv,21,n,0.7923896191695855
nonparam_parametric_outliers.csv,21,outlier_score_galfit,0.4444510632832887
nonparam_parametric_outliers.csv,21,outlier_score_astrophot,1.2872302591869034
nonparam_parametric_outliers.csv,22,frb_name,20221012A
nonparam_parametric_outliers.csv,22,concentration,2.554593727728612
nonparam_parametric_outliers.csv,22,gini,0.4639362789950166
nonparam_parametric_outliers.csv,22,m20,-1.694912480457667
nonparam_parametric_outliers.csv,22,n_psf,1.0
nonparam_parametric_outliers.csv,22,n,0.7901840580228495
nonparam_parametric_outliers.csv,22,outlier_score_galfit,0.2242103097845917
nonparam_parametric_outliers.csv,22,outlier_score_astrophot,1.5149433050692716
nonparam_physical_observable_correlations.csv,0,comparison,C vs Mass
nonparam_physical_observable_correlations.csv,0,N,23
nonparam_physical_observable_correlations.csv,0,pearson_r,-0.0141923532299765
nonparam_physical_observable_correlations.csv,0,pearson_p,0.948754121719854
nonparam_physical_observable_correlations.csv,0,spearman_rho,0.2492582821693043
nonparam_physical_observable_correlations.csv,0,spearman_p,0.2514002359720758
nonparam_physical_observable_correlations.csv,1,comparison,Gini vs Mass
nonparam_physical_observable_correlations.csv,1,N,23
nonparam_physical_observable_correlations.csv,1,pearson_r,0.2335915860359067
nonparam_physical_observable_correlations.csv,1,pearson_p,0.2833961361947057
nonparam_physical_observable_correlations.csv,1,spearman_rho,0.2423344409979348
nonparam_physical_observable_correlations.csv,1,spearman_p,0.2652396973435169
nonparam_physical_observable_correlations.csv,2,comparison,M20 vs Mass
nonparam_physical_observable_correlations.csv,2,N,23
nonparam_physical_observable_correlations.csv,2,pearson_r,-0.030762439481783
nonparam_physical_observable_correlations.csv,2,pearson_p,0.8891841208987752
nonparam_physical_observable_correlations.csv,2,spearman_rho,-0.1325421024233602
nonparam_physical_observable_correlations.csv,2,spearman_p,0.5465943576539345
nonparam_physical_observable_correlations.csv,3,comparison,C vs Host m_r
nonparam_physical_observable_correlations.csv,3,N,23
nonparam_physical_observable_correlations.csv,3,pearson_r,-0.3563802252694846
nonparam_physical_observable_correlations.csv,3,pearson_p,0.0950877496640801
nonparam_physical_observable_correlations.csv,3,spearman_rho,-0.220904380353932
nonparam_physical_observable_correlations.csv,3,spearman_p,0.3110962551082452
nonparam_physical_observable_correlations.csv,4,comparison,Gini vs Host m_r
nonparam_physical_observable_correlations.csv,4,N,23
nonparam_physical_observable_correlations.csv,4,pearson_r,-0.4094158786867892
nonparam_physical_observable_correlations.csv,4,pearson_p,0.0523794380020083
nonparam_physical_observable_correlations.csv,4,spearman_rho,-0.2846553089124493
nonparam_physical_observable_correlations.csv,4,spearman_p,0.1880195117248319
nonparam_physical_observable_correlations.csv,5,comparison,M20 vs Host m_r
nonparam_physical_observable_correlations.csv,5,N,23
nonparam_physical_observable_correlations.csv,5,pearson_r,0.2849586474700703
nonparam_physical_observable_correlations.csv,5,pearson_p,0.1875288410610749
nonparam_physical_observable_correlations.csv,5,spearman_rho,0.305905618431955
nonparam_physical_observable_correlations.csv,5,spearman_p,0.155737248757872
nonparam_physical_observable_correlations.csv,6,comparison,A vs SFR
nonparam_physical_observable_correlations.csv,6,N,23
nonparam_physical_observable_correlations.csv,6,pearson_r,-0.2453222006771943
nonparam_physical_observable_correlations.csv,6,pearson_p,0.2592093065896141
nonparam_physical_observable_correlations.csv,6,spearman_rho,-0.0454545454545454
nonparam_physical_observable_correlations.csv,6,spearman_p,0.836836496093119
nonparam_physical_observable_correlations.csv,7,comparison,A vs log(sSFR)
nonparam_physical_observable_correlations.csv,7,N,23
nonparam_physical_observable_correlations.csv,7,pearson_r,-0.3886348742497212
nonparam_physical_observable_correlations.csv,7,pearson_p,0.0668476889249307
nonparam_physical_observable_correlations.csv,7,spearman_rho,-0.1433160409455039
nonparam_physical_observable_correlations.csv,7,spearman_p,0.5141617747804973
nonparam_physical_observable_correlations.csv,8,comparison,S vs SFR
nonparam_physical_observable_correlations.csv,8,N,23
nonparam_physical_observable_correlations.csv,8,pearson_r,-0.334995249237406
nonparam_physical_observable_correlations.csv,8,pearson_p,0.1181633166024748
nonparam_physical_observable_correlations.csv,8,spearman_rho,-0.0148368025100776
nonparam_physical_observable_correlations.csv,8,spearman_p,0.9464303107362012
nonparam_physical_observable_correlations.csv,9,comparison,S vs log(sSFR)
nonparam_physical_observable_correlations.csv,9,N,23
nonparam_physical_observable_correlations.csv,9,pearson_r,-0.1589030084960303
nonparam_physical_observable_correlations.csv,9,pearson_p,0.4689459433980368
nonparam_physical_observable_correlations.csv,9,spearman_rho,-0.0519416418038255
nonparam_physical_observable_correlations.csv,9,spearman_p,0.813921385917618
nonparam_physical_observable_correlations.csv,10,comparison,Gini vs z
nonparam_physical_observable_correlations.csv,10,N,23
nonparam_physical_observable_correlations.csv,10,pearson_r,-0.289295859330139
nonparam_physical_observable_correlations.csv,10,pearson_p,0.1806087139912671
nonparam_physical_observable_correlations.csv,10,spearman_rho,-0.1047430830039525
nonparam_physical_observable_correlations.csv,10,spearman_p,0.6343387370358158
nonparam_physical_observable_correlations.csv,11,comparison,C vs z
nonparam_physical_observable_correlations.csv,11,N,23
nonparam_physical_observable_correlations.csv,11,pearson_r,-0.1109484407992115
nonparam_physical_observable_correlations.csv,11,pearson_p,0.6142769132693408
nonparam_physical_observable_correlations.csv,11,spearman_rho,0.1561264822134387
nonparam_physical_observable_correlations.csv,11,spearman_p,0.4768477376528467
concentration_information_test_fixed_n.csv,0,comparison,C vs AstroPhot Re (n_psf=1)
concentration_information_test_fixed_n.csv,0,N,22
concentration_information_test_fixed_n.csv,0,pearson_r,0.7604505459510469
concentration_information_test_fixed_n.csv,0,pearson_p,3.996426207096906e-05
concentration_information_test_fixed_n.csv,0,spearman_rho,0.2162619988706945
concentration_information_test_fixed_n.csv,0,spearman_p,0.3337174182342561
concentration_information_test_fixed_n.csv,1,comparison,C vs AstroPhot q (n_psf=1)
concentration_information_test_fixed_n.csv,1,N,22
concentration_information_test_fixed_n.csv,1,pearson_r,0.3315991608842972
concentration_information_test_fixed_n.csv,1,pearson_p,0.1316618915778322
concentration_information_test_fixed_n.csv,1,spearman_rho,0.453416149068323
concentration_information_test_fixed_n.csv,1,spearman_p,0.0340614689044972
concentration_information_test_fixed_n.csv,2,comparison,C vs Mass (n_psf=1)
concentration_information_test_fixed_n.csv,2,N,22
concentration_information_test_fixed_n.csv,2,pearson_r,-0.0459897425678076
concentration_information_test_fixed_n.csv,2,pearson_p,0.8389579879069138
concentration_information_test_fixed_n.csv,2,spearman_rho,0.1644998224876421
concentration_information_test_fixed_n.csv,2,spearman_p,0.4644490382188171
concentration_information_test_fixed_n.csv,3,comparison,C vs Host m_r (n_psf=1)
concentration_information_test_fixed_n.csv,3,N,22
concentration_information_test_fixed_n.csv,3,pearson_r,-0.4854900550195529
concentration_information_test_fixed_n.csv,3,pearson_p,0.0219942608590396
concentration_information_test_fixed_n.csv,3,spearman_rho,-0.3788819875776398
concentration_information_test_fixed_n.csv,3,spearman_p,0.0820543742865727
concentration_fixed_n_diagnostics.csv,0,N_total,23.0
concentration_fixed_n_diagnostics.csv,0,N_n_psf_eq_1,22.0
concentration_fixed_n_diagnostics.csv,0,fraction_n_psf_eq_1,0.9565217391304348
concentration_fixed_n_diagnostics.csv,0,std_C_full,0.4070282307264803
concentration_fixed_n_diagnostics.csv,0,std_C_when_n_psf_eq_1,0.410448448719664
concentration_fixed_n_diagnostics.csv,0,std_AstroPhot_n,0.742286543799981
concentration_fixed_n_diagnostics.csv,0,std_GALFIT_n_psf,0.0959166304662544
nonparam_galfit_vs_astrophot_no_n.csv,0,family,GALFIT
nonparam_galfit_vs_astrophot_no_n.csv,0,comparison,concentration vs GALFIT q
nonparam_galfit_vs_astrophot_no_n.csv,0,N,23
nonparam_galfit_vs_astrophot_no_n.csv,0,pearson_r,0.4900832270424181
nonparam_galfit_vs_astrophot_no_n.csv,0,pearson_p,0.017598697563027
nonparam_galfit_vs_astrophot_no_n.csv,0,spearman_rho,0.5112485954898001
nonparam_galfit_vs_astrophot_no_n.csv,0,spearman_p,0.0126569088674458
nonparam_galfit_vs_astrophot_no_n.csv,0,abs_spearman,0.5112485954898001
nonparam_galfit_vs_astrophot_no_n.csv,1,family,GALFIT
nonparam_galfit_vs_astrophot_no_n.csv,1,comparison,concentration vs GALFIT inc
nonparam_galfit_vs_astrophot_no_n.csv,1,N,23
nonparam_galfit_vs_astrophot_no_n.csv,1,pearson_r,-0.5089414494337093
nonparam_galfit_vs_astrophot_no_n.csv,1,pearson_p,0.0131328706775223
nonparam_galfit_vs_astrophot_no_n.csv,1,spearman_rho,-0.5112485954898001
nonparam_galfit_vs_astrophot_no_n.csv,1,spearman_p,0.0126569088674458
nonparam_galfit_vs_astrophot_no_n.csv,1,abs_spearman,0.5112485954898001
nonparam_galfit_vs_astrophot_no_n.csv,2,family,GALFIT
nonparam_galfit_vs_astrophot_no_n.csv,2,comparison,concentration vs GALFIT Re
nonparam_galfit_vs_astrophot_no_n.csv,2,N,23
nonparam_galfit_vs_astrophot_no_n.csv,2,pearson_r,-0.224472493650855
nonparam_galfit_vs_astrophot_no_n.csv,2,pearson_p,0.3031443082966341
nonparam_galfit_vs_astrophot_no_n.csv,2,spearman_rho,-0.2875494071146245
nonparam_galfit_vs_astrophot_no_n.csv,2,spearman_p,0.1833737659091202
nonparam_galfit_vs_astrophot_no_n.csv,2,abs_spearman,0.2875494071146245
nonparam_galfit_vs_astrophot_no_n.csv,3,family,GALFIT
nonparam_galfit_vs_astrophot_no_n.csv,3,comparison,concentration vs GALFIT chi2nu
nonparam_galfit_vs_astrophot_no_n.csv,3,N,23
nonparam_galfit_vs_astrophot_no_n.csv,3,pearson_r,0.2042000615950053
nonparam_galfit_vs_astrophot_no_n.csv,3,pearson_p,0.3499964363024883
