SequentialID,ra,dec,ACS_MAG_AUTO,b_a,Re_arcsec,ELL_GIM2D,TYPE,STELLARITY
18248.0,150.5443726,1.9261121,19.7097111,0.37370000000000003,0.593,0.6263,2.0,0.0
18268.0,150.5381927,1.921281,22.2816982,0.35692999999999997,0.4385,0.64307,2.0,0.0
18273.0,150.535675,1.91318,19.7973309,0.64522,0.7885,0.35478,2.0,0.0
18276.0,150.5357819,1.915029,22.3042431,0.3106,0.6425,0.6894,2.0,0.0
18278.0,150.5372162,1.9256231,20.5061264,0.78596,0.577,0.21404,1.0,0.0
18279.0,150.5375671,1.930675,20.6698303,0.31598000000000004,0.737,0.68402,2.0,0.0
18284.0,150.5389252,1.941898,21.5111637,0.60608,0.467,0.39392,2.0,0.0
18285.0,150.5297699,1.889969,22.0816193,0.19777,0.73,0.80223,3.0,0.0
18287.0,150.5301056,1.892393,22.3818035,0.6448400000000001,0.2785,0.35516,2.0,0.0
18289.0,150.528656,1.890618,17.6403255,0.34326999999999996,1.525,0.65673,2.0,0.0
18290.0,150.5348511,1.924558,18.8346596,0.51086,1.669,0.48914,1.0,0.0
18294.0,150.5303802,1.89931,21.5070267,0.44845,1.082,0.55155,2.0,0.0
18300.0,150.535553,1.9393131,21.6047459,0.75157,0.4045,0.24843,2.0,0.0
18301.0,150.5332794,1.9275301,22.1112652,0.54989,0.3195,0.45011,3.0,0.0
18306.0,150.525177,1.892176,21.9427452,0.15117999999999998,0.4955,0.84882,2.0,0.0
18338.0,150.517807,1.853036,20.8379383,0.909998,0.16,0.090002,2.0,0.0
18342.0,150.5193481,1.855536,22.1915207,0.86244,0.378,0.13756,3.0,0.0
18343.0,150.5250549,1.885812,21.2293777,0.79267,0.6105,0.20733,2.0,0.0
18346.0,150.524826,1.879128,21.9334164,0.87004,0.335,0.12996,2.0,0.0
18348.0,150.5221863,1.863116,21.6170406,0.32157,0.79,0.67843,2.0,0.0
18350.0,150.5186462,1.840548,22.1601257,0.32567999999999997,0.756,0.67432,2.0,0.0
18352.0,150.5207214,1.851557,22.4880123,0.59807,0.514,0.40193,2.0,0.0
18355.0,150.5240021,1.8634861,20.7420082,0.62287,0.8905,0.37713,2.0,0.0
18361.0,150.5276794,1.879459,21.7593784,0.78747,0.276,0.21253,1.0,0.0
18372.0,150.5316467,1.886691,20.9438286,0.9926432,0.44,0.0073568,2.0,0.0
18378.0,150.528595,1.860225,18.9662628,0.89406,1.325,0.10594,2.0,0.0
18386.0,150.5252991,1.8383369,21.4294834,0.53548,0.3385,0.46452,2.0,0.0
18395.0,150.5287933,1.847679,22.3414955,0.67262,0.3945,0.32738,2.0,0.0
18396.0,150.5357208,1.886614,21.0632572,0.45020000000000004,0.511,0.5498,2.0,0.0
18408.0,150.5315704,1.84183,22.7223396,0.39737999999999996,0.3245,0.60262,2.0,0.0
18409.0,150.5317078,1.841772,22.1247997,0.44882,0.508,0.55118,2.0,0.0
18413.0,150.5337067,1.846132,21.7186985,0.47726999999999997,0.9675,0.52273,2.0,0.0
18414.0,150.5395813,1.877243,21.561161,0.44654000000000005,0.695,0.55346,2.0,0.0
18419.0,150.5366058,1.85832,22.4130783,0.72422,0.446,0.27578,2.0,0.0
18422.0,150.5263367,1.8660311,21.9331779,0.73157,0.261,0.26843,1.0,0.0
18434.0,150.5392151,1.852807,22.1925278,0.61461,0.3295,0.38539,2.0,0.0
18436.0,150.5332336,1.838498,21.3162003,0.32920000000000005,0.7735,0.6708,2.0,0.0
18455.0,150.5398407,1.843815,20.6256218,0.75197,0.397,0.24803,2.0,0.0
18474.0,150.5431366,1.836833,21.0348854,0.967726,0.3465,0.032274,2.0,0.0
18482.0,150.5503387,1.862883,22.7873974,0.52844,0.2515,0.47156,2.0,0.0
18490.0,150.5523071,1.853616,22.3419132,0.63473,0.676,0.36527,2.0,0.0
18492.0,150.5492859,1.833457,20.6543179,0.41635,0.8755,0.58365,2.0,0.0
18494.0,150.5555115,1.8640029,22.5011406,0.38415999999999995,0.2535,0.61584,2.0,0.0
18498.0,150.5575256,1.845118,16.5316658,0.6510400000000001,2.3464999,0.34896,3.0,0.0
18499.0,150.5561981,1.855471,21.3491764,0.35626,0.8445,0.64374,2.0,0.0
18504.0,150.5617981,1.884369,21.9207916,0.20516999999999996,0.832,0.79483,2.0,0.0
18509.0,150.5591278,1.862228,21.6566906,0.60588,0.496,0.39412,2.0,0.0
18510.0,150.5584717,1.854619,20.1877785,0.58358,0.5625,0.41642,2.0,0.0
18518.0,150.562561,1.863757,21.89468,0.73502,0.5335,0.26498,2.0,0.0
18519.0,150.5630951,1.863271,20.0250378,0.5919300000000001,1.47,0.40807,2.0,0.0
18527.0,150.5637665,1.862578,22.3158379,0.42769999999999997,0.41,0.5723,2.0,0.0
18529.0,150.5611725,1.842397,23.4869061,0.36973999999999996,0.33,0.63026,2.0,0.0
18531.0,150.5621796,1.843598,22.437233,0.24038000000000004,0.6145,0.75962,2.0,0.0
18532.0,150.5650177,1.854071,20.661911,0.6009800000000001,0.5905,0.39902,2.0,0.0
18533.0,150.5661316,1.860257,21.2709255,0.89058,0.1535,0.10942,2.0,0.0
18537.0,150.5639954,1.8434319,19.5279942,0.65952,1.0075001,0.34048,2.0,0.0
18540.0,150.5707855,1.877256,23.354044,0.62783,0.272,0.37217,2.0,0.0
18544.0,150.5693054,1.858673,22.4627113,0.53444,0.3805,0.46556,3.0,0.0
18546.0,150.5689087,1.848599,18.6516609,0.79001,0.6425,0.20999,2.0,0.0
18550.0,150.5740204,1.870113,20.5350266,0.59878,0.7065,0.40122,2.0,0.0
18552.0,150.5698242,1.846572,22.0871906,0.69082,0.213,0.30918,1.0,0.0
18554.0,150.5682373,1.8356431,20.6767845,0.43949000000000005,0.576,0.56051,2.0,0.0
18557.0,150.5762024,1.877642,21.276329,0.69906,0.667,0.30094,3.0,0.0
18559.0,150.5752106,1.871053,22.3657455,0.32060999999999995,0.5515,0.67939,2.0,0.0
18653.0,150.5616455,1.8072,22.9282722,0.40147999999999995,0.1385,0.59852,2.0,0.0
18670.0,150.5570374,1.795768,21.1493912,0.33958,0.6195,0.66042,2.0,0.0
18671.0,150.5567474,1.797242,22.3132668,0.31426,0.689,0.68574,2.0,0.0
18672.0,150.5539246,1.780943,21.8323517,0.57327,0.4455,0.42673,2.0,0.0
18675.0,150.5564728,1.800247,20.7338924,0.8327100000000001,0.751,0.16729,3.0,0.0
18689.0,150.5536499,1.7927769,22.1126041,0.23717999999999995,0.554,0.76282,2.0,0.0
18694.0,150.5535736,1.800104,21.6479702,0.953596,0.365,0.046404,2.0,0.0
18695.0,150.5542297,1.805004,21.8396664,0.60022,0.331,0.39978,2.0,0.0
18696.0,150.5539093,1.803951,20.4838696,0.86595,0.2395,0.13405,2.0,0.0
18697.0,150.5522308,1.796217,20.7004032,0.911142,0.7185,0.088858,2.0,0.0
18699.0,150.5515747,1.792168,21.8578148,0.79479,0.2285,0.20521,1.0,0.0
18701.0,150.5495605,1.782726,22.1634426,0.45389,0.4125,0.54611,2.0,0.0
18702.0,150.5509338,1.790542,22.3137093,0.58597,0.2,0.41403,2.0,0.0
18707.0,150.5500946,1.793075,22.3539429,0.5047900000000001,0.1565,0.49521,2.0,0.0
18708.0,150.5537415,1.81475,22.393549,0.64124,0.564,0.35876,2.0,0.0
18709.0,150.5503693,1.797145,22.2829247,0.75281,0.354,0.24719,2.0,0.0
18713.0,150.5546112,1.827718,21.3354111,0.56896,0.6865,0.43104,2.0,0.0
18721.0,150.5474854,1.815552,22.5235577,0.77084,0.4805,0.22916,2.0,0.0
18724.0,150.5439606,1.8008569,22.3512344,0.26454999999999995,0.5325,0.73545,2.0,0.0
18729.0,150.5406494,1.785803,19.7677593,1.0,0.5615,0.0,1.0,0.0
18731.0,150.5431213,1.800874,20.8885174,0.73751,0.3935,0.26249,1.0,0.0
18738.0,150.5401459,1.791512,22.462204,0.989669,0.335,0.010331,2.0,0.0
18740.0,150.5396576,1.7925659,21.9220734,0.5370900000000001,0.2045,0.46291,2.0,0.0
18753.0,150.5428925,1.828348,21.3074818,0.61338,0.32,0.38662,2.0,0.0
18758.0,150.5357361,1.7935261,20.9726562,0.76221,0.303,0.23779,2.0,0.0
18761.0,150.5367126,1.805307,20.2150707,0.51414,0.7305,0.48586,2.0,0.0
18763.0,150.539032,1.819966,21.7116108,0.70794,0.499,0.29206,2.0,0.0
18765.0,150.5378571,1.814054,21.5540276,0.61774,0.2855,0.38226,2.0,0.0
18771.0,150.5389557,1.828347,22.3841095,0.10887999999999998,1.2465,0.89112,2.0,0.0
18772.0,150.535141,1.806076,22.0359573,0.51355,0.4865,0.48645,3.0,0.0
18775.0,150.5314941,1.7905231,20.9551086,0.377,0.2315,0.623,2.0,0.0
18777.0,150.5390625,1.833704,21.5514202,0.17678000000000005,0.9625,0.82322,2.0,0.0
18780.0,150.5359344,1.819977,21.1120987,0.37678,0.328,0.62322,2.0,0.0
18781.0,150.5298462,1.789498,20.2253723,0.82816,0.2145,0.17184,2.0,0.0
18782.0,150.5348969,1.8197041,19.9228954,0.59726,1.217,0.40274,2.0,0.0
18783.0,150.5315094,1.8000211,21.463625,0.62087,0.6515,0.37913,3.0,0.0
18787.0,150.5301666,1.799426,22.2548618,0.60989,0.442,0.39011,2.0,0.0
18789.0,150.5280151,1.790594,22.1967812,0.65749,0.268,0.34251,2.0,0.0
18791.0,150.5267792,1.787268,22.428381,0.20640000000000003,0.325,0.7936,2.0,0.0
18793.0,150.5265961,1.791996,21.9993916,0.59492,0.596,0.40508,3.0,0.0
18801.0,150.5243835,1.795596,22.4185238,0.44889999999999997,0.308,0.5511,3.0,0.0
18807.0,150.5299072,1.8370039,22.0495968,0.56299,0.6925,0.43701,3.0,0.0
18809.0,150.5284576,1.830163,22.1044598,0.84599,0.6265,0.15401,2.0,0.0
18814.0,150.5268707,1.826968,22.3629684,0.77191,0.5135,0.22809,2.0,0.0
18819.0,150.5235901,1.8122441,21.5359669,0.71401,0.236,0.28599,3.0,0.0
18827.0,150.5170593,1.789181,20.8600845,0.59782,0.467,0.40218,2.0,0.0
18829.0,150.517807,1.7964571,22.4974651,0.16581999999999997,0.644,0.83418,2.0,0.0
18831.0,150.5241241,1.8350151,22.4103432,0.26837999999999995,0.6775,0.73162,2.0,0.0
18839.0,150.5152588,1.807457,22.3834705,0.78167,0.255,0.21833,1.0,0.0
18841.0,150.5181732,1.829476,22.0182877,0.73691,0.3685,0.26309,2.0,0.0
18852.0,150.5124512,1.814135,22.0302467,0.32326,0.3595,0.67674,2.0,0.0
18857.0,150.5109863,1.8136311,22.1788368,0.58773,0.236,0.41227,1.0,0.0
18861.0,150.5091705,1.80606,22.8040771,0.75815,0.3445,0.24185,2.0,0.0
18871.0,150.4962158,1.744684,18.4740944,0.38725,1.9285001,0.61275,9.0,0.0
18876.0,150.5462036,1.7270581,21.9004784,0.37702,0.363,0.62298,2.0,0.0
18887.0,150.5465851,1.7579449,21.2527351,0.86256,0.3895,0.13744,2.0,0.0
18895.0,150.543335,1.743957,20.0067177,0.24328000000000005,0.8895,0.75672,2.0,0.0
18905.0,150.5449371,1.766721,21.3244591,0.48712,0.829,0.51288,2.0,0.0
18913.0,150.5390625,1.754475,22.3384171,0.67459,0.3745,0.32541,2.0,0.0
18919.0,150.5425415,1.78025,20.6171837,0.52458,0.4245,0.47542,2.0,0.0
18927.0,150.5333557,1.734761,21.6565666,0.56428,0.8095,0.43572,2.0,0.0
18928.0,150.5328979,1.734915,22.3116856,0.71011,0.444,0.28989,2.0,0.0
18929.0,150.5401611,1.773963,21.6939411,0.40562,0.492,0.59438,2.0,0.0
18930.0,150.5402679,1.776684,22.0430813,0.25185,0.8355,0.74815,2.0,0.0
18936.0,150.5351715,1.757442,18.5279408,0.39951000000000003,1.048,0.60049,9.0,0.0
18939.0,150.5305481,1.733081,21.654047,0.52319,0.2935,0.47681,2.0,0.0
18951.0,150.5356445,1.782023,22.2514324,0.934544,0.6065,0.065456,3.0,0.0
18953.0,150.5326996,1.768473,21.2956104,0.37863,1.1224999,0.62137,3.0,0.0
18954.0,150.5305634,1.755239,22.1176529,0.78593,0.472,0.21407,2.0,0.0
18969.0,150.5230255,1.742154,21.2490673,0.47441999999999995,0.555,0.52558,3.0,0.0
18982.0,150.5159912,1.7387021,19.8656006,0.5928800000000001,0.597,0.40712,2.0,0.0
18988.0,150.5200348,1.770937,22.1909275,0.73952,0.2645,0.26048,2.0,0.0
18989.0,150.520462,1.7836159,22.1009197,0.32882,0.2745,0.67118,2.0,0.0
18993.0,150.5102234,1.742728,22.2377567,0.28290000000000004,0.7185,0.7171,2.0,0.0
18999.0,150.506012,1.733204,21.9533882,0.35046,0.5805,0.64954,2.0,0.0
19000.0,150.5080414,1.748279,21.0917377,0.66791,0.446,0.33209,2.0,0.0
19005.0,150.5046234,1.732514,22.030817,0.5654,0.242,0.4346,2.0,0.0
19011.0,150.5042877,1.75301,21.3070354,0.42196,0.6605,0.57804,2.0,0.0
19014.0,150.5062866,1.766513,22.0897541,0.34813000000000005,0.836,0.65187,2.0,0.0
19015.0,150.5043793,1.756157,21.1799526,0.33414999999999995,0.7185,0.66585,3.0,0.0
19023.0,150.5022125,1.761793,21.4530296,0.59032,0.5015,0.40968,2.0,0.0
19028.0,150.502243,1.775501,21.0058556,0.57379,0.3835,0.42621,2.0,0.0
19031.0,150.4949493,1.737151,22.2932453,0.27488,0.572,0.72512,2.0,0.0
19032.0,150.4978333,1.757854,22.47299,0.922576,0.2355,0.077424,1.0,0.0
19039.0,150.5432587,1.995265,22.9928684,0.3507,0.8105,0.6493,2.0,0.0
19043.0,150.5366821,1.971647,21.3684826,0.5635399999999999,0.4845,0.43646,2.0,0.0
19053.0,150.5323181,1.95399,22.3375778,0.75042,0.7735,0.24958,2.0,0.0
19059.0,150.5364838,1.984974,20.9766388,0.74299,0.5015,0.25701,1.0,0.0
19060.0,150.5369568,1.987944,22.0430908,0.81542,0.6755,0.18458,2.0,0.0
19064.0,150.5345001,1.9774261,20.1044502,0.73576,0.6525,0.26424,1.0,0.0
19065.0,150.52948,1.949438,22.4199448,0.33114,0.6035,0.66886,3.0,0.0
19066.0,150.5354919,1.986089,20.9116821,0.46972,0.459,0.53028,2.0,0.0
19067.0,150.5329285,1.972033,21.8728046,0.31521,0.613,0.68479,2.0,0.0
19068.0,150.5335846,1.979455,20.6418476,0.78769,0.7785,0.21231,3.0,0.0
19076.0,150.5256042,1.954785,21.0339508,0.87388,0.8025,0.12612,1.0,0.0
19079.0,150.5295563,1.979933,22.0299644,0.61961,0.372,0.38039,2.0,0.0
19081.0,150.5238342,1.948621,22.2778015,0.51459,0.576,0.48541,3.0,0.0
19087.0,150.5281982,1.981863,22.9395428,0.5855,0.339,0.4145,2.0,0.0
19090.0,150.5263367,1.975822,22.1743507,0.6587799999999999,0.293,0.34122,2.0,0.0
19091.0,150.5260162,1.974519,22.5894852,0.8264,0.5665,0.1736,2.0,0.0
19092.0,150.5256042,1.9739521,22.1423359,0.67231,0.522,0.32769,2.0,0.0
19093.0,150.5230255,1.961112,20.8295269,0.49441,0.7935,0.50559,2.0,0.0
19094.0,150.5229645,1.9608639,21.4716263,0.6726300000000001,0.3285,0.32737,2.0,0.0
19095.0,150.5234222,1.963959,22.3525047,0.68344,0.5545,0.31656,2.0,0.0
19097.0,150.5252533,1.97439,22.4197865,0.7157800000000001,0.365,0.28422,2.0,0.0
19100.0,150.5277557,1.99598,22.4249573,0.957699,0.2265,0.042301,1.0,0.0
19102.0,150.5277405,2.000325,20.9276733,0.38893999999999995,0.686,0.61106,2.0,0.0
19106.0,150.5223541,1.97475,18.3096638,0.76196,1.4859999,0.23804,1.0,0.0
19109.0,150.5263214,1.99382,22.0644989,0.46704999999999997,0.6045,0.53295,2.0,0.0
19117.0,150.5192261,1.966565,22.1685867,0.56523,0.476,0.43477,2.0,0.0
19118.0,150.5246887,1.997933,20.8166103,0.88226,0.4165,0.11774,1.0,0.0
19119.0,150.5215607,1.9855289,19.543829,0.39895,1.3,0.60105,2.0,0.0
19120.0,150.5221558,1.984768,22.5956631,0.86316,0.2375,0.13684,2.0,0.0
19124.0,150.5184784,1.9657561,21.4972343,0.5829599999999999,0.816,0.41704,2.0,0.0
19125.0,150.5194855,1.9728889,22.2527676,0.77271,0.35,0.22729,1.0,0.0
19127.0,150.523941,2.00085,21.5658779,1.0,0.51,0.0,2.0,0.0
19128.0,150.5186768,1.975648,20.3198013,0.64408,0.8375,0.35592,2.0,0.0
19130.0,150.5194702,1.980436,21.9016666,0.84528,0.247,0.15472,2.0,0.0
19132.0,150.5220947,1.997139,21.0475063,0.8125,0.5445,0.1875,2.0,0.0
19133.0,150.5160675,1.963728,21.942749,0.64735,0.517,0.35265,2.0,0.0
19134.0,150.5215302,1.995699,21.076786,0.37741,0.7345,0.62259,2.0,0.0
19138.0,150.5179596,1.984125,20.8575001,0.48141999999999996,0.9565,0.51858,2.0,0.0
19140.0,150.5187836,1.989207,22.251152,0.60589,0.4205,0.39411,2.0,0.0
19143.0,150.5152435,1.973696,21.7973385,0.77713,0.507,0.22287,1.0,0.0
19151.0,150.5094147,1.947505,22.1294003,0.75387,0.317,0.24613,1.0,0.0
19152.0,150.5149994,1.979964,20.8508492,0.78612,0.4685,0.21388,2.0,0.0
19154.0,150.5148773,1.983025,21.5885811,0.44393000000000005,0.4865,0.55607,3.0,0.0
19158.0,150.5105133,1.962716,21.5062675,0.77264,0.6815,0.22736,1.0,0.0
19161.0,150.5125732,1.977025,22.1105194,0.24888,0.5765,0.75112,2.0,0.0
19167.0,150.5095978,1.963799,21.9227962,0.78465,0.3105,0.21535,1.0,0.0
19169.0,150.5154266,1.99849,21.9810772,0.37537,0.3445,0.62463,2.0,0.0
19171.0,150.510849,1.975299,22.4717827,0.27874,0.191,0.72126,2.0,0.0
19175.0,150.5076141,1.961265,21.2561913,0.39139999999999997,0.8505,0.6086,3.0,0.0
19179.0,150.5107422,1.985252,22.397316,0.7469600000000001,0.637,0.25304,2.0,0.0
19188.0,150.5048523,1.967827,21.8311062,0.50795,0.1935,0.49205,2.0,0.0
19191.0,150.5102539,1.9997081,21.5680962,0.56697,0.5225,0.43303,2.0,0.0
19194.0,150.5097046,1.999311,21.9684963,0.52073,0.613,0.47927,2.0,0.0
19198.0,150.5037384,1.967428,21.6494999,1.0,0.4555,0.0,1.0,0.0
19199.0,150.5034027,1.96759,21.7082863,0.55386,0.8045,0.44614,2.0,0.0
19200.0,150.5021057,1.958909,22.361618,0.7225900000000001,0.6855,0.27741,2.0,0.0
19206.0,150.5063019,1.988783,20.785284,0.8293699999999999,0.617,0.17063,2.0,0.0
19210.0,150.4987335,1.951393,21.2645741,0.89932,0.669,0.10068,2.0,0.0
19212.0,150.5022736,1.971823,21.6393147,0.53732,0.4595,0.46268,2.0,0.0
19213.0,150.5046539,1.987051,22.2491703,0.55684,0.5325,0.44316,2.0,0.0
19215.0,150.4999695,1.964655,22.0253487,0.84748,0.7555,0.15252,2.0,0.0
19222.0,150.4977264,1.9607739,21.547369,0.53244,0.48,0.46756,3.0,0.0
19228.0,150.5015717,1.987219,20.9398079,0.63732,0.765,0.36268,2.0,0.0
19236.0,150.4948578,1.957721,22.428688,0.55837,0.2975,0.44163,2.0,0.0
19238.0,150.4985199,1.985512,21.4568253,0.37478,0.6165,0.62522,2.0,0.0
19239.0,150.4971161,1.9794,21.2160397,1.0,0.78,0.0,2.0,0.0
19243.0,150.4951019,1.9701689,21.9077492,0.7059,0.355,0.2941,2.0,0.0
19266.0,150.4869385,1.960381,21.9879856,0.64308,0.482,0.35692,2.0,0.0
19270.0,150.4880219,1.970207,22.4834156,0.49522,0.5735,0.50478,2.0,0.0
19272.0,150.4918518,1.998988,22.2078457,0.57864,0.5485,0.42136,2.0,0.0
19275.0,150.4916534,2.001147,21.2545357,0.7107399999999999,0.685,0.28926,2.0,0.0
19277.0,150.4891205,1.9890161,22.3907585,0.44758,0.4545,0.55242,2.0,0.0
19278.0,150.4831543,1.958853,22.9006119,0.6995199999999999,0.6745,0.30048,2.0,0.0
19282.0,150.4897461,1.9997849,21.9332371,0.88956,0.754,0.11044,2.0,0.0
19286.0,150.4809418,1.953414,22.314642,0.19035999999999997,0.7615,0.80964,2.0,0.0
19296.0,150.4860382,1.989022,21.8458271,0.43372999999999995,0.3425,0.56627,2.0,0.0
19299.0,150.4795685,1.955846,22.3115196,0.32567,0.2815,0.67433,2.0,0.0
19311.0,150.5283051,1.930192,21.9972668,0.7418100000000001,0.5265,0.25819,2.0,0.0
19322.0,150.524765,1.925571,22.4407139,0.6531100000000001,0.3955,0.34689,2.0,0.0
19326.0,150.520874,1.90798,22.3048153,0.928995,0.33,0.071005,2.0,0.0
19328.0,150.5268555,1.943908,22.3989887,0.88791,0.388,0.11209,2.0,0.0
19329.0,150.5220032,1.918306,20.8326797,0.85783,0.7155,0.14217,2.0,0.0
19355.0,150.5189056,1.926596,21.662096,0.51778,0.4585,0.48222,2.0,0.0
19356.0,150.5186768,1.92647,21.4395313,0.41739000000000004,0.4655,0.58261,3.0,0.0
19360.0,150.5114899,1.894163,21.0946712,0.42569999999999997,0.809,0.5743,2.0,0.0
19367.0,150.5121918,1.905165,21.7684422,0.48755000000000004,0.3375,0.51245,2.0,0.0
19373.0,150.5110779,1.909754,21.5821285,0.89139,0.634,0.10861,2.0,0.0
19374.0,150.5093079,1.899361,21.8131714,0.51074,0.3955,0.48926,2.0,0.0
19379.0,150.5110168,1.917365,22.550703,0.64141,0.6225,0.35859,2.0,0.0
19385.0,150.5130615,1.9391659,21.8398094,0.5664199999999999,0.4655,0.43358,2.0,0.0
19400.0,150.5085297,1.937655,21.9979439,0.88557,0.463,0.11443,2.0,0.0
19404.0,150.5032501,1.909773,22.4998569,0.33059000000000005,0.0835,0.66941,3.0,0.0
19407.0,150.5031891,1.917863,22.4608326,0.974907,0.17,0.025093,2.0,0.0
19411.0,150.5024872,1.919168,22.4872723,0.5456,0.3745,0.4544,2.0,0.0
19412.0,150.5008698,1.910876,21.8127537,0.27715999999999996,1.168,0.72284,2.0,0.0
19415.0,150.500473,1.910908,21.8648243,0.7777499999999999,0.225,0.22225,2.0,0.0
19417.0,150.5044708,1.9366339,22.1199169,0.5728,0.243,0.4272,2.0,0.0
19418.0,150.5047302,1.939091,22.5870342,0.42030999999999996,0.572,0.57969,2.0,0.0
19426.0,150.5025635,1.939315,21.9792023,0.76921,0.5155,0.23079,3.0,0.0
19427.0,150.5033264,1.943819,21.6031666,0.87626,0.446,0.12374,2.0,0.0
19428.0,150.5021362,1.937667,22.2095833,0.75309,0.2915,0.24691,2.0,0.0
19429.0,150.4961395,1.909184,19.4624729,0.7562599999999999,0.6335,0.24374,2.0,0.0
19431.0,150.4948883,1.905622,22.3776588,0.36761999999999995,0.4745,0.63238,2.0,0.0
19437.0,150.492691,1.89951,20.9360256,0.72517,0.588,0.27483,1.0,0.0
19441.0,150.4915009,1.899304,22.6066113,0.35317,0.5995,0.64683,2.0,0.0
19442.0,150.4990082,1.94412,21.2220688,0.5927899999999999,0.7945,0.40721,2.0,0.0
19444.0,150.4928894,1.912204,21.1854401,0.75589,0.733,0.24411,2.0,0.0
19447.0,150.4940643,1.920634,22.7920952,0.9595670000000001,0.299,0.040433,2.0,0.0
19451.0,150.4974823,1.945184,22.5324287,0.6164700000000001,0.3205,0.38353,2.0,0.0
19453.0,150.4890137,1.8983099,22.0004787,0.9118310000000001,0.7515,0.088169,2.0,0.0
19457.0,150.4947052,1.936277,22.3123169,0.43116,0.549,0.56884,3.0,0.0
19460.0,150.4895477,1.914016,21.7466583,0.6155999999999999,0.449,0.3844,2.0,0.0
19466.0,150.488327,1.9180911,21.4357281,0.55294,0.7215,0.44706,2.0,0.0
19472.0,150.4886169,1.934283,22.2549934,0.29791999999999996,0.2235,0.70208,2.0,0.0
19475.0,150.4878693,1.9374321,21.1752529,0.926972,0.491,0.073028,1.0,0.0
19476.0,150.4875183,1.9363821,20.8475323,0.43064,1.156,0.56936,2.0,0.0
19479.0,150.4876862,1.939773,22.1512184,0.20494,0.623,0.79506,2.0,0.0
19486.0,150.4825592,1.929353,22.3891735,0.67738,0.1695,0.32262,3.0,0.0
19488.0,150.4775391,1.90924,20.4414234,0.7498400000000001,0.9875,0.25016,2.0,0.0
19489.0,150.4809113,1.92926,22.3321362,0.54011,0.4545,0.45989,2.0,0.0
19492.0,150.476181,1.904852,20.724474,0.69262,0.4075,0.30738,2.0,0.0
19495.0,150.4836273,1.950405,20.4457664,0.49359,0.823,0.50641,2.0,0.0
19504.0,150.4776917,1.920642,22.3776608,0.529,0.582,0.471,2.0,0.0
19506.0,150.4763641,1.916558,21.0861607,0.6759200000000001,0.392,0.32408,2.0,0.0
19509.0,150.4738617,1.907557,20.3654747,0.6275999999999999,0.603,0.3724,1.0,0.0
19511.0,150.4732208,1.90417,20.3311977,0.38261,0.6985,0.61739,2.0,0.0
19513.0,150.478714,1.9382581,21.5450821,0.25878999999999996,0.3775,0.74121,2.0,0.0
19517.0,150.4797821,1.951124,21.2153397,0.8162,0.5785,0.1838,2.0,0.0
19520.0,150.473053,1.91614,22.2598705,0.18047999999999997,0.7865,0.81952,2.0,0.0
19522.0,150.4715881,1.909735,21.933197,0.75438,0.513,0.24562,2.0,0.0
19540.0,150.5202484,1.882147,21.2508488,0.52483,1.077,0.47517,2.0,0.0
19541.0,150.5167389,1.862811,21.7936687,0.66018,0.6755,0.33982,2.0,0.0
19542.0,150.5206146,1.884894,22.1126881,0.86347,0.5115,0.13653,3.0,0.0
19546.0,150.5172272,1.876153,21.8490009,0.6046,0.265,0.3954,2.0,0.0
19549.0,150.5174866,1.882652,22.439064,0.3781,0.642,0.6219,2.0,0.0
19550.0,150.51297,1.86169,21.9084587,0.76667,0.56,0.23333,2.0,0.0
19553.0,150.5117493,1.859228,21.5272541,0.25912,1.0495,0.74088,3.0,0.0
19554.0,150.5124359,1.862167,21.1886978,0.37159,0.78,0.62841,3.0,0.0
19557.0,150.5086823,1.846168,21.9528294,0.41264,0.913,0.58736,2.0,0.0
19560.0,150.5085144,1.847597,21.4350204,0.42769999999999997,0.8925,0.5723,2.0,0.0
19567.0,150.5062256,1.842157,23.0080338,0.35204,0.297,0.64796,3.0,0.0
19573.0,150.5086212,1.860939,22.174612,0.48128000000000004,0.367,0.51872,3.0,0.0
19582.0,150.5127563,1.892983,22.2295742,0.75713,0.251,0.24287,1.0,0.0
19584.0,150.5078125,1.867319,21.7277813,0.77765,0.2175,0.22235,2.0,0.0
19589.0,150.5056305,1.8587691,22.7756519,0.73515,0.3385,0.26485,2.0,0.0
19590.0,150.5099792,1.8879679,21.6588917,0.44249000000000005,0.5935,0.55751,3.0,0.0
19592.0,150.5037842,1.854591,21.6385384,0.77025,0.4845,0.22975,3.0,0.0
19593.0,150.5065308,1.870049,22.246357,0.50534,0.763,0.49466,2.0,0.0
19597.0,150.5059357,1.8708121,21.4299049,0.53293,0.209,0.46707,2.0,0.0
19602.0,150.5033112,1.868355,22.6707458,0.47323000000000004,0.4975,0.52677,2.0,0.0
19605.0,150.5034027,1.870056,22.4441452,0.85135,0.484,0.14865,2.0,0.0
19606.0,150.5034943,1.875824,21.1048203,0.29713999999999996,0.705,0.70286,2.0,0.0
19607.0,150.5040894,1.878009,22.5082836,0.34831,0.3875,0.65169,2.0,0.0
19612.0,150.5027924,1.877643,22.3447151,0.63784,0.62,0.36216,2.0,0.0
19615.0,150.4973602,1.8503799,22.9817886,0.31838999999999995,0.5325,0.68161,2.0,0.0
19616.0,150.4991302,1.86561,22.3607903,0.76083,0.406,0.23917,2.0,0.0
19619.0,150.4977112,1.861142,21.5962429,0.73341,0.2435,0.26659,3.0,0.0
