bin,cos_i_lo,cos_i_hi,i_deg_lo,i_deg_hi,n_sdss,frac_sdss_pct,n_frb,frac_frb_pct
1,0.000204124170708743,0.2282145828794552,76.80802046445673,89.98830454644056,6606,12.499290458080264,5,10.204081632653061
2,0.2282145828794552,0.3366415344731539,70.32761023805111,76.80802046445673,6607,12.501182569866227,2,4.081632653061225
3,0.3366415344731539,0.4292140592082235,64.58230729659512,70.32761023805111,6606,12.499290458080264,4,8.16326530612245
4,0.4292140592082235,0.5227530997539314,58.482894169849665,64.58230729659512,6606,12.499290458080264,4,8.16326530612245
5,0.5227530997539314,0.6044230193167619,52.81266579572268,58.482894169849665,6607,12.501182569866227,7,14.285714285714286
6,0.6044230193167619,0.6938532529383662,46.06409341301251,52.81266579572268,6606,12.499290458080264,12,24.489795918367346
7,0.6938532529383662,0.8021116458532658,36.66777454681102,46.06409341301251,6606,12.499290458080264,8,16.3265306122449
8,0.8021116458532658,0.9999996874999981,0.04529629220955797,36.66777454681102,6607,12.501182569866227,7,14.285714285714286
