objid,ra,dec,modelmag_r,modelmag_u,expab_r,devab_r,lnlexp_r,lnldev_r,lnlstar_r,fracdev_r,score,nnavgz
1237648721218109809,151.209684872332,0.000132081647695404,20.97211,22.88078,0.5585044,0.4399856,-0.02543934,-0.01582681,-3.452553,0.8247508,0.8745709,0.259194
1237648721753604385,148.095894698492,0.36333803421471,20.92537,22.67651,0.3065919,0.2330595,-0.1831977,-0.1629644,-3.033021,0.5804938,0.8635777,0.154572
1237648721753604461,148.029592881911,0.391864308533004,20.08006,21.28958,0.4401895,0.3415039,-0.3547255,-5.299301,-103.9321,0.0,0.8635777,0.256154
1237648721753604687,148.027952372762,0.244265070111886,20.93258,23.31288,0.05,0.05,-0.2219533,-0.8212196,-7.624329,0.0,0.8635777,0.41178
1237648721753604814,148.077838366184,0.241690022177057,20.37349,21.90692,0.7366109,0.7936792,-0.1581327,-0.1122487,-9.75753,0.5820301,0.8635777,0.29058
1237648721753604815,148.077722562961,0.368730346740274,20.828,22.24017,0.3235469,0.1669053,-0.3278109,-0.5834077,-14.87452,0.454707,0.8635777,0.411543
1237648721753604819,148.078980041694,0.348317593507253,20.42155,26.33175,0.8700777,0.9012495,-0.3803236,-0.02637647,-8.446489,1.0,0.8635777,0.550634
1237648721753604862,148.095617996262,0.405435465444886,19.14681,21.19969,0.7806942,0.7267059,-0.03347273,-4.193039,-279.1827,0.09792928,0.8635777,0.089341
1237648721753605006,148.077779076781,0.269168724619509,20.49588,25.47829,0.6029763,0.545637,-0.02893883,-0.00205853,-1.014142,1.0,0.8635777,0.379626
1237648721753669714,148.175482201277,0.326057896757797,20.92112,22.7944,0.239317,0.1383118,-0.06140879,-0.09558471,-14.91571,0.3825912,0.8754447,0.537591
1237648721753670010,148.175571281132,0.3650179759387,20.97488,21.90287,0.05,0.09998684,-0.003908198,-0.0006053102,-1.824654,1.0,0.8754447,0.323391
1237648721753670257,148.174689223244,0.388285628320602,19.51901,20.9294,0.9028416,0.8999242,-0.108878,-13.33881,-262.7816,0.0,0.8754447,0.211487
1237648721753735693,148.276244011072,0.269020221576709,20.3344,22.18121,0.767975,0.7292203,-0.0346135,-0.06944516,-33.08885,0.2932093,0.8775645,0.160812
1237648721753735697,148.275789674081,0.341387313174397,20.90284,22.40831,0.6925039,0.6057101,-0.1530484,-0.7161824,-14.95084,0.0,0.8775645,0.381891
1237648721753801176,148.41425947497,0.31757277151526,20.6039,22.51263,0.5127982,0.4527354,-0.2070422,-1.156574,-23.57164,0.0,0.8649827,0.335498
1237648721753801442,148.526812823811,0.350175404697787,20.96027,24.46339,0.5696084,0.5777524,-0.5291085,-0.2042961,-1.40383,1.0,0.8649827,0.456621
1237648721753801443,148.52738224874,0.405357388180428,20.83712,24.61923,0.5667154,0.5391098,-0.1530697,-0.1018583,-3.227234,0.77369,0.8649827,0.142145
1237648721753866294,148.662000668204,0.226529843818094,17.26804,20.26895,0.7321853,0.7090452,-901.4601,-29.64419,-4986.663,1.0,0.8509582,0.109129
1237648721753866873,148.660580726607,0.307481851405164,20.47114,23.87842,0.5938096,0.4818989,-1.822695,-0.8572465,-15.50039,1.0,0.8509582,0.53114
1237648721753866888,148.662186201577,0.364931669099188,20.43659,23.22882,0.2613143,0.2751727,-0.05595522,-0.4948025,-40.78216,0.0890917,0.8509582,0.224957
1237648721753932577,148.805012491824,0.242175336260005,20.65798,23.91201,0.2503557,0.1999854,-0.170322,-0.01387335,-10.71447,1.0,0.8700953,0.370244
1237648721753932578,148.805420975083,0.234727791206754,20.42663,23.26575,0.1904645,0.1113831,-0.1061608,-1.359372,-62.13642,0.0,0.8700953,0.316376
1237648721753932581,148.80580739866,0.351257725249641,20.89394,23.84007,0.6860653,0.746349,-0.1358511,-0.1732728,-11.11614,0.47908,0.8700953,0.471028
1237648721753932582,148.806437321767,0.245653869435106,20.99121,23.44131,0.9574977,0.8371016,-0.1003502,-0.6035457,-12.48867,0.0,0.8700953,0.352787
1237648721753997707,148.92069502832,0.352255046341938,19.97536,21.57645,0.4613437,0.3736727,-0.1527085,-2.591102,-115.083,0.09693316,0.8633233,0.179592
1237648721754063389,149.041286943546,0.234395412944288,20.72441,22.50607,0.7432153,0.5501128,-0.06122981,-0.07300131,-5.674048,0.7059436,0.8592151,0.453808
1237648721754128749,149.255499631052,0.340347924112755,20.08256,21.45432,0.2308121,0.1810632,-1.494382,-2.416656,-128.6125,0.3950752,0.877529,0.119806
1237648721754194200,149.394756246386,0.2386627428622,17.28665,20.20088,0.8798572,0.8422093,-814.2697,-32.79372,-5393.588,1.0,0.8763063,0.16315
1237648721754194663,149.393324317451,0.276490546257072,19.89877,21.41826,0.9499995,0.8999441,-0.1036577,-9.01457,-105.9732,0.0,0.8763063,0.389243
1237648721754194664,149.393442703516,0.214328097651386,19.91385,21.66962,0.2424096,0.1878137,-0.7188313,-0.2079263,-91.85651,0.7596036,0.8763063,0.250758
1237648721754194669,149.393304315465,0.28597872867507,20.80305,22.40819,0.2240753,0.1662063,-0.1177831,-0.8631526,-19.91698,0.0,0.8763063,0.536623
1237648721754325552,149.636948738482,0.354528085236943,20.2584,21.93934,0.9171201,0.8999661,-0.5108222,-0.2594874,-19.87782,0.7540753,0.8654155,0.25443
1237648721754325557,149.638011733374,0.345503073658172,20.74714,23.26208,0.6743549,0.5700659,-0.2628287,-0.2836296,-10.71861,0.6186732,0.8654155,0.370969
1237648721754390940,149.830021522779,0.258961216454344,20.02509,21.45432,0.466379,0.399956,-0.997415,-1.338287,-101.5099,0.5605118,0.876526,0.186306
1237648721754391046,149.75716607121,0.409196218303049,20.79052,22.77132,0.5685613,0.5450677,-0.04229359,-0.008618739,-1.869988,1.0,0.876526,0.320646
1237648721754391051,149.759435041257,0.210922711615944,20.73579,22.78479,0.6999664,0.6344615,-0.03947905,-0.02582753,-3.70536,0.8495894,0.876526,0.29831
1237648721754391323,149.831316992084,0.279664600187954,19.57062,22.53988,0.3274039,0.2559879,-0.9693004,-2.450786,-245.1897,0.5752527,0.876526,0.212603
1237648721754391683,149.830722665086,0.236571144478224,20.60021,21.44868,0.4821514,0.5161977,-0.3510394,-0.269727,-2.712452,0.5665037,0.876526,0.366026
1237648721754521888,150.087451678631,0.400967758334214,18.86299,22.79929,0.6093329,0.5387221,-58.92257,-2.168282,-443.2259,1.0,0.8701518,0.206124
1237648721754521926,150.1490648552,0.328982183938898,19.1293,23.47676,0.3197907,0.2339616,-55.39896,-8.798398,-321.0765,1.0,0.8701518,0.25738
1237648721754522004,150.085681641843,0.301913488672529,20.84087,22.08573,0.5995995,0.5707996,-0.03033918,-0.3454247,-8.697135,0.0,0.8701518,0.409163
1237648721754522226,150.087015681613,0.359234210068537,20.99786,24.48297,0.05,0.05,-0.07912922,-0.1233779,-4.532164,0.4661137,0.8701518,0.320277
1237648721754522797,150.149166648603,0.409421011234723,20.52603,23.26292,0.2927082,0.2553849,-0.2244868,-0.1788539,-5.661015,0.624735,0.8701518,0.340971
1237648721754588052,150.289650596661,0.329726639668969,20.1679,22.42009,0.6148085,0.5333769,-3.407315,-8.230334,-85.16216,0.0,0.8798336,0.365146
1237648721754652753,150.47851390125,0.256641338716526,20.70713,21.03926,0.5811098,0.5417732,-1.952693e-05,-0.0002730381,-7.541475,0.4310682,0.8673746,0.118658
1237648721754653225,150.408765726746,0.258236854069626,19.51394,22.06043,0.876925,0.8959351,-8.776909,-0.4189351,-118.5994,1.0,0.8673746,0.294884
1237648721754653228,150.409391248078,0.303764633403401,19.8253,21.95641,0.3947644,0.3349243,-0.7993461,-8.200892,-165.336,0.0,0.8673746,0.352947
1237648721754653229,150.40989834415,0.405476010217431,19.55902,21.12102,0.3322381,0.2727682,-0.1836946,-10.28004,-239.3056,0.0,0.8673746,0.169399
1237648721754653230,150.409603801656,0.372251239528997,20.65673,22.33325,0.299999,0.2044567,-0.09420479,-1.960373,-32.9937,0.0,0.8673746,0.398358
1237648721754653234,150.409941894775,0.382598023057557,19.63972,22.45146,0.7258877,0.7402149,-3.916584,-2.168656,-50.0706,0.9529433,0.8673746,0.191158
1237648721754653240,150.410205725232,0.333339422687694,19.92801,23.29485,0.8855263,0.8292727,-0.8988769,-0.5908313,-56.79119,0.7412753,0.8673746,0.238555
1237648721754653484,150.476893592495,0.38089389292303,20.1937,21.88989,0.3071949,0.2251396,-0.004585285,-0.8924576,-80.99483,0.0,0.8673746,0.202071
1237648721754653485,150.476701521089,0.228358802795672,20.93972,22.8454,0.83374,0.8988348,-0.003324848,-0.003031047,-1.345636,0.6138858,0.8673746,0.546748
1237648721754718614,150.629205686165,0.330699038429173,20.35633,21.58187,0.6257055,0.5832,-0.6196885,-2.539587,-31.8274,0.0,0.8903339,0.330558
1237648721754719045,150.630381298098,0.296973520312113,20.42204,23.45253,0.3574889,0.2968472,-0.6928795,-0.7226359,-61.64655,0.5085164,0.8903339,0.421614
1237648721754719059,150.629248472978,0.22437686360045,19.98052,21.78872,0.6832013,0.6664135,-0.7527193,-0.1775229,-51.33151,0.7449642,0.8903339,0.405828
1237648721754849893,150.85932618818,0.356292591533802,20.44471,22.36238,0.6688497,0.5670742,-0.08006363,-4.230534,-65.85603,0.0,0.899716,0.403694
1237648721754850059,150.930523807411,0.290040861117701,19.38202,21.16864,0.5233592,0.5026156,-2.890843,-7.953131,-277.2807,0.1933359,0.899716,0.090925
1237648721754850276,150.929797880275,0.413450538518976,20.58288,22.6299,0.5340964,0.5977911,-2.088696,-0.8477533,-7.275392,1.0,0.899716,0.575153
1237648721754915727,151.090665066859,0.352513039756706,20.94159,23.39759,0.7404078,0.6501017,-0.05302646,-0.03640032,-2.7439,0.7170246,0.8899828,0.623128
1237648721754980756,151.091981146207,0.300204673663988,19.33223,21.78522,0.3638923,0.3188318,-4.926291,-46.4226,-562.8109,0.0,0.8829439,0.176038
1237648721755046117,151.326404017167,0.310598045262483,19.1719,21.72784,0.9053702,0.9342321,-0.7678573,-0.5760896,-282.1985,0.702489,0.8817859,0.298246
1237648721755046531,151.327223808662,0.324226412513924,20.48837,22.58963,0.6878601,0.6092252,-0.1137246,-1.219028,-44.82836,0.0,0.8817859,0.412119
1237648721755046533,151.327587781883,0.273092325376576,20.11744,22.61696,0.859497,0.7957275,-0.2234539,-1.420388,-99.85663,0.2322694,0.8817859,0.381311
1237648721755112106,151.444118845569,0.417807273293859,20.9298,23.15467,0.3852739,0.3450248,-0.231461,-0.04966214,-2.793048,1.0,0.884885,0.505071
1237648721753736028,148.38562235714,0.292944092423235,19.94417,23.90271,0.3814502,0.3177381,-1.252947,-1.4626,-129.2901,0.5379401,0.8775645,0.355895
1237648721753801385,148.497905063704,0.3881923647706,20.06491,23.13699,0.3545952,0.3086226,-0.2438068,-0.4244983,-23.5167,0.5580233,0.8649827,0.330219
1237648721753801387,148.498376336557,0.236549411385372,20.25936,26.10171,0.8956667,0.8914889,-0.3873578,-0.2060612,-23.44846,0.7470694,0.8649827,0.51552
1237648721753801393,148.49963338131,0.38214942491801,20.90669,22.1697,0.5276624,0.6264012,-0.4168848,-0.5153104,-7.838107,0.4908564,0.8649827,0.376772
1237648721753866515,148.613675442788,0.307966106234571,19.49462,21.37856,0.4595418,0.4685351,-19.10367,-18.25328,-159.3585,0.5788658,0.8509582,0.334548
1237648721753932396,148.746033132807,0.262997015701964,20.35607,21.69173,0.9694594,0.9496677,-0.4919323,-4.606162,-59.17455,0.0,0.8700953,0.33933
1237648721753932400,148.748912344956,0.213662117685232,20.9603,22.62406,0.8889427,0.9060941,-0.1021998,-0.07772998,-0.499038,1.0,0.8700953,0.397159
1237648721753932640,148.831546107994,0.225701591239759,20.02655,23.19803,0.6004111,0.6040019,-3.924216,-6.999791,-77.37553,0.2791898,0.8700953,0.333207
1237648721753932642,148.831831061626,0.369753030012747,20.20063,22.48841,0.3397282,0.3028076,-0.2730801,-4.02019,-100.1853,0.0,0.8700953,0.282029
1237648721753997554,148.941231365909,0.300089199636908,19.64145,21.12901,0.5919337,0.5090396,-0.03165934,-5.885493,-193.907,0.0,0.8633233,0.144024
1237648721753997557,148.943260982976,0.390804968442742,17.96388,20.45156,0.8880992,0.9474787,-255.1081,-14.14247,-1715.218,1.0,0.8633233,0.18918
1237648721753997714,148.942147450019,0.21204366797873,19.43653,21.03239,0.9624918,0.9523,-0.3908751,-19.28564,-349.1917,0.0,0.8633233,0.22374
1237648721753998002,148.942861254336,0.217602556445469,20.34349,22.984,0.5083028,0.4718424,-0.01807835,-0.8997346,-49.09045,0.0,0.8633233,0.342212
1237648721753998007,148.943328743496,0.223935296596295,20.59842,24.50725,0.8444412,0.6869775,-0.6580221,-0.1878313,-7.694734,1.0,0.8633233,0.395075
1237648721754063445,149.061873740843,0.396642970453023,20.33692,23.58338,0.2467786,0.2277414,-0.5837506,-0.112489,-20.5758,0.9798085,0.8592151,0.351511
1237648721754063448,149.062843857676,0.345864483690911,20.41791,21.84369,0.7249932,0.7499242,-0.001327933,-0.05137683,-23.08019,0.05174721,0.8592151,0.132586
1237648721754063452,149.064697082043,0.253887831214191,19.39958,22.62445,0.2762116,0.1955487,-11.85262,-0.8371207,-196.1361,1.0,0.8592151,0.252749
1237648721754128774,149.291552228016,0.417442069477175,19.25301,21.04801,0.570121,0.4852042,-0.1671214,-27.89461,-477.2152,0.0,0.877529,0.12004
1237648721754128888,149.180222208527,0.233130510503511,20.69489,25.48358,0.693004,0.6608582,-0.1247337,-0.04976613,-6.076848,0.8985856,0.877529,0.414165
1237648721754128892,149.181279436329,0.376888375331222,20.3184,24.10726,0.1792972,0.1062776,-0.09864397,-0.7925589,-61.89942,0.22901,0.877529,0.311761
1237648721754128897,149.181684778635,0.396189987001939,20.60856,22.14217,0.3839279,0.3871291,-0.3749888,-0.6383451,-34.17524,0.292035,0.877529,0.449682
1237648721754194209,149.40175423095,0.390445944579117,19.22435,20.89383,0.9969375,0.9924547,-0.1550712,-16.03846,-309.6501,0.0,0.8763063,0.184418
1237648721754325499,149.619681947284,0.395276317866705,20.95018,25.20289,0.6520623,0.5034063,-0.2030625,-0.1772602,-3.488744,0.7784885,0.8654155,0.321078
1237648721754325501,149.620985382805,0.225149639079552,20.28187,21.04593,0.5998143,0.4259163,-6.008417,-3.90241,-6.329201,0.8579252,0.8654155,0.303625
1237648721754390946,149.846189657026,0.314377765734186,20.92391,22.14019,0.5725751,0.6840605,-0.07407349,-0.03408934,-1.814178,0.958579,0.876526,0.150607
1237648721754390947,149.846489149511,0.315148615360688,20.14828,22.98929,0.7644056,0.6863736,-0.1655982,-0.9801838,-78.16401,0.2690533,0.876526,0.271043
1237648721754391373,149.845934852121,0.301410743135879,20.20183,22.25627,0.2752384,0.1789329,-6.867748,-17.94601,-121.6406,0.0,0.876526,0.318173
1237648721754391376,149.846993469977,0.329502889269233,19.67037,22.17299,0.6626009,0.6423934,-0.4498178,-4.198696e-05,-90.6433,0.9476165,0.876526,0.234936
1237648721754391378,149.847915748128,0.310358647563946,20.21369,24.94188,0.6722943,0.7000099,-5.490941,-2.920805,-39.2308,1.0,0.876526,0.292478
1237648721754456699,149.954681833242,0.396344912433802,20.29187,22.12594,0.7836213,0.7191904,-0.066941,-0.1529754,-44.06888,0.5231587,0.8770173,0.377731
1237648721754456702,149.954536121017,0.399451005799307,20.12767,22.88863,0.5739499,0.4720694,-0.2801513,-0.2416905,-35.3792,0.7647051,0.8770173,0.34241
1237648721754456706,149.955840735953,0.403937439944034,19.84507,22.03868,0.8037336,0.7139161,-0.03849748,-2.564898,-146.7704,0.03618988,0.8770173,0.260888
1237648721754521762,150.069631648709,0.275633916084563,16.60225,18.85771,0.4651817,0.4435599,-195.585,-1933.179,-20011.85,0.07384986,0.8701518,0.081758
1237648721754521763,150.067932734766,0.280123598474186,18.98691,21.98184,0.4454372,0.3800102,-6.408258,-2.897526,-338.4972,0.8289237,0.8701518,0.197211
1237648721754521934,150.163886943781,0.243268225849608,19.07342,22.28638,0.5427849,0.468208,-8.48683,-0.1578153,-184.9659,1.0,0.8701518,0.227324
1237648721754521937,150.164187927153,0.373167967439187,18.41193,21.59044,0.8616108,0.892568,-179.0096,-8.033195,-898.6672,1.0,0.8701518,0.196141
1237648721754522163,150.069168192351,0.312329235970792,19.46062,24.14831,0.7994447,0.6993874,-3.089354,-3.001648,-188.2857,0.6299873,0.8701518,0.254698
1237648721754522170,150.070416692242,0.302604277865411,20.76121,24.69304,0.4845906,0.4813154,-0.004017703,-0.01137048,-7.728747,0.5040562,0.8701518,0.361897
1237648721754522525,150.164190336313,0.234547649427922,20.76245,23.12373,0.3100235,0.2284859,-0.4877761,-0.1577968,-9.844498,1.0,0.8701518,0.378073
1237648721754588007,150.271973143521,0.229675177003677,20.80963,22.31624,0.820232,0.797577,-0.1495888,-0.4142058,-12.73209,0.05960009,0.8798336,0.401238
1237648721754653166,150.389715961611,0.264738135265508,20.67631,22.241,0.7464867,0.7599621,-0.2268615,-1.628382,-26.60547,0.0,0.8673746,0.139691
1237648721754718602,150.608097587328,0.215799050691326,19.55208,21.3645,0.4011572,0.3097098,-3.37404,-30.50253,-399.7481,0.0,0.8903339,0.220124
1237648721754718603,150.608124436538,0.331239883038916,19.76151,21.89553,0.6522906,0.597217,-0.1644865,-15.4017,-251.2015,0.0,0.8903339,0.306366
1237648721754783983,150.725141773022,0.373506242317324,18.91825,22.31842,0.8816051,0.9081701,-70.46236,-1.276197,-452.4109,1.0,0.9048297,0.298912
1237648721754784396,150.724449130564,0.405061429277587,20.78705,22.35238,0.3022868,0.2106684,-0.0905726,-0.2180919,-22.55816,0.3922529,0.9048297,0.495756
1237648721754849562,150.938078643736,0.417229853309063,20.98041,24.10917,0.7081216,0.5558523,-0.3077708,-0.0849028,-3.687642,1.0,0.899716,0.484252
1237648721754849705,150.937851442034,0.35631040337917,20.56003,21.63287,0.6194205,0.5814685,-0.0562041,-0.08623146,-30.95683,0.535471,0.899716,0.18956
1237648721754849809,150.82963613214,0.316362618181789,20.28153,24.981,0.7312893,0.787383,-0.007056191,-0.01653504,-7.647134,0.5475965,0.899716,0.290702
1237648721755046188,151.285109016774,0.385003461878036,20.23101,23.67392,0.5291805,0.5668006,-2.327096,-0.2930107,-18.01099,1.0,0.8817859,0.380127
1237648721755046400,151.283240529279,0.319664389674562,20.49711,25.28906,0.8059791,0.7926321,-0.3633909,-0.2811316,-10.59492,0.7707199,0.8817859,0.351289
1237648721755111535,151.394990640406,0.353701584218324,18.01941,20.93834,0.4197206,0.3638293,-70.14864,-28.03795,-2166.073,0.7938417,0.884885,0.108068
1237648721755177140,151.617557077113,0.343950861910763,18.8698,21.9058,0.5644518,0.5091525,-20.743,-0.05899138,-481.3754,0.972006,0.884517,0.197454
1237648721755177456,151.618508497123,0.329918297412506,20.62495,23.17985,0.9814031,0.9763451,-0.004477975,-5.391287e-05,-3.774186,1.0,0.884517,0.373103
1237648721755308288,151.967427593744,0.300763324057082,14.94706,16.93027,0.8340192,0.8724304,-1804.032,-8844.868,-68213.54,0.08370123,0.8849394,0.030991
1237648721755308504,151.853841274312,0.345766768376505,20.76645,22.2016,0.7667204,0.7062938,-0.01889623,-0.2842671,-16.16451,0.0,0.8849394,0.400541
1237648721755308827,151.965923674581,0.227444085727311,20.821,24.51645,0.5619696,0.7395468,-2.12211,-1.320987,-6.800239,0.9656979,0.8849394,0.483296
1237648722290606460,148.386839698682,0.722647928279495,20.91013,25.92723,0.6511229,0.5670018,-0.03611433,-0.01008578,-2.658273,0.9375887,0.8571764,0.33345
1237648722290606870,148.387309136412,0.72590837927842,20.36512,22.27551,0.5041034,0.5391092,-0.5570409,-0.27147,-18.81979,0.8262023,0.8571764,0.435578
1237648722290606875,148.387326871148,0.714542423182017,20.76231,22.01492,0.7865504,0.7085795,-0.4937224,-3.74464,-28.70042,0.0,0.8571764,0.409355
1237648722290606876,148.387909446058,0.640093578568234,20.41594,22.60588,0.7454292,0.6227592,-0.800588,-0.8565329,-30.13133,0.6604853,0.8571764,0.224959
1237648722290737774,148.613894059111,0.686105298944613,20.10292,22.17022,0.6014522,0.5229801,-0.2029403,-3.028242,-78.73846,0.0,0.8309295,0.363642
1237648722290737778,148.615466436714,0.656956703144735,20.82349,22.44538,0.250207,0.3000003,-0.3077329,-1.426704,-21.69604,0.0,0.8309295,0.372621
1237648722290737782,148.615004861364,0.704415385917208,20.70709,22.67677,0.07862422,0.05,-1.341447,-1.496485,-7.900648,0.6504152,0.8309295,0.312368
1237648722290802972,148.746415541611,0.786912129502902,20.0498,21.37784,0.4624622,0.433662,-0.08521453,-0.4425819,-77.54781,0.4050207,0.8396599,0.315393
1237648722290802975,148.747958601444,0.654551229954964,20.51745,21.96288,0.7064956,0.7471695,-0.1688502,-2.245062,-29.45838,0.0,0.8396599,0.271801
1237648721755177152,151.667170930872,0.265886838358339,17.61644,19.66396,0.8067477,0.7736245,-39.2767,-455.3899,-5597.209,0.07068073,0.884517,0.190126
1237648721755177325,151.556222353124,0.272624169765148,20.98024,22.83452,0.8456714,0.7986855,-0.09182778,-0.4286413,-10.30644,0.0,0.884517,0.386228
1237648721755177567,151.667984967412,0.237962487782323,20.05348,21.41397,0.3999852,0.3311801,-1.128034,-1.085733,-33.34155,0.4036226,0.884517,0.214815
1237648721755242761,151.77868334112,0.33137474181146,17.41387,20.01876,0.4950064,0.4693374,-687.3557,-13.04717,-4391.167,1.0,0.8888927,0.089151
1237648721755242764,151.778770246192,0.311052745898872,17.70045,20.21389,0.4401903,0.4083658,-321.2998,-11.50398,-3613.585,0.958756,0.8888927,0.118487
1237648721755308415,151.895966167898,0.209570618906835,19.95697,20.97882,0.3198829,0.2788928,-0.0400763,-4.220409,-153.9009,0.0,0.8849394,0.161086
1237648721755308590,151.895110856204,0.303843626149939,20.43015,22.96983,0.2783498,0.2273026,-0.0008177703,-0.2816534,-53.849,0.0,0.8849394,0.326073
1237648721755308592,151.895680108708,0.387428399940477,20.60487,22.26979,0.1564611,0.0812073,-0.9833757,-3.333785,-44.27333,0.0,0.8849394,0.380824
1237648722290475553,148.027625614762,0.729314558015386,20.17516,22.94857,0.7660252,0.6067422,-4.019759,-0.2753752,-24.22143,1.0,0.8380749,0.375702
1237648722290475557,148.029450826225,0.658092397623435,20.25039,22.47878,0.7605731,0.7243519,-0.1340968,-0.08997045,-9.514182,0.8751039,0.8380749,0.383706
1237648722290475690,148.079856335574,0.697173830402663,20.18035,22.07978,0.8944459,0.858507,-0.0007333473,-0.2210569,-59.11742,0.08705309,0.8380749,0.381281
1237648722290475729,148.095376430298,0.836116014663287,20.36477,24.37437,0.8325894,0.8359011,-0.9587243,-1.136591,-21.22604,0.5581055,0.8380749,0.2498
1237648722290541083,148.136143207246,0.673061524065497,20.21733,23.53427,0.3354366,0.2670121,-0.3028865,-1.31657,-82.08784,0.1409128,0.8488971,0.280781
1237648722290541084,148.136455147176,0.788102258408478,20.98167,23.398,0.4950884,0.253642,-0.4905522,-0.1854283,-0.5854097,1.0,0.8488971,0.53296
1237648722290541165,148.174609591429,0.758489843138411,19.91182,26.17865,0.6456664,0.5745132,-2.272202,-0.4641317,-35.89615,1.0,0.8488971,0.381438
1237648722290541170,148.176209213385,0.712528932896271,20.87572,23.88192,0.2095395,0.1595014,-1.380808,-0.9422334,-8.053074,1.0,0.8488971,0.329127
1237648722290606489,148.276643706731,0.752232464664181,20.47474,21.90099,0.7436365,0.5960443,-2.048671,-2.814372,-35.26386,0.4126303,0.8571764,0.29611
1237648722290671947,148.52905462804,0.754312787192194,18.77553,21.74945,0.7088435,0.6458874,-27.36627,-2.192434,-358.9286,1.0,0.8489982,0.206865
1237648722290671971,148.416441896982,0.746235608395547,18.5761,20.6655,0.4193273,0.3685202,-1.871409,-100.659,-1345.153,0.0,0.8489982,0.163056
1237648722290672110,148.414662541384,0.837532855782478,20.38288,23.92867,0.5791469,0.4804207,-0.01067658,-0.008408144,-14.66879,0.6104927,0.8489982,0.542647
1237648722290737418,148.660847420736,0.653352997239356,19.2315,20.7321,0.999871,0.9973685,-1.360098,-5.285189,-214.8116,0.4821583,0.8309295,0.194996
1237648722290737579,148.662567321197,0.785221039601816,20.00066,21.78848,0.8788134,0.8002042,-2.713599,-1.327642,-21.33924,1.0,0.8309295,0.341349
1237648722290737870,148.660770573654,0.818634575720638,20.37393,22.1427,0.2660204,0.2072953,-0.6544026,-0.2234258,-18.45508,0.9612041,0.8309295,0.153927
1237648722290803292,148.805463173252,0.651589106623311,20.52737,22.03344,0.9108298,0.999957,-0.3250965,-0.693669,-32.98077,0.308653,0.8396599,0.228404
1237648722290803293,148.805906383207,0.737285263650866,20.83362,23.31052,0.05,0.05807941,-0.449246,-1.252827,-15.73577,0.0,0.8396599,0.388094
1237648722290803294,148.806803207255,0.677237077431313,20.61996,22.47697,0.7555684,0.6685694,-0.2451266,-0.9081268,-26.41119,0.0,0.8396599,0.410743
1237648722290868438,148.920739281067,0.789865446873813,17.82936,19.85532,0.4562935,0.4000039,-6.339221,-345.9319,-4523.278,0.02842935,0.8383038,0.119582
1237648722290868620,148.92063927875,0.725490990062347,20.85415,22.25133,0.8999714,0.8017671,-0.555057,-0.761014,-3.287829,0.0,0.8383038,0.386037
1237648722290934117,149.043290722206,0.829936610732522,20.03034,21.25057,0.7385329,0.6604438,-0.0168322,-2.525731,-83.8368,0.0,0.8388395,0.191921
1237648722290934275,149.041862110464,0.762459050490709,20.97865,25.10672,0.3715212,0.306495,-2.267364,-1.732716,-5.519194,1.0,0.8388395,0.488661
1237648722290934279,149.041661399125,0.822710472997545,19.9008,23.87022,0.2552379,0.2113373,-0.4604824,-0.7246287,-110.9776,0.5480379,0.8388395,0.315788
1237648722290934280,149.042495338465,0.824206684807199,20.80378,23.79371,0.3251972,0.4101605,-0.03938686,-0.01772455,-1.675946,0.8290995,0.8388395,0.418929
1237648722290999911,149.255724139228,0.784761746030637,19.40406,23.14783,0.5070289,0.4603635,-0.5797222,-9.889527,-302.1854,0.1939414,0.853155,0.343637
1237648722291065299,149.393000834276,0.82179112004136,19.42654,21.31221,0.338317,0.286054,-0.3070381,-17.37793,-365.6661,0.0,0.8518574,0.296404
1237648722291065603,149.393013457209,0.834896077512226,20.31676,24.29314,0.1237306,0.05,-0.1839293,-0.4094009,-46.97893,0.6304243,0.8518574,0.324054
1237648722291065605,149.394699060377,0.637600407629278,20.88485,22.54105,0.4714666,0.4524626,-0.9287449,-0.2914801,-3.526599,1.0,0.8518574,0.136647
1237648722291196033,149.637750565525,0.733833554590493,16.65381,19.53203,0.6907411,0.7369541,-1231.755,-184.4982,-10873.9,0.8913201,0.8434237,0.095875
1237648722291196443,149.637711875222,0.830109732183505,19.73181,22.72505,0.8099664,0.7248173,-4.52969,-1.096078,-71.51326,0.9942844,0.8434237,0.228177
1237648722291196449,149.638503989178,0.632197213421922,20.41355,22.4656,0.6944192,0.6442846,-0.05569765,-0.04719699,-14.35569,0.5751138,0.8434237,0.525458
1237648722291262073,149.828614588924,0.693460772604419,19.9355,22.45281,0.6920883,0.6562129,-4.06493,-0.5657751,-51.10477,1.0,0.8478304,0.297431
1237648722291262079,149.831176117755,0.738967965704536,20.65466,22.36433,0.323005,0.2288934,-0.2057906,-1.798574,-31.7051,0.0,0.8478304,0.423966
1237648722291327677,149.979400771577,0.680992111608917,20.19846,23.28148,0.882901,0.9783095,-1.120581,-0.2518249,-24.94973,0.9691694,0.8513786,0.524128
1237648722291392753,150.0860306897,0.758608699535698,19.40181,20.87014,0.9806783,0.9875965,-0.2067472,-22.38304,-327.7491,0.0,0.8520827,0.167749
1237648722291393096,150.086416193638,0.802617684505998,20.33686,22.34867,0.7183257,0.6999927,-0.07975729,-0.23786,-30.54169,0.494036,0.8520827,0.448827
