objid,ra,dec,modelmag_r,modelmag_u,expab_r,devab_r,lnlexp_r,lnldev_r,lnlstar_r,fracdev_r,score,nnavgz
1237651754533192107,148.025401365303,2.55552277822693,20.38225,21.424,0.8157785,0.7756691,-1.240748,-1.104764,-13.05134,0.7482139,0.8116212,0.31741
1237651754533192364,148.02603963847,2.54944118961742,20.71988,25.11186,0.667992,0.6402457,-0.38816,-0.2646647,-3.404608,0.9701504,0.8116212,0.472703
1237651754533257701,148.092238788621,2.62697893238414,20.22199,25.44649,0.6965271,0.6884088,-0.18259,-0.07095479,-12.2776,0.8425246,0.7985829,0.506076
1237651754533257878,148.159178056393,2.5891562841811,19.64956,22.93063,0.7216685,0.7147588,-3.290493,-0.2866906,-43.2015,1.0,0.7985829,0.266225
1237651754533257989,148.093761319042,2.60641995244197,20.87387,25.34952,0.5792872,0.4834705,-0.2677626,-0.2252162,-1.309532,0.8747717,0.7985829,0.404335
1237651754533323221,148.234161793368,2.42783679454781,19.47429,21.69223,0.6938223,0.6484008,-0.1512193,-9.336966,-202.869,0.0,0.8098641,0.215844
1237651754533323232,148.233581625807,2.63044751804371,18.80964,21.60036,0.1732362,0.1138077,-2.283988,-31.92308,-664.1483,0.0,0.8098641,0.187649
1237651754533323335,148.28627574677,2.45937397912084,19.33863,22.05366,0.8428622,0.8771057,-1.521785,-1.401106,-134.7686,0.6408215,0.8098641,0.266718
1237651754533323336,148.284982311912,2.46285386482425,19.8735,23.29965,0.1455105,0.08244716,-1.47351,-0.5433711,-61.70477,0.9110463,0.8098641,0.350409
1237651754533323338,148.28480496562,2.48252566908147,20.38716,22.11874,0.6782495,0.6204841,-0.1100333,-1.05573,-23.89846,0.0,0.8098641,0.42975
1237651754533323346,148.284930298093,2.53977842327354,20.96281,22.84185,0.4190454,0.3499877,-0.2622284,-0.2796901,-3.787749,0.5022485,0.8098641,0.407775
1237651754533388814,148.413423798844,2.46029677723868,19.14334,22.22213,0.7703106,0.8095463,-3.569683,-1.047308,-151.1907,0.6733444,0.8140702,0.413983
1237651754533388818,148.411836231163,2.60534390965747,20.5183,22.1118,0.9972278,0.9553862,-0.7900647,-1.170725,-10.62711,0.2692731,0.8140702,0.350245
1237651754533388820,148.413232682864,2.58941503174216,20.60994,23.11263,0.5671163,0.5210201,-0.4684844,-0.2961603,-5.962716,0.9253421,0.8140702,0.478436
1237651754533454028,148.643010476277,2.59272318183709,17.67644,20.35789,0.8678179,0.8595541,-429.7028,-70.5462,-2112.536,1.0,0.8178933,0.086812
1237654600488780471,148.095014783973,3.34147013394404,20.42684,22.79189,0.7147809,0.6994364,-0.1395777,-1.052846,-28.86282,0.0,0.8298219,0.461113
1237654600488845719,148.137389657373,3.24194793683058,20.64916,24.27594,0.241774,0.2783668,-0.4876875,-0.578122,-13.11652,0.5207257,0.8352025,0.332559
1237654600488845786,148.174903119335,3.23458609854495,20.91667,22.72305,0.3419068,0.2999429,-0.5645705,-0.7042646,-6.018763,0.2623957,0.8352025,0.35229
1237654600488911528,148.414516408989,3.18627505516083,20.78002,23.42325,0.4654767,0.3892451,-0.005080621,-0.001261041,-1.439162,0.9842439,0.8233387,0.379254
1237654600488911542,148.415672027889,3.28521509485416,19.68692,21.34451,0.7022691,0.5894268,-0.1107988,-6.911578,-170.1918,0.0,0.8233387,0.123594
1237654600488911547,148.41525428645,3.34741500354382,20.93981,22.20473,0.7070798,0.6925684,-0.391533,-0.827828,-9.063387,0.0,0.8233387,0.389583
1237654600488977044,148.528828251939,3.19244235708394,20.73763,21.79535,0.7781767,0.8469085,-0.5436388,-0.7394204,-9.255772,0.3720926,0.8232774,0.473867
1237654600488977048,148.528589509702,3.2035573999118,20.42735,23.2719,0.6992781,0.5397812,-1.386708,-0.5243745,-8.478355,1.0,0.8232774,0.331262
1237654600488977062,148.52703132112,3.34787652590128,20.28058,23.05585,0.315789,0.2551533,-0.4719141,-3.439348,-45.13768,0.0,0.8232774,0.35346
1237654600489042539,148.660793423275,3.27526263099827,20.81357,22.6206,0.6041338,0.560488,-0.1215982,-0.2539259,-8.368803,0.1682252,0.8199487,0.185641
1237654600489042563,148.663067221665,3.40118514092585,20.96662,23.89339,0.4214256,0.2990041,-0.01812529,-0.03499988,-4.263746,0.4165854,0.8199487,0.324899
1237654600489107622,148.806596342543,3.35768748564679,20.82391,23.22703,0.3249305,0.2304956,-1.371681,-0.3754429,-2.939214,1.0,0.8174478,0.119363
1237654600489107715,148.807032796839,3.29174666027563,20.10469,22.84119,0.6744349,0.626119,-0.1383415,-1.039222,-57.39379,0.103199,0.8174478,0.262176
1237654600489108066,148.805974307469,3.26370704916677,19.38918,21.10185,0.5556947,0.497065,-5.453568,-11.95877,-201.2522,0.1253993,0.8174478,0.130482
1237654600489173188,148.918937721752,3.31531540817144,18.55803,20.61572,0.6372799,0.6028552,-5.684371,-94.59256,-1303.845,0.0,0.8255881,0.254526
1237654600489238849,149.041387261723,3.30704230757969,20.08696,22.98088,0.3662655,0.2534111,-3.841407,-1.060821,-36.23221,1.0,0.8222564,0.397506
1237654600489239036,149.041168705217,3.35001561206386,20.71122,23.15299,0.6892737,0.6726617,-1.166289,-0.8808715,-6.738912,0.9596253,0.8222564,0.422125
1237654600489239302,149.156533882392,3.25103560955259,19.71871,22.71129,0.3452893,0.2875268,-2.226409,-1.903337,-76.59592,0.6319001,0.8222564,0.369139
1237654600489239304,149.155763724175,3.31017566507143,20.7145,24.09595,0.7098166,0.5996652,-0.3301634,-0.3041258,-2.404294,0.8431349,0.8222564,0.312073
1237654600489239318,149.157283899944,3.35148411170048,20.95113,24.17085,0.05178483,0.05,-0.3376392,-0.2455411,-1.499762,1.0,0.8222564,0.360761
1237654600489239499,149.157527589336,3.32472735894803,20.95302,25.6716,0.4105787,0.2944039,-0.00796945,-0.01703051,-5.851118,0.2275316,0.8222564,0.350843
1237654600489304438,149.255624098323,3.42797424908956,20.37574,21.33074,0.482884,0.4091945,-0.004493685,-0.6539357,-41.8265,0.0,0.8295921,0.287903
1237654600489304631,149.25601062552,3.26111399323621,20.68422,21.90455,0.1505419,0.2354225,-1.020693,-0.3012006,-3.328153,0.9698279,0.8295921,0.226372
1237654600489304832,149.256893522899,3.22778669928283,20.92124,25.01888,0.6734582,0.6317477,-0.09372918,-0.1956292,-4.71452,0.0,0.8295921,0.176317
1237654600489370100,149.392711219925,3.30807315365467,20.98637,23.70191,0.4477153,0.3139785,-0.01203039,-0.1985555,-6.992922,0.0,0.8310568,0.375627
1237654600489435570,149.486633020414,3.26134942075647,20.5433,22.02269,0.9997569,0.961309,-0.01990518,-0.2502905,-17.87659,0.0,0.8306469,0.44038
1237654600489500815,149.638463232529,3.35543979659248,17.2547,20.42447,0.4465611,0.3684058,-483.2239,-123.83,-5674.795,0.8513851,0.8344564,0.161088
1237654600489501415,149.757567988607,3.31142387939698,20.6402,22.21908,0.5797257,0.5262331,-0.2955957,-0.4580204,-3.974907,0.0,0.8344564,0.293606
1237654600489501416,149.759719650078,3.27893482507395,19.93717,22.54369,0.8733365,0.8179425,-1.258506,-0.4492832,-24.35634,0.9864068,0.8344564,0.505793
1237654600489501423,149.75838222635,3.33600965353831,20.7076,22.80687,0.517601,0.4758636,-0.3808636,-1.117573,-21.3219,0.0,0.8344564,0.465173
1237654600489501436,149.759430697595,3.43721416016316,20.98492,22.5828,0.6002815,0.4677268,-0.7602168,-1.682917,-14.75772,0.0,0.8344564,0.557761
1237654600489632189,149.977960343415,3.46228503794886,20.29426,21.75093,0.2720138,0.188027,-0.01340919,-1.341464,-57.30183,0.0,0.8353183,0.494573
1237654600489697632,150.085092248862,3.34258734686366,20.78981,25.01634,0.841796,0.7700418,-0.006599229,-0.001093993,-0.2694872,1.0,0.8353707,0.374057
1237654600489697692,150.151183134263,3.31210054131069,20.72577,22.08736,0.4425775,0.3496632,-0.01901739,-0.2527048,-19.02073,0.0,0.8353707,0.486264
1237654600489697880,150.14945654944,3.38922315744633,20.62239,22.33686,0.6361383,0.5785565,-0.3931061,-0.2835429,-4.272194,0.7211583,0.8353707,0.139184
1237654600489763030,150.288632180498,3.40008275803925,16.23792,18.09744,0.2977838,0.2733591,-172.4873,-1853.121,-22137.76,0.07107638,0.8389094,0.064021
1237654600489763419,150.289694856482,3.32853953732096,20.14915,22.24697,0.6980534,0.6802288,-0.4275303,-0.1107947,-23.69968,0.8913679,0.8389094,0.376224
1237654600489763428,150.290826944741,3.37405865355185,20.69609,26.99224,0.398691,0.3732107,-1.286472,-1.047967,-8.410051,0.811155,0.8389094,0.353978
1237654600489828742,150.408726037537,3.45579865351772,20.53728,23.692,0.7306087,0.7315273,-2.467891,-2.014411,-14.69008,0.8477029,0.8398201,0.324882
1237654600489894525,150.629042570116,3.32395031911766,20.23301,22.52575,0.6562405,0.407896,-7.120545,-4.354077,-14.89188,1.0,0.8362714,0.395238
1237654600490025007,150.859138675139,3.35256448711497,20.90352,25.11663,0.08581398,0.05,-0.1258498,-0.2270822,-1.476383,0.0,0.8161985,0.265373
1237654600490025460,150.860374895531,3.33948765017557,20.4433,23.33842,0.6499261,0.5535652,-0.3114876,-0.3025422,-4.470744,0.8004609,0.8161985,0.319987
1237654600490025473,150.860396036086,3.43584736994405,20.53989,22.3791,0.6279914,0.5254737,-0.261241,-1.138402,-23.03748,0.0,0.8161985,0.54707
1237654600490025474,150.858445480545,3.49926998895656,19.66269,22.00174,0.1924824,0.1232622,-1.058289,-10.56422,-213.636,0.0,0.8161985,0.184231
1237654600490025627,150.930648045651,3.49947273464558,19.61904,23.96409,0.1499811,0.3821871,-1.49316,-3.486448,-6.826624,0.0,0.8161985,0.419972
1237654600490090813,151.092126677503,3.37939773438293,20.99964,21.94289,0.7246398,0.5433188,-0.573298,-0.5624481,-0.8722708,0.8548515,0.8149393,0.278765
1237654600490156370,151.209005698724,3.34842596627995,20.23454,21.75005,0.7669468,0.681957,-0.3505353,-1.442213,-34.22523,0.0,0.8202229,0.329957
1237654600490156371,151.209520066845,3.4036028095324,20.96792,22.083,0.1584492,0.09273501,-0.1821989,-0.321655,-1.551156,0.0,0.8202229,0.154339
1237654600490156678,151.210087518071,3.36597436693616,20.36878,21.5892,0.8429063,0.7545754,-0.04708934,-1.098116,-41.39379,0.0,0.8202229,0.245141
1237654600490156681,151.209657607058,3.40738055458898,19.75211,22.54335,0.2260578,0.1777227,-0.07672837,-0.1824197,-63.33567,0.6661361,0.8202229,0.294574
1237654600490221652,151.327340252709,3.45776365161318,19.60902,21.65942,0.5171704,0.4772862,-0.01400896,-0.02053024,-36.92436,0.725212,0.8231987,0.19321
1237654600490221653,151.326608985455,3.45964086611174,20.83268,23.29778,0.05000402,0.05,-6.263103e-05,-6.6629e-05,-0.002358784,0.6774106,0.8231987,0.330669
1237654600490221742,151.327909539143,3.33139401920069,20.60076,22.89696,0.2999713,0.2140055,-0.2564687,-0.5979809,-14.51809,0.0,0.8231987,0.397389
1237654600490221952,151.326632440885,3.49659889736051,19.76575,21.26175,0.3862492,0.3515787,-0.0753966,-2.161122,-145.1266,0.1637634,0.8231987,0.16583
1237654600490287459,151.557818947088,3.43742221982122,20.3997,24.61401,0.5749369,0.5146327,-0.2272724,-0.09333043,-6.110248,0.9578619,0.8232059,0.430424
1237654600490287518,151.442007297929,3.5353002723234,20.84038,22.40207,0.9146801,0.8488509,-0.2397886,-0.6889303,-10.37636,0.0,0.8232059,0.63463
1237654600490287687,151.558186207574,3.42706509148279,20.1498,23.54757,0.522248,0.4112619,-0.5275006,-6.513142,-80.74553,0.0,0.8232059,0.281343
1237654600490353241,151.668377866546,3.36174921007546,20.64857,22.12952,0.3629889,0.3072642,-0.9240931,-2.658345,-25.83425,0.0,0.8312477,0.414273
1237654600490353246,151.668000529197,3.4064708877562,20.68548,22.1111,0.2034422,0.2187794,-0.6818595,-0.285313,-4.875192,1.0,0.8312477,0.333214
1237654600490353263,151.668395502221,3.49912950336255,20.0909,22.0948,0.1499864,0.0716988,-2.039255,-9.27782,-116.1086,0.0,0.8312477,0.293154
1237654600490418640,151.777952124464,3.42362479271374,20.62734,23.90582,0.3516044,0.3521232,-0.1139334,-0.1930362,-4.285666,0.0,0.8378637,0.415984
1237654600490484165,151.894300307852,3.4802032628602,19.65846,24.37419,0.9927451,0.9874625,-5.280335,-0.9818577,-56.05544,1.0,0.8321111,0.314544
1237654601025651008,148.078389876565,3.62065444830781,20.5276,21.72027,0.6645132,0.6325495,-0.03271956,-0.486997,-26.54947,0.0,0.8527032,0.406733
1237654601025651178,148.028126692984,3.65197791786886,20.6388,21.83889,0.3913264,0.3404572,-1.028805,-0.3059835,-8.941075,1.0,0.8527032,0.352655
1237654601025651293,148.078407056233,3.62623365629997,20.57184,22.64148,0.4803968,0.4896094,-0.2659913,-0.7896551,-22.99744,0.1518578,0.8527032,0.365027
1237654600490287328,151.509744024124,3.49487660934122,17.88145,19.03997,0.5620894,0.510807,-127.7713,-75.79903,-2201.026,0.6923025,0.8232059,0.103188
1237654600490287329,151.510587753029,3.49250699174522,20.80698,23.65641,0.2614518,0.245079,-0.006881557,-0.01252385,-8.871324,0.4767227,0.8232059,0.295747
1237654600490287599,151.509572222829,3.34745643681476,19.26585,21.35591,0.5213879,0.473134,-1.104282,-23.88578,-356.0186,0.0,0.8232059,0.195417
1237654600490352986,151.615993366628,3.37819536312849,20.47235,21.56999,0.597806,0.5133135,-0.1262026,-0.04885604,-3.322711,1.0,0.8312477,0.143116
1237654600490353152,151.616386587315,3.34352616823045,20.85872,23.26601,0.6047612,0.5342514,-0.3573323,-0.8018693,-7.146909,0.0,0.8312477,0.479254
1237654600490418238,151.85250179948,3.36968385304545,19.88917,22.8336,0.3083678,0.277147,-2.143132,-0.4188648,-53.90913,0.9843645,0.8378637,0.430463
1237654600490418546,151.731037008325,3.38522976806007,20.96008,23.1086,0.3677556,0.2170905,-0.09859297,-0.1295375,-1.528139,0.6430985,0.8378637,0.405345
1237654600490418566,151.731024222597,3.53685111188335,20.7947,22.62257,0.4235908,0.5113248,-2.848997,-1.551381,-3.609058,1.0,0.8378637,0.375096
1237654601025847854,148.497150658457,3.73999826990898,20.72228,24.24129,0.583855,0.4997815,-1.059934,-0.7133989,-7.41018,0.9899381,0.8422339,0.376388
1237654601025913256,148.614351376536,3.71340045464512,19.6536,21.77745,0.3698717,0.2904157,-3.285202,-15.85021,-234.621,0.0,0.838641,0.303729
1237654601025913262,148.614539129856,3.79326856395759,20.25929,21.89909,0.3859141,0.359729,-1.805756,-5.731847,-67.44453,0.0,0.838641,0.362342
1237654601025978523,148.746264427941,3.79847316862659,17.44061,19.5626,0.7265746,0.7370605,-70.68431,-609.0335,-7150.568,0.08435222,0.8285958,0.153984
1237654601025978579,148.831811661631,3.70490273689397,17.46024,20.28291,0.5053902,0.4609894,-288.8311,-23.26384,-3565.349,0.9249131,0.8285958,0.097838
1237654601025978832,148.746754438949,3.69412060423211,20.70862,22.3302,0.4329067,0.4134345,-0.02139713,-0.02989454,-10.48021,0.5375385,0.8285958,0.292571
1237654601025978836,148.747294274313,3.76007296519302,20.18568,21.93734,0.6231597,0.5683517,-0.3811137,-4.815589,-70.57961,0.0,0.8285958,0.396898
1237654601026044581,148.942815882547,3.72351129942568,19.51518,22.0654,0.9997382,0.8498383,-3.035246,-1.808811,-130.379,0.7693081,0.8420863,0.189036
1237654601026109490,149.064385430248,3.77086427008508,15.20807,17.23989,0.5730857,0.6285813,-12711.22,-5938.639,-44489.38,0.9224912,0.8396355,0.050271
1237654601026110043,149.063115113383,3.75107469316471,20.80095,25.49128,0.9991067,0.3894587,-11.43962,-11.64839,-10.71433,0.4590181,0.8396355,
1237654601026110049,149.063629988466,3.73330022708392,19.96695,22.38426,0.4744861,0.433872,-0.6212483,-2.777897,-90.66225,0.07702991,0.8396355,0.274846
1237654601026110060,149.063894635452,3.79887136610867,20.78533,22.13087,0.895355,0.8555511,-0.0001004091,-0.002836467,-10.69698,0.1541421,0.8396355,0.444439
1237654601026175699,149.290583461619,3.64625607239553,20.49642,22.56768,0.4977282,0.4499938,-0.4011667,-0.02680689,-6.658112,1.0,0.8432595,0.250355
1237654601026175706,149.290247412939,3.75598921226536,20.67504,21.69613,0.5712355,0.5815911,-0.5343285,-0.4314626,-7.031219,0.6543853,0.8432595,0.535652
1237654601026175708,149.292544477076,3.71952258478982,20.90778,22.56261,0.9131058,0.9105476,-0.1777315,-0.3190047,-8.803838,0.2726533,0.8432595,0.660088
1237654601026175710,149.290874900021,3.80123477989932,19.86329,21.97254,0.4164015,0.3499922,-0.008280706,-3.233597,-161.403,0.0,0.8432595,0.274052
1237654601026241128,149.403397861493,3.84184221895248,20.53957,22.6447,0.9860493,0.9431074,-0.3224175,-0.6743395,-18.89866,0.2548613,0.8508801,0.358244
1237654601026306595,149.513107189649,3.73391161693444,20.78448,22.97534,0.553976,0.4440396,-0.008303502,-0.09187374,-10.70038,0.0,0.8477898,0.169006
1237654601026306596,149.511703358922,3.73198810897538,20.93536,22.42587,0.6029914,0.546475,-0.1169174,-0.3315106,-9.670404,0.0,0.8477898,0.133878
1237654601026503312,149.956488048964,3.70168046102318,19.76501,22.89845,0.4733415,0.4244541,-0.9516408,-2.217036,-171.0751,0.4375613,0.8573496,0.273356
1237654601026503334,149.955644742904,3.80620763983892,20.92497,23.56449,0.1046218,0.1189881,-0.003474862,-0.03899586,-7.024636,0.0,0.8573496,0.476663
1237654601026568400,150.069999870616,3.78630874258807,18.57881,21.03026,0.8464435,0.8280801,-9.314597,-22.45547,-1302.497,0.4865512,0.8531529,0.230684
1237654601026568532,150.165132806032,3.78672880925339,20.9381,21.89989,0.4700437,0.4089526,-0.2880868,-0.1466524,-1.536068,1.0,0.8531529,0.31608
1237654601026568615,150.067944417714,3.73001298067159,20.12814,21.76121,0.2901742,0.2537924,-0.2696874,-1.684908,-75.45232,0.0331615,0.8531529,0.223943
1237654601026568618,150.069894073914,3.72089706095456,20.28784,22.29701,0.7882521,0.6767532,-0.39555,-0.04014736,-13.82712,1.0,0.8531529,0.541411
1237654601026568880,150.163987574092,3.70181519132841,20.59002,22.72956,0.8839895,0.8252994,-2.528432,-1.272662,-4.664529,0.9819801,0.8531529,0.325968
1237654601026568887,150.164345926643,3.79953929894476,20.49118,22.94507,0.8653065,0.9876035,-0.1519108,-0.07501277,-4.260786,0.9990326,0.8531529,0.393945
1237654601026568895,150.164328487044,3.86650976078066,20.38598,23.08834,0.3618986,0.3205349,-0.8996412,-3.836841,-56.92641,0.0,0.8531529,0.362858
1237654601026569154,150.162790229468,3.84654984245382,20.86942,23.91164,0.5190045,0.3569314,-0.7080725,-0.4598244,-1.915784,0.6072685,0.8531529,0.246306
1237654601026633767,150.272523373988,3.76938213951914,20.47606,23.59308,0.4732963,0.4894304,-0.03945756,-0.005191865,-9.772357,0.9083698,0.8634827,0.490683
1237654601026633906,150.272880726902,3.84808262641119,20.27284,22.23967,0.7688679,0.7842476,-0.1882156,-2.300019,-36.58302,0.0,0.8634827,0.386712
1237654601026633968,150.273363345134,3.72930513860215,19.24698,22.40112,0.6920112,0.6719025,-12.86174,-0.3023598,-155.8506,1.0,0.8634827,0.152769
1237654601026634045,150.272259803527,3.87608743682146,20.95863,24.85896,0.5733571,0.3795171,-0.3933413,-0.310594,-4.891448,0.8631027,0.8634827,0.464447
1237654601026634048,150.274255458397,3.84354592000268,19.90359,21.75121,0.2903864,0.1985304,-0.2915247,-4.273543,-165.1837,0.005943781,0.8634827,0.211777
1237654601026634254,150.27316896085,3.70596392754429,19.68011,23.35773,0.9191545,0.8746197,-1.115762,-1.531402,-118.3896,0.6577654,0.8634827,0.321992
1237654601026699810,150.389221874384,3.84416262358935,20.73158,24.56519,0.4523449,0.3489527,-0.006237002,-0.118658,-20.90598,0.0,0.8532333,0.487641
1237654601026699821,150.390784330658,3.86363542104424,20.86263,23.77562,0.4645845,0.5061115,-0.1591347,-0.1441939,-2.124783,0.7736233,0.8532333,0.546548
1237654601026765302,150.498327764425,3.83255655169907,19.7323,23.47232,0.6352759,0.6546847,-0.4818204,-1.015059,-61.7178,0.5533456,0.8579762,0.225158
1237654601026765309,150.497702005949,3.90047440754318,20.8441,26.34007,0.7783949,0.8218309,-0.002137593,-0.009842692,-11.05291,0.2625445,0.8579762,0.225459
1237654601026765558,150.60734708237,3.89970439831568,20.87782,22.07275,0.2935246,0.1999976,-0.6180008,-2.026422,-19.25602,0.0,0.8579762,0.338399
1237654601026830613,150.724720019205,3.73855174001551,19.72883,21.52242,0.689639,0.6062398,-0.002417062,-4.235436,-132.9582,0.0,0.8406382,0.265992
1237654601026830833,150.722938920474,3.91144587875947,20.29098,24.7803,0.7535264,0.7459601,-0.02421025,-0.04944069,-15.29604,0.6000386,0.8406382,0.358697
1237654601026830834,150.724690121396,3.88198301486937,20.76995,22.95235,0.6813049,0.6943599,-0.1258636,-0.07920226,-1.720222,1.0,0.8406382,0.432917
1237654601026896289,150.831233234589,3.83024754658445,20.55382,21.805,0.5687223,0.4721437,-0.04303905,-1.160492,-28.30616,0.0,0.8284795,0.388398
1237654601026896466,150.938472317101,3.74366861392857,20.95349,22.93473,0.3499792,0.2000563,-0.3766987,-0.4123201,-1.366896,0.5133439,0.8284795,
1237654601026896472,150.937664252934,3.86998496127872,20.55636,22.19331,0.3720301,0.3168151,-0.1756789,-0.06803641,-9.628529,0.9422731,0.8284795,0.179878
1237654601027027004,151.17610087052,3.78834540885856,19.50497,21.75426,0.7241218,0.7001583,-0.4921787,-7.929923,-240.4108,0.06336749,0.8321655,0.324016
1237654601027027548,151.176609651042,3.88764975486455,20.84827,22.8882,0.982185,0.9902087,-0.03931864,-0.04502371,-0.8682489,0.5629218,0.8321655,0.436805
1237654601027027550,151.175799336621,3.92500791188836,20.97137,24.33516,0.4484681,0.5129716,-0.2712489,-0.04952713,-0.5008046,1.0,0.8321655,0.467738
1237654601027027767,151.175201764613,3.82193605933966,20.6417,21.31369,0.1756879,0.1142022,-0.1813136,-0.1339348,-1.030407,0.9067732,0.8321655,0.403114
1237654601027092787,151.282831062051,3.88171851071724,20.07764,21.51303,0.8038062,0.8485113,-0.9601309,-6.615435,-77.53431,0.0,0.8409837,0.359437
1237654601027092917,151.284346590728,3.7750008140932,20.92543,23.79932,0.08788966,0.05,-1.657658,-1.358716,-2.529234,1.0,0.8409837,
1237654601027093186,151.394905371409,3.7514434513742,20.57453,22.93506,0.9920321,0.8237723,-0.2219391,-0.008162281,-4.787796,1.0,0.8409837,0.408694
1237654601027158692,151.510517824936,3.84622396115889,19.68596,22.47351,0.8648229,0.8367211,-4.954736,-0.1669306,-69.64883,1.0,0.8404953,0.217695
1237654601027158920,151.510635542926,3.78825057768132,20.74832,23.55962,0.4042628,0.3876864,-0.009172898,-0.0009594104,-2.336606,1.0,0.8404953,0.426261
1237654601027223708,151.616511344499,3.89431546255978,19.03224,24.21797,0.4512173,0.408457,-6.663165,-0.5731219,-235.5972,0.9390445,0.8429165,0.264886
1237654601027289320,151.729640491906,3.79861356174005,18.91836,21.87769,0.7589783,0.7414186,-14.27348,-0.2066353,-322.118,0.9751456,0.8559662,0.238591
1237648722827542847,148.434336382139,1.05736117420787,20.68774,21.8023,0.9089196,0.7723767,-0.6115893,-0.6254305,-4.138831,0.7473124,0.8258806,0.294285
1237648722827542994,148.43651568401,1.06261804349865,19.56099,23.39614,0.369819,0.3073546,-2.480795,-1.677035,-139.3348,0.6861596,0.8258806,0.40577
1237648722827543308,148.436949463365,1.14283572517496,20.97323,22.06876,0.3130656,0.3052326,-0.5444837,-0.7007155,-1.940604,0.05080965,0.8258806,0.218072
1237648722827608716,148.666729623874,1.05445651900964,19.55468,22.15255,0.9997391,0.9084389,-15.68204,-1.767159,-73.57462,1.0,0.8134303,0.274984
1237648722827608719,148.666418896138,1.07688259140503,20.69048,22.7555,0.1576895,0.1000321,-0.192609,-1.280412,-14.9388,0.0,0.8134303,0.257342
1237648722827673832,148.809358568402,1.06503164804261,20.11432,24.62036,0.1803912,0.1259748,-4.594027,-15.92229,-81.68245,0.0,0.8254036,0.578537
1237648722827674178,148.808987627789,1.13147802116349,20.59007,22.3922,0.757706,0.6321639,-0.5442075,-0.7922737,-17.20537,0.3599459,0.8254036,0.376767
1237648722827674180,148.809870983661,1.10921101473306,20.64622,25.88729,0.9997603,0.7679433,-0.1184216,-0.1530432,-5.816205,0.6278034,0.8254036,0.404943
1237648722827739656,148.911093684221,1.07099442586741,20.86188,22.87893,0.454356,0.2999893,-0.1292037,-0.1405232,-4.955879,0.7265036,0.8228199,0.521578
1237648722827805105,149.020087884671,1.11239859711683,20.8234,22.93257,0.3357736,0.2751729,-0.1092232,-0.2998732,-10.88216,0.0,0.8261813,0.392858
1237648722827805107,149.020915686755,1.145212057324,20.71058,22.61332,0.3027419,0.3244188,-2.148438,-1.927083,-3.185349,1.0,0.8261813,
1237648722827805340,149.136121924948,1.07822959003164,20.39577,22.11228,0.4612753,0.3475056,-0.6920347,-0.4866013,-19.78741,0.7997115,0.8261813,0.48845
1237648722827870369,149.265116631457,1.15103072285269,20.51698,24.31359,0.4700071,0.385575,-0.195665,-0.7059218,-28.86761,0.0,0.8331441,0.155258
1237648722828001618,149.515969605244,1.13851185165761,20.88175,21.76801,0.5453568,0.5998576,-0.8837926,-2.067442,-10.79211,0.0,0.827969,0.366716
1237648722828001861,149.516037144198,1.07984662259996,19.98196,23.12267,0.1500062,0.1135526,-10.21852,-12.06767,-115.8372,0.4662178,0.827969,0.363458
1237648722828067059,149.716542092691,1.06289874694011,17.01628,20.0219,0.8703672,0.8716537,-1877.109,-615.076,-5934.134,1.0,0.8285483,0.092255
1237648722828067273,149.603029339652,1.12288892022698,20.64009,22.0388,0.6068298,0.6026133,-0.1959147,-0.5893676,-12.98917,0.0,0.8285483,0.457065
1237648722828067567,149.715209743763,1.07829782780001,20.70605,22.88862,0.5853868,0.4260307,-2.879677,-2.674196,-10.04822,0.7200507,0.8285483,0.435238
1237648722828067568,149.716011130179,1.12892907521301,20.52392,23.6601,0.1434202,0.09998397,-2.979735,-6.724062,-21.13878,0.0,0.8285483,0.662959
1237648722828133213,149.873699337585,1.1594435023775,20.58502,22.39779,0.6103482,0.4982961,-0.03374879,-0.0615488,-7.3917,0.4514992,0.8271334,0.451822
1237648722828133220,149.87441633363,1.18876316033881,20.79404,22.90114,0.3945867,0.3000313,-0.1457556,-0.6625264,-12.36667,0.0,0.8271334,0.231334
1237648722828197952,150.038756283601,1.1121164407567,18.82639,21.96266,0.2233551,0.1756605,-28.34425,-15.89414,-575.5479,0.7334749,0.8302743,0.219713
1237648722828198024,149.939888267359,1.1913699980807,18.23074,20.02423,0.6031232,0.5512496,-5.276571,-232.5172,-2387.093,0.0,0.8302743,0.131316
1237648722828198625,150.039213863555,1.17255645838193,19.60386,22.37985,0.7512444,0.7595029,-0.2571888,-0.1409272,-95.22791,0.6184143,0.8302743,0.334676
1237648722828263804,150.169771575181,1.16801167780777,20.39627,21.7804,0.8314852,0.8856941,-0.3886817,-0.3906802,-12.08508,0.6997051,0.834371,0.404966
1237648722828264135,150.169554501731,1.07885409104995,20.74103,22.30762,0.511434,0.3304748,-0.1199683,-0.04439364,-6.418648,0.9203192,0.834371,0.293638
1237648722828329433,150.249321976144,1.21195501573236,20.92834,24.05714,0.8110256,0.7572343,-0.4430524,-0.2240173,-1.966207,1.0,0.8378686,0.378547
1237648722828394949,150.360389445446,1.17077849074799,20.80999,24.45076,0.2176623,0.1287175,-0.1066985,-0.5700933,-12.38412,0.0,0.8268219,0.397608
1237648722828460464,150.518697236002,1.18012067728806,20.46478,23.42475,0.6195285,0.5501807,-1.788619,-2.577957,-30.279,0.3285778,0.8386289,0.36179
