NUMBER,X_IMAGE,Y_IMAGE,XWIN_IMAGE,YWIN_IMAGE,ERRAWIN_IMAGE,ERRBWIN_IMAGE,ALPHAWIN_J2000,DELTAWIN_J2000,FLUX_RADIUS,FWHM_WORLD,FLUX_AUTO,FLUXERR_AUTO,SNR_WIN,ELONGATION,FLUX_MAX,MAG_AUTO,MAGERR_AUTO,FLAGS,BACKGROUND,CLASS_STAR,A_IMAGE,B_IMAGE,THETA_IMAGE,AWIN_IMAGE,BWIN_IMAGE,THETAWIN_IMAGE,ERRTHETAWIN_IMAGE,MAG_40PX,XC_CUTOUT,YC_CUTOUT
468,1183.9095,2564.05,1183.8695451933556,2564.015073762255,0.025229836,0.025147326,64.40001664659421,7.930800980768534,1.9701267,0.00025464367,7909.153,90.15171,95.753685,1.28829,448.62292,-9.745325,0.012378666,0,-0.32349706,0.3672914,1.5344279,1.1910578,59.137276,1.3591996,1.2614555,53.83829,53.119644,-10.522165,24.909546,24.050049
473,1182.5295,2586.8716,1182.571979376727,2586.8818172110173,0.014468792,0.014450566,64.40008497702944,7.9319882297552375,1.6923165,0.00019600605,10716.503,82.51732,143.25749,1.0526336,814.7237,-10.075132,0.008362225,0,0.99221766,0.48776665,1.4947857,1.4200436,-88.24354,1.1042919,1.0923173,-4.65883,7.7051554,-10.724146,23.529541,46.871582
