obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-07-25,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-07-25 21:36:36,2026-07-26 04:59:48,,,,,,0.886,
2026-07-25,20180916B,29.501167,65.714722,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-26 03:36:36,2026-07-26 04:56:36,1.4,105.66,45.6,0.894,-127.08
2026-07-25,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-07-25 21:36:36,2026-07-26 04:59:48,,,,,,0.886,
2026-07-25,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-25 22:41:36,2026-07-26 01:26:36,1.195,79.67,56.8,0.883,100.01
2026-07-25,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-25 21:36:36,2026-07-26 03:41:36,1.069,69.22,69.35,0.885,146.92
2026-07-25,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-25 21:36:36,2026-07-25 22:41:36,1.367,108.79,47.02,0.878,97.78
2026-07-25,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-25 21:36:36,2026-07-26 04:16:36,1.165,79.37,59.17,0.885,171.0
2026-07-25,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-07-25 21:36:36,2026-07-26 04:59:48,,,,,,0.886,
2026-07-25,20191106C,199.580125,42.999714,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-25 21:36:36,2026-07-25 22:06:36,1.414,114.03,45.0,0.878,89.92
2026-07-25,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-07-25 21:36:36,2026-07-26 04:59:48,,,,,,0.886,
2026-07-25,20200223B,8.2695,28.831278,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-26 01:51:36,2026-07-26 04:06:36,1.186,78.11,57.5,0.891,-80.99
2026-07-25,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-07-25 21:36:36,2026-07-26 04:59:48,,,,,,0.886,
2026-07-25,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-26 00:16:36,2026-07-26 04:56:36,1.117,78.12,63.54,0.89,-131.45
2026-07-25,20240114A,321.915979,4.329343,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-25 23:31:36,2026-07-26 04:56:36,1.098,29.32,65.6,0.889,-3.9
2026-07-25,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-07-25 21:36:36,2026-07-26 04:59:48,,,,,,0.886,
2026-07-25,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-07-25 21:36:36,2026-07-26 04:59:48,2026-07-25 22:21:36,2026-07-26 00:41:36,1.179,36.11,58.01,0.882,-60.86
