obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-07-30,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-07-30 21:32:19,2026-07-31 05:03:52,,,,,,0.98,
2026-07-30,20180916B,29.501167,65.714722,host,True,True,True,True,True,True,True,2026-07-30 21:32:19,2026-07-31 05:03:52,2026-07-31 03:17:19,2026-07-31 05:02:19,1.371,102.58,46.82,0.976,-131.65
2026-07-30,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-07-30 21:32:19,2026-07-31 05:03:52,,,,,,0.98,
2026-07-30,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-07-30 21:32:19,2026-07-31 05:03:52,2026-07-30 22:22:19,2026-07-31 01:02:19,1.184,81.81,57.66,0.981,101.02
2026-07-30,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-07-30 21:32:19,2026-07-31 05:03:52,2026-07-30 21:32:19,2026-07-31 03:22:19,1.072,69.48,68.84,0.981,143.95
2026-07-30,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-07-30 21:32:19,2026-07-31 05:03:52,2026-07-30 21:32:19,2026-07-30 22:22:19,1.387,111.28,46.12,0.983,96.66
2026-07-30,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-07-30 21:32:19,2026-07-31 05:03:52,2026-07-30 21:32:19,2026-07-31 03:57:19,1.168,78.72,58.92,0.98,166.58
2026-07-30,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-07-30 21:32:19,2026-07-31 05:03:52,,,,,,0.98,
2026-07-30,20191106C,199.580125,42.999714,host,True,True,True,True,True,False,False,2026-07-30 21:32:19,2026-07-31 05:03:52,,,,,,0.98,
2026-07-30,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-07-30 21:32:19,2026-07-31 05:03:52,,,,,,0.98,
2026-07-30,20200223B,8.2695,28.831278,host,True,True,True,True,True,True,True,2026-07-30 21:32:19,2026-07-31 05:03:52,2026-07-31 01:32:19,2026-07-31 03:47:19,1.185,73.63,57.58,0.978,-81.02
2026-07-30,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-07-30 21:32:19,2026-07-31 05:03:52,,,,,,0.98,
2026-07-30,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-07-30 21:32:19,2026-07-31 05:03:52,2026-07-30 23:57:19,2026-07-31 05:02:19,1.1,74.98,65.35,0.978,-138.14
2026-07-30,20240114A,321.915979,4.329343,host,True,True,False,True,True,False,False,2026-07-30 21:32:19,2026-07-31 05:03:52,,,,,,0.98,
2026-07-30,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-07-30 21:32:19,2026-07-31 05:03:52,,,,,,0.98,
2026-07-30,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-07-30 21:32:19,2026-07-31 05:03:52,2026-07-30 21:57:19,2026-07-31 00:22:19,1.178,34.49,58.09,0.982,-60.81
