obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-07-22,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-07-22 21:38:52,2026-07-23 04:57:25,,,,,,0.654,
2026-07-22,20180916B,29.501167,65.714722,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-23 03:48:52,2026-07-23 04:53:52,1.409,107.45,45.22,0.666,-125.76
2026-07-22,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-07-22 21:38:52,2026-07-23 04:57:25,,,,,,0.654,
2026-07-22,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-22 22:53:52,2026-07-23 01:33:52,1.184,78.42,57.64,0.65,101.0
2026-07-22,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-22 21:38:52,2026-07-23 03:53:52,1.066,69.14,69.75,0.652,149.51
2026-07-22,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-22 21:38:52,2026-07-22 22:53:52,1.351,107.26,47.77,0.643,98.74
2026-07-22,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-22 21:38:52,2026-07-23 04:28:52,1.164,79.79,59.25,0.653,172.94
2026-07-22,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-07-22 21:38:52,2026-07-23 04:57:25,,,,,,0.654,
2026-07-22,20191106C,199.580125,42.999714,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-22 21:38:52,2026-07-22 22:18:52,1.394,112.24,45.83,0.641,90.7
2026-07-22,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-07-22 21:38:52,2026-07-23 04:57:25,,,,,,0.654,
2026-07-22,20200223B,8.2695,28.831278,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-23 02:03:52,2026-07-23 04:18:52,1.184,80.76,57.6,0.661,-81.02
2026-07-22,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-07-22 21:38:52,2026-07-23 04:57:25,,,,,,0.654,
2026-07-22,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-23 00:28:52,2026-07-23 04:53:52,1.123,80.0,62.97,0.66,-129.62
2026-07-22,20240114A,321.915979,4.329343,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-22 23:43:52,2026-07-23 04:53:52,1.101,31.59,65.3,0.658,-8.89
2026-07-22,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-07-22 21:38:52,2026-07-23 04:57:25,,,,,,0.654,
2026-07-22,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-07-22 21:38:52,2026-07-23 04:57:25,2026-07-22 22:28:52,2026-07-23 00:53:52,1.178,37.3,58.11,0.648,-60.8
