obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-07-06,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-07-06 21:46:52,2026-07-07 04:46:04,,,,,,0.583,
2026-07-06,20180916B,29.501167,65.714722,host,True,False,True,True,True,False,False,2026-07-06 21:46:52,2026-07-07 04:46:04,,,,,,0.583,
2026-07-06,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-07-06 21:46:52,2026-07-07 04:46:04,,,,,,0.583,
2026-07-06,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-07-06 21:46:52,2026-07-07 04:46:04,2026-07-06 23:56:52,2026-07-07 02:36:52,1.184,72.45,57.63,0.583,100.98
2026-07-06,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-07-06 21:46:52,2026-07-07 04:46:04,2026-07-06 21:46:52,2026-07-07 04:41:52,1.053,69.58,71.69,0.583,172.1
2026-07-06,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-07-06 21:46:52,2026-07-07 04:46:04,2026-07-06 21:46:52,2026-07-06 23:56:52,1.258,98.95,52.67,0.593,105.59
2026-07-06,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-07-06 21:46:52,2026-07-07 04:46:04,2026-07-06 22:11:52,2026-07-07 04:41:52,1.165,82.28,59.1,0.582,-169.88
2026-07-06,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-07-06 21:46:52,2026-07-07 04:46:04,,,,,,0.583,
2026-07-06,20191106C,199.580125,42.999714,host,True,True,True,True,True,True,True,2026-07-06 21:46:52,2026-07-07 04:46:04,2026-07-06 21:46:52,2026-07-06 23:21:52,1.298,102.53,50.4,0.595,95.22
2026-07-06,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-07-06 21:46:52,2026-07-07 04:46:04,,,,,,0.583,
2026-07-06,20200223B,8.2695,28.831278,host,True,True,False,True,True,False,False,2026-07-06 21:46:52,2026-07-07 04:46:04,,,,,,0.583,
2026-07-06,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-07-06 21:46:52,2026-07-07 04:46:04,,,,,,0.583,
2026-07-06,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-07-06 21:46:52,2026-07-07 04:46:04,2026-07-07 01:31:52,2026-07-07 04:41:52,1.187,89.83,57.42,0.575,-115.8
2026-07-06,20240114A,321.915979,4.329343,host,True,True,True,True,True,True,True,2026-07-06 21:46:52,2026-07-07 04:46:04,2026-07-07 00:46:52,2026-07-07 04:41:52,1.126,44.33,62.6,0.576,-25.38
2026-07-06,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-07-06 21:46:52,2026-07-07 04:46:04,,,,,,0.583,
2026-07-06,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-07-06 21:46:52,2026-07-07 04:46:04,2026-07-06 23:31:52,2026-07-07 01:56:52,1.178,45.51,58.13,0.585,-60.79
