obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-08-02,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-08-02 21:29:29,2026-08-03 05:06:18,,,,,,0.81,
2026-08-02,20180916B,29.501167,65.714722,host,True,True,True,True,True,True,True,2026-08-02 21:29:29,2026-08-03 05:06:18,2026-08-03 03:04:29,2026-08-03 05:04:29,1.365,100.72,47.13,0.8,-132.85
2026-08-02,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-08-02 21:29:29,2026-08-03 05:06:18,,,,,,0.81,
2026-08-02,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-08-02 21:29:29,2026-08-03 05:06:18,2026-08-02 22:09:29,2026-08-03 00:54:29,1.193,83.11,56.93,0.816,100.15
2026-08-02,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-08-02 21:29:29,2026-08-03 05:06:18,2026-08-02 21:29:29,2026-08-03 03:09:29,1.075,69.7,68.43,0.813,141.85
2026-08-02,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-08-02 21:29:29,2026-08-03 05:06:18,2026-08-02 21:29:29,2026-08-02 22:09:29,1.403,112.71,45.46,0.821,95.85
2026-08-02,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-08-02 21:29:29,2026-08-03 05:06:18,2026-08-02 21:29:29,2026-08-03 03:44:29,1.169,78.37,58.79,0.812,164.91
2026-08-02,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-08-02 21:29:29,2026-08-03 05:06:18,,,,,,0.81,
2026-08-02,20191106C,199.580125,42.999714,host,True,True,True,True,True,False,False,2026-08-02 21:29:29,2026-08-03 05:06:18,,,,,,0.81,
2026-08-02,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-08-02 21:29:29,2026-08-03 05:06:18,,,,,,0.81,
2026-08-02,20200223B,8.2695,28.831278,host,True,True,False,True,True,False,False,2026-08-02 21:29:29,2026-08-03 05:06:18,,,,,,0.81,
2026-08-02,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-08-02 21:29:29,2026-08-03 05:06:18,,,,,,0.81,
2026-08-02,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-08-02 21:29:29,2026-08-03 05:06:18,2026-08-02 23:44:29,2026-08-03 05:04:29,1.096,73.13,65.78,0.806,-139.99
2026-08-02,20240114A,321.915979,4.329343,host,True,True,True,True,True,True,True,2026-08-02 21:29:29,2026-08-03 05:06:18,2026-08-02 22:59:29,2026-08-03 04:44:29,1.097,23.79,65.69,0.808,1.05
2026-08-02,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-08-02 21:29:29,2026-08-03 05:06:18,,,,,,0.81,
2026-08-02,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-08-02 21:29:29,2026-08-03 05:06:18,2026-08-03 02:04:29,2026-08-03 04:29:29,1.191,33.75,57.08,0.803,61.64
