obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-07-26,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-07-26 21:35:47,2026-07-27 05:00:37,,,,,,0.939,
2026-07-26,20180916B,29.501167,65.714722,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-27 03:30:47,2026-07-27 04:55:47,1.394,105.06,45.85,0.945,-128.0
2026-07-26,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-07-26 21:35:47,2026-07-27 05:00:37,,,,,,0.939,
2026-07-26,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-26 22:35:47,2026-07-27 01:20:47,1.19,80.09,57.15,0.937,100.41
2026-07-26,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-26 21:35:47,2026-07-27 03:35:47,1.067,69.26,69.52,0.938,147.98
2026-07-26,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-26 21:35:47,2026-07-26 22:35:47,1.36,109.3,47.33,0.933,98.18
2026-07-26,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-26 21:35:47,2026-07-27 04:10:47,1.165,79.24,59.1,0.939,169.66
2026-07-26,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-07-26 21:35:47,2026-07-27 05:00:37,,,,,,0.939,
2026-07-26,20191106C,199.580125,42.999714,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-26 21:35:47,2026-07-26 22:00:47,1.429,114.62,44.43,0.933,89.39
2026-07-26,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-07-26 21:35:47,2026-07-27 05:00:37,,,,,,0.939,
2026-07-26,20200223B,8.2695,28.831278,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-27 01:45:47,2026-07-27 04:00:47,1.191,77.22,57.09,0.942,-80.87
2026-07-26,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-07-26 21:35:47,2026-07-27 05:00:37,,,,,,0.939,
2026-07-26,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-27 00:10:47,2026-07-27 04:55:47,1.113,77.49,63.93,0.942,-132.75
2026-07-26,20240114A,321.915979,4.329343,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-26 23:30:47,2026-07-27 04:55:47,1.098,28.57,65.65,0.941,-2.25
2026-07-26,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-07-26 21:35:47,2026-07-27 05:00:37,,,,,,0.939,
2026-07-26,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-07-26 21:35:47,2026-07-27 05:00:37,2026-07-27 02:30:47,2026-07-27 04:55:47,1.188,35.69,57.34,0.944,61.51
