obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-07-09,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-07-09 21:45:56,2026-07-10 04:47:55,,,,,,0.258,
2026-07-09,20180916B,29.501167,65.714722,host,True,True,True,True,True,False,False,2026-07-09 21:45:56,2026-07-10 04:47:55,,,,,,0.258,
2026-07-09,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-07-09 21:45:56,2026-07-10 04:47:55,,,,,,0.258,
2026-07-09,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-09 23:45:56,2026-07-10 02:25:56,1.186,73.5,57.46,0.259,100.78
2026-07-09,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-09 21:45:56,2026-07-10 04:45:56,1.056,69.38,71.33,0.258,164.65
2026-07-09,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-09 21:45:56,2026-07-09 23:40:56,1.274,100.56,51.72,0.269,104.17
2026-07-09,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-09 22:00:56,2026-07-10 04:45:56,1.163,81.76,59.29,0.258,-174.54
2026-07-09,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-07-09 21:45:56,2026-07-10 04:47:55,,,,,,0.258,
2026-07-09,20191106C,199.580125,42.999714,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-09 21:45:56,2026-07-09 23:10:56,1.318,104.41,49.33,0.27,94.12
2026-07-09,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-07-09 21:45:56,2026-07-10 04:47:55,,,,,,0.258,
2026-07-09,20200223B,8.2695,28.831278,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-10 02:55:56,2026-07-10 04:45:56,1.227,91.85,54.56,0.247,-80.09
2026-07-09,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-07-09 21:45:56,2026-07-10 04:47:55,,,,,,0.258,
2026-07-09,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-10 01:20:56,2026-07-10 04:45:56,1.167,87.95,59.01,0.251,-119.2
2026-07-09,20240114A,321.915979,4.329343,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-10 00:35:56,2026-07-10 04:45:56,1.12,41.82,63.21,0.252,-22.87
2026-07-09,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-07-09 21:45:56,2026-07-10 04:47:55,,,,,,0.258,
2026-07-09,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-07-09 21:45:56,2026-07-10 04:47:55,2026-07-09 23:20:56,2026-07-10 01:45:56,1.175,43.73,58.31,0.261,-60.68
