obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-06-30,20171020A,333.8531,-19.5853,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20180924B,326.105236,-40.900253,host,False,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20190102C,322.415209,-79.475758,host,False,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20190608B,334.020406,-7.898868,host,True,True,True,True,True,True,True,2026-06-30 21:47:52,2026-07-01 04:42:50,2026-07-01 02:42:52,2026-07-01 04:37:52,1.308,54.22,49.84,0.987,-23.37
2026-06-30,20190714A,183.979525,-13.021079,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20191001A,323.352187,-54.747748,host,False,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20200906A,53.496,-14.083,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20210320C,204.458854,-16.122552,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20210410D,326.086,-79.318,host,False,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20210807D,299.2214,-0.7624,host,True,True,False,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20211127I,199.808,-18.838,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20211203C,204.56526,-31.379107,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20211212A,157.351,1.361,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20220207C,310.197679,72.882658,host,True,True,True,True,True,True,True,2026-06-30 21:47:52,2026-07-01 04:42:50,2026-07-01 00:52:52,2026-07-01 04:37:52,1.399,98.2,45.63,0.988,-171.29
2026-06-30,20220307B,350.875,72.192,host,True,True,True,True,True,True,True,2026-06-30 21:47:52,2026-07-01 04:42:50,2026-07-01 03:27:52,2026-07-01 04:37:52,1.447,106.47,43.71,0.987,-144.14
2026-06-30,20220310F,134.721,73.491,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20220319D,32.177917,71.03525,host,True,False,True,True,True,False,False,2026-06-30 21:47:52,2026-07-01 04:42:50,,,,,,0.989,
2026-06-30,20220509G,282.674806,70.242726,host,True,True,True,True,True,True,True,2026-06-30 21:47:52,2026-07-01 04:42:50,2026-06-30 22:32:52,2026-07-01 04:17:52,1.336,93.42,48.48,0.989,179.28
2026-06-30,20220825A,311.982,72.585,host,True,True,True,True,True,True,True,2026-06-30 21:47:52,2026-07-01 04:42:50,2026-07-01 00:57:52,2026-07-01 04:37:52,1.394,98.2,45.83,0.988,-169.0
