obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-07-16,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-07-16 21:42:44,2026-07-17 04:52:49,,,,,,0.097,
2026-07-16,20180916B,29.501167,65.714722,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-17 04:12:44,2026-07-17 04:52:44,1.441,110.82,43.96,0.106,-121.56
2026-07-16,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-07-16 21:42:44,2026-07-17 04:52:49,,,,,,0.097,
2026-07-16,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-16 23:17:44,2026-07-17 01:57:44,1.184,76.06,57.59,0.095,100.93
2026-07-16,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-16 21:42:44,2026-07-17 04:17:44,1.061,69.13,70.51,0.096,155.37
2026-07-16,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-16 21:42:44,2026-07-16 23:17:44,1.318,104.19,49.38,0.089,100.87
2026-07-16,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-16 21:42:44,2026-07-17 04:52:44,1.162,80.66,59.35,0.097,177.12
2026-07-16,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-07-16 21:42:44,2026-07-17 04:52:49,,,,,,0.097,
2026-07-16,20191106C,199.580125,42.999714,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-16 21:42:44,2026-07-16 22:42:44,1.354,108.65,47.62,0.088,92.42
2026-07-16,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-07-16 21:42:44,2026-07-17 04:52:49,,,,,,0.097,
2026-07-16,20200223B,8.2695,28.831278,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-17 02:27:44,2026-07-17 04:42:44,1.184,85.93,57.66,0.104,-81.04
2026-07-16,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-07-16 21:42:44,2026-07-17 04:52:49,,,,,,0.097,
2026-07-16,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-17 00:52:44,2026-07-17 04:52:44,1.143,83.7,61.02,0.101,-124.08
2026-07-16,20240114A,321.915979,4.329343,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-17 00:07:44,2026-07-17 04:52:44,1.105,36.24,64.79,0.1,-13.82
2026-07-16,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-07-16 21:42:44,2026-07-17 04:52:49,,,,,,0.097,
2026-07-16,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-07-16 21:42:44,2026-07-17 04:52:49,2026-07-16 22:52:44,2026-07-17 01:17:44,1.177,40.03,58.17,0.094,-60.77
