obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-07-15,20180814A,65.733375,73.661306,host,True,False,True,True,True,False,False,2026-07-15 21:43:17,2026-07-16 04:52:04,,,,,,0.039,
2026-07-15,20180916B,29.501167,65.714722,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-16 04:13:17,2026-07-16 04:48:17,1.449,111.36,43.66,0.046,-120.61
2026-07-15,20181030A,158.594,73.763767,host,True,False,True,True,True,False,False,2026-07-15 21:43:17,2026-07-16 04:52:04,,,,,,0.039,
2026-07-15,20190110C,249.318458,41.443389,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-15 23:18:17,2026-07-16 02:03:17,1.188,75.68,57.29,0.038,100.58
2026-07-15,20190208A,283.546958,46.922686,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-15 21:43:17,2026-07-16 04:23:17,1.059,69.15,70.74,0.039,157.5
2026-07-15,20190303A,207.999417,48.120567,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-15 21:43:17,2026-07-15 23:18:17,1.307,103.68,49.93,0.034,101.63
2026-07-15,20190417A,294.77425,59.326861,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-15 21:43:17,2026-07-16 04:48:17,1.162,80.81,59.37,0.039,178.59
2026-07-15,20190711A,329.419,-80.358,host,False,False,True,True,True,False,False,2026-07-15 21:43:17,2026-07-16 04:52:04,,,,,,0.039,
2026-07-15,20191106C,199.580125,42.999714,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-15 21:43:17,2026-07-15 22:48:17,1.36,108.05,47.32,0.034,92.13
2026-07-15,20200120E,149.477973,68.816879,host,True,False,True,True,True,False,False,2026-07-15 21:43:17,2026-07-16 04:52:04,,,,,,0.039,
2026-07-15,20200223B,8.2695,28.831278,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-16 02:28:17,2026-07-16 04:43:17,1.193,86.78,56.93,0.044,-80.82
2026-07-15,20201124A,77.014488,26.060536,host,True,False,True,True,True,False,False,2026-07-15 21:43:17,2026-07-16 04:52:04,,,,,,0.039,
2026-07-15,20220912A,347.270174,48.706618,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-16 00:58:17,2026-07-16 04:48:17,1.148,84.3,60.56,0.043,-122.88
2026-07-15,20240114A,321.915979,4.329343,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-16 00:13:17,2026-07-16 04:48:17,1.107,37.03,64.57,0.042,-15.48
2026-07-15,20240209A,289.85036,86.0609,host,True,False,True,True,True,False,False,2026-07-15 21:43:17,2026-07-16 04:52:04,,,,,,0.039,
2026-07-15,20251229A,310.346792,16.024039,host,True,True,True,True,True,True,True,2026-07-15 21:43:17,2026-07-16 04:52:04,2026-07-15 22:58:17,2026-07-16 01:18:17,1.186,40.52,57.45,0.037,-61.17
