sample,n,mean,median,std,min,q10,q25,q75,q90,max
SDSS,7983,0.4935536470870634,0.48989794855663565,0.22795955271476667,0.020437914114049927,0.19263793759278053,0.31040296390337513,0.6697294229761747,0.8042653221004454,0.9478594305064438
Legacy_no_REX,6981,0.48397524511384116,0.48847784977036707,0.21012606203414713,0.001630899437680178,0.19752498026965062,0.3219713168116844,0.6387239419858252,0.757124554685381,0.9917946413647502
