obs_date,frb,ra_deg,dec_deg,coord_semantics,gate1_mechanical_pass,gate2_airmass_pass,gate3_moon_pass,gate4_dark_pass,gate5_dome_pass,duration_pass,rigorous_science_pass,obs_window_start_utc,obs_window_end_utc,best_start_utc,best_end_utc,min_airmass,min_moon_sep_deg,max_target_alt_deg,moon_illumination_frac,parallactic_angle_deg
2026-06-24,20171020A,333.8531,-19.5853,host,True,False,True,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20180924B,326.105236,-40.900253,host,False,False,True,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20190102C,322.415209,-79.475758,host,False,False,True,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20190608B,334.020406,-7.898868,host,True,True,True,True,True,True,True,2026-06-24 21:47:46,2026-06-25 04:40:26,2026-06-25 03:07:46,2026-06-25 04:37:46,1.338,60.05,48.35,0.801,-27.4
2026-06-24,20190714A,183.979525,-13.021079,host,True,False,True,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20191001A,323.352187,-54.747748,host,False,False,True,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20200906A,53.496,-14.083,host,True,False,True,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20210320C,204.458854,-16.122552,host,True,True,False,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20210410D,326.086,-79.318,host,False,False,True,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20210807D,299.2214,-0.7624,host,True,True,True,True,True,True,True,2026-06-24 21:47:46,2026-06-25 04:40:26,2026-06-25 00:17:46,2026-06-25 04:37:46,1.158,33.89,59.74,0.796,-12.07
2026-06-24,20211127I,199.808,-18.838,host,True,False,False,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20211203C,204.56526,-31.379107,host,True,False,False,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
2026-06-24,20211212A,157.351,1.361,host,True,False,True,True,True,False,False,2026-06-24 21:47:46,2026-06-25 04:40:26,,,,,,0.792,
