mag_lo,mag_hi,n_full,frac_pool_pct_full,median_expAB_r_full,mean_expAB_r_full,n_re_cut,frac_pool_pct_re_cut,median_expAB_r_re_cut,mean_expAB_r_re_cut,re_min_arcsec,re_column,sample_mode,n_full_catalog
15.0,15.5,177,0.04070144455635426,0.5598797,0.5488556050847458,3875,2.8129032258064517,0.6498852,0.6577566477064222,4.0,expRad_r,strict,434874
15.5,16.0,165,0.03794202458643193,0.6777496,0.6421627357575757,3875,3.1225806451612903,0.6791601,0.6710914049586777,4.0,expRad_r,strict,434874
16.0,16.5,338,0.07772366248614541,0.6130255,0.6000729831360946,3875,5.935483870967742,0.5636667,0.5798270134782609,4.0,expRad_r,strict,434874
16.5,17.0,721,0.16579514985949953,0.6147454,0.6014822482662968,3875,10.245161290322581,0.5274186,0.5406209400503779,4.0,expRad_r,strict,434874
17.0,17.5,1387,0.3189429581901884,0.5809069,0.589859609444845,3875,15.380645161290323,0.461259,0.48825970637583893,4.0,expRad_r,strict,434874
17.5,18.0,2574,0.5918955835483382,0.58357015,0.5864806273504274,3875,20.051612903225806,0.3793918,0.44139729086229085,4.0,expRad_r,strict,434874
18.0,18.5,4137,0.9513100346307206,0.6354665,0.6180686367416002,3875,13.703225806451613,0.3849207,0.42831982598870055,4.0,expRad_r,strict,434874
18.5,19.0,7451,1.713369849657602,0.6451425,0.6270186543953832,3875,8.412903225806451,0.3988755,0.44311258527607367,4.0,expRad_r,strict,434874
19.0,19.5,14014,3.2225426215409523,0.63815835,0.6225592152775796,3875,4.593548387096774,0.42482195,0.454054511235955,4.0,expRad_r,strict,434874
19.5,20.0,24713,5.682795476390862,0.6327916,0.6183509738073079,3875,2.967741935483871,0.368598,0.41039434347826087,4.0,expRad_r,strict,434874
20.0,20.5,40820,9.3866269310191,0.61327345,0.6029373875943166,3875,3.303225806451613,0.36464735000000004,0.41246058046875,4.0,expRad_r,strict,434874
20.5,21.0,62641,14.404402194658683,0.5814047,0.5780169042432273,3875,4.361290322580645,0.2776903,0.3177371721893491,4.0,expRad_r,strict,434874
21.0,21.5,86355,19.85747595855351,0.5327902,0.5426955196410167,3875,3.4838709677419355,0.2655429,0.3041224999999999,4.0,expRad_r,strict,434874
21.5,22.0,97019,22.309680505157814,0.4841945,0.5060764925241447,3875,1.1612903225806452,0.256993,0.32321899555555555,4.0,expRad_r,strict,434874
22.0,22.5,69541,15.991068677364018,0.4490658,0.4778571747127593,3875,0.3870967741935484,0.2395698,0.26694217333333337,4.0,expRad_r,strict,434874
22.5,23.0,20676,4.754480608176161,0.3999844,0.45165446299090733,3875,,,,4.0,expRad_r,strict,434874
23.0,23.5,1819,0.418282077107392,0.3501012,0.41748011643760313,3875,,,,4.0,expRad_r,strict,434874
23.5,24.0,123,0.028284054691703805,0.4999623,0.5209210008130081,3875,,,,4.0,expRad_r,strict,434874
24.0,24.5,51,0.01172753487216987,0.7266112,0.6297401588235294,3875,,,,4.0,expRad_r,strict,434874
25.0,25.5,43,0.009887921558888322,0.7556618,0.6845264720930232,3875,,,,4.0,expRad_r,strict,434874
25.5,26.0,46,0.010577776551368902,0.99390785,0.8450838239130435,3875,,,,4.0,expRad_r,strict,434874
