mag_lo,mag_hi,n_full,frac_pool_pct_full,median_expAB_r_full,mean_expAB_r_full,n_re_cut,frac_pool_pct_re_cut,median_expAB_r_re_cut,mean_expAB_r_re_cut,re_min_arcsec,re_column,sample_mode,n_full_catalog
15.0,15.5,177,0.04070144455635426,0.5598797,0.5488556050847458,7049,1.5888778550148956,0.6504023000000001,0.6598694017857143,3.0,expRad_r,strict,434874
15.5,16.0,165,0.03794202458643193,0.6777496,0.6421627357575757,7049,1.9719109093488438,0.7001837,0.6832343741007193,3.0,expRad_r,strict,434874
16.0,16.5,338,0.07772366248614541,0.6130255,0.6000729831360946,7049,4.014753865796567,0.6066521,0.6019724017667846,3.0,expRad_r,strict,434874
16.5,17.0,721,0.16579514985949953,0.6147454,0.6014822482662968,7049,7.717406724358065,0.5674542,0.575945595772059,3.0,expRad_r,strict,434874
17.0,17.5,1387,0.3189429581901884,0.5809069,0.589859609444845,7049,12.171939282167683,0.50007815,0.5265192128205128,3.0,expRad_r,strict,434874
17.5,18.0,2574,0.5918955835483382,0.58357015,0.5864806273504274,7049,16.952759256632145,0.4281644,0.48615710878661084,3.0,expRad_r,strict,434874
18.0,18.5,4137,0.9513100346307206,0.6354665,0.6180686367416002,7049,13.533834586466165,0.43766720000000003,0.4744349624737946,3.0,expRad_r,strict,434874
18.5,19.0,7451,1.713369849657602,0.6451425,0.6270186543953832,7049,10.653993474251667,0.4184391,0.46437003462050597,3.0,expRad_r,strict,434874
19.0,19.5,14014,3.2225426215409523,0.63815835,0.6225592152775796,7049,7.830897999716272,0.45420445,0.4766720141304348,3.0,expRad_r,strict,434874
19.5,20.0,24713,5.682795476390862,0.6327916,0.6183509738073079,7049,5.617818130231239,0.41497445,0.43840638484848493,3.0,expRad_r,strict,434874
20.0,20.5,40820,9.3866269310191,0.61327345,0.6029373875943166,7049,4.65314228968648,0.4033584,0.44026859115853667,3.0,expRad_r,strict,434874
20.5,21.0,62641,14.404402194658683,0.5814047,0.5780169042432273,7049,5.717122996169669,0.3294618,0.36559510421836233,3.0,expRad_r,strict,434874
21.0,21.5,86355,19.85747595855351,0.5327902,0.5426955196410167,7049,4.979429706341325,0.2864451,0.31943899601139597,3.0,expRad_r,strict,434874
21.5,22.0,97019,22.309680505157814,0.4841945,0.5060764925241447,7049,1.8300468151510854,0.2697391,0.3219536457364341,3.0,expRad_r,strict,434874
22.0,22.5,69541,15.991068677364018,0.4490658,0.4778571747127593,7049,0.48233792027237904,0.24998120000000001,0.2792696088235294,3.0,expRad_r,strict,434874
22.5,23.0,20676,4.754480608176161,0.3999844,0.45165446299090733,7049,0.11349127535820684,0.321357,0.3135796375,3.0,expRad_r,strict,434874
23.0,23.5,1819,0.418282077107392,0.3501012,0.41748011643760313,7049,,,,3.0,expRad_r,strict,434874
23.5,24.0,123,0.028284054691703805,0.4999623,0.5209210008130081,7049,,,,3.0,expRad_r,strict,434874
24.0,24.5,51,0.01172753487216987,0.7266112,0.6297401588235294,7049,,,,3.0,expRad_r,strict,434874
25.0,25.5,43,0.009887921558888322,0.7556618,0.6845264720930232,7049,,,,3.0,expRad_r,strict,434874
25.5,26.0,46,0.010577776551368902,0.99390785,0.8450838239130435,7049,,,,3.0,expRad_r,strict,434874
